,Title,Type,Release Year,Rating,Duration,Genres,Vote Average
1361,David Cross: The Pride Is Back,MOVIE,1999,Unknown,55,"['comedy', 'documentation']",7.4
1362,Into the Arms of Strangers: Stories of the Kindertransport,MOVIE,2000,PG,122,"['war', 'documentation', 'history']",7.4
1363,Into the Arms of Strangers: Stories of the Kindertransport,MOVIE,2000,PG,122,"['war', 'documentation', 'history']",7.4
1364,Into the Arms of Strangers: Stories of the Kindertransport,MOVIE,2000,PG,122,"['war', 'documentation', 'history']",7.4
1365,Batman: Assault on Arkham,MOVIE,2014,PG-13,75,"['thriller', 'animation', 'action']",7.4
1366,Batman: Assault on Arkham,MOVIE,2014,PG-13,75,"['thriller', 'animation', 'action']",7.4
1367,Batman: Assault on Arkham,MOVIE,2014,PG-13,75,"['thriller', 'animation', 'action']",7.4
1368,Breslin and Hamill: Deadline Artists,MOVIE,2018,PG,106,['documentation'],7.4
1369,San Francisco 2.0,MOVIE,2015,Unknown,39,['documentation'],7.4
1370,Belle de Jour,MOVIE,1967,R,101,"['drama', 'european', 'romance']",7.4
1371,Belle de Jour,MOVIE,1967,R,101,"['drama', 'european', 'romance']",7.4
1372,Belle de Jour,MOVIE,1967,R,101,"['drama', 'european', 'romance']",7.4
1373,Little Women,MOVIE,1949,Unknown,121,"['drama', 'romance', 'family']",7.4
1374,Little Women,MOVIE,1933,Unknown,115,"['drama', 'family', 'romance', 'war']",6.767
1375,Little Women,MOVIE,1949,Unknown,121,"['drama', 'romance', 'family']",7.4
1376,Little Women,MOVIE,1933,Unknown,115,"['drama', 'family', 'romance', 'war']",6.767
1377,Little Women,MOVIE,1949,Unknown,121,"['drama', 'romance', 'family']",7.4
1378,Little Women,MOVIE,1933,Unknown,115,"['drama', 'family', 'romance', 'war']",6.767
1379,Mon Oncle,MOVIE,1958,Unknown,118,"['comedy', 'european']",7.4
1380,Mon Oncle,MOVIE,1958,Unknown,118,"['comedy', 'european']",7.4
1381,Kusama: Infinity,MOVIE,2018,Unknown,80,['documentation'],7.4
1382,Unbroken,MOVIE,2014,PG-13,132,"['drama', 'action', 'sport', 'war']",7.4
1383,Unbroken,MOVIE,2014,PG-13,132,"['drama', 'action', 'sport', 'war']",7.4
1384,Unbroken,MOVIE,2014,PG-13,132,"['drama', 'action', 'sport', 'war']",7.4
1385,Unbroken,MOVIE,2014,PG-13,132,"['drama', 'action', 'sport', 'war']",7.4
1386,Tony Hawk: Until the Wheels Fall Off,MOVIE,2022,R,135,"['documentation', 'sport']",7.4
1387,Tony Hawk: Until the Wheels Fall Off,MOVIE,2022,R,135,"['documentation', 'sport']",7.4
1388,Muxes,MOVIE,2016,R,10,['documentation'],7.4
1389,Speedy,MOVIE,1928,Unknown,85,"['comedy', 'family', 'action']",7.4
1390,Speedy,MOVIE,1928,Unknown,85,"['comedy', 'family', 'action']",7.4
1391,Speedy,MOVIE,1928,Unknown,85,"['comedy', 'family', 'action']",7.4
1392,The Artist,MOVIE,2011,PG-13,100,"['romance', 'drama', 'comedy', 'european', 'thriller']",7.4
1393,The Artist,MOVIE,2011,PG-13,100,"['romance', 'drama', 'comedy', 'european', 'thriller']",7.4
1394,The Artist,MOVIE,2011,PG-13,100,"['romance', 'drama', 'comedy', 'european', 'thriller']",7.4
1395,The Artist,MOVIE,2011,PG-13,100,"['romance', 'drama', 'comedy', 'european', 'thriller']",7.4
1396,The Artist,MOVIE,2011,PG-13,100,"['romance', 'drama', 'comedy', 'european', 'thriller']",7.4
1397,Liberty: Mother of Exiles,MOVIE,2019,Unknown,90,['documentation'],7.4
1398,The Fly,MOVIE,1986,R,96,"['horror', 'scifi', 'drama']",7.4
1399,The Fly,MOVIE,1958,Unknown,94,"['horror', 'drama', 'scifi']",7.05
1400,The Fly,MOVIE,1986,R,96,"['horror', 'scifi', 'drama']",7.4
1401,The Fly,MOVIE,1958,Unknown,94,"['horror', 'drama', 'scifi']",7.05
1402,The Fly,MOVIE,1986,R,96,"['horror', 'scifi', 'drama']",7.4
1403,The Fly,MOVIE,1958,Unknown,94,"['horror', 'drama', 'scifi']",7.05
1404,Daisies,MOVIE,1966,Unknown,74,"['comedy', 'drama', 'european']",7.4
1405,Daisies,MOVIE,1966,Unknown,74,"['comedy', 'drama', 'european']",7.4
1406,Daisies,MOVIE,1966,Unknown,74,"['comedy', 'drama', 'european']",7.4
1407,Fake Famous,MOVIE,2021,R,86,['documentation'],7.4
1408,Drive My Car,MOVIE,2021,Unknown,179,['drama'],7.4
1409,"War and Peace, Part II: Natasha Rostova",MOVIE,1966,Unknown,98,['drama'],7.4
1410,The Verdict,MOVIE,1982,R,129,['drama'],7.4
1411,Testament of Orpheus,MOVIE,1960,Unknown,83,"['drama', 'fantasy', 'european']",7.4
1412,Testament of Orpheus,MOVIE,1960,Unknown,83,"['drama', 'fantasy', 'european']",7.4
1413,Testament of Orpheus,MOVIE,1960,Unknown,83,"['drama', 'fantasy', 'european']",7.4
1414,Carrie Fisher: Wishful Drinking,MOVIE,2010,Unknown,75,"['comedy', 'documentation']",7.4
1415,Carrie Fisher: Wishful Drinking,MOVIE,2010,Unknown,75,"['comedy', 'documentation']",7.4
1416,"Ivan the Terrible, Part I",MOVIE,1944,Unknown,99,"['drama', 'history']",7.4
1417,"Ivan the Terrible, Part I",MOVIE,1944,Unknown,99,"['drama', 'history']",7.4
1418,Creed,MOVIE,2015,PG-13,133,"['drama', 'family', 'action', 'sport']",7.398
1419,Creed,MOVIE,2015,PG-13,133,"['drama', 'family', 'action', 'sport']",7.398
1420,Creed,MOVIE,2015,PG-13,133,"['drama', 'family', 'action', 'sport']",7.398
1421,Creed,MOVIE,2015,PG-13,133,"['drama', 'family', 'action', 'sport']",7.398
1422,"Ivan the Terrible, Part II: The Boyars' Plot",MOVIE,1958,Unknown,88,"['drama', 'history']",7.396
1423,"Ivan the Terrible, Part II: The Boyars' Plot",MOVIE,1958,Unknown,88,"['drama', 'history']",7.396
1424,A Dog's Life,MOVIE,1918,Unknown,33,"['drama', 'comedy']",7.396
1425,A Dog's Life,MOVIE,1918,Unknown,33,"['drama', 'comedy']",7.396
1426,The Times of Harvey Milk,MOVIE,1985,Unknown,90,"['documentation', 'history']",7.391
1427,The Times of Harvey Milk,MOVIE,1985,Unknown,90,"['documentation', 'history']",7.391
1428,Justice League: Doom,MOVIE,2012,PG-13,77,"['action', 'animation']",7.39
1429,Justice League: Doom,MOVIE,2012,PG-13,77,"['action', 'animation']",7.39
1430,House,MOVIE,1977,Unknown,87,"['comedy', 'horror']",7.386
1431,House,MOVIE,1977,Unknown,87,"['comedy', 'horror']",7.386
1432,Beetlejuice,MOVIE,1988,PG,92,"['comedy', 'fantasy']",7.381
1433,Beetlejuice,MOVIE,1988,PG,92,"['comedy', 'fantasy']",7.381
1434,The Great Gatsby,MOVIE,2013,PG-13,143,"['romance', 'drama']",7.38
1435,The Great Gatsby,MOVIE,2013,PG-13,143,"['romance', 'drama']",7.38
1436,Judas and the Black Messiah,MOVIE,2021,R,126,"['drama', 'history']",7.376
1437,Judas and the Black Messiah,MOVIE,2021,R,126,"['drama', 'history']",7.376
1438,Odd Man Out,MOVIE,1947,Unknown,116,"['thriller', 'crime', 'drama']",7.376
1439,Odd Man Out,MOVIE,1947,Unknown,116,"['thriller', 'crime', 'drama']",7.376
1440,Odd Man Out,MOVIE,1947,Unknown,116,"['thriller', 'crime', 'drama']",7.376
1441,Positively Naked,MOVIE,2005,Unknown,38,[],7.375
1442,Lolita,MOVIE,1962,Unknown,152,"['drama', 'comedy', 'crime', 'romance']",7.373
1443,Lolita,MOVIE,1962,Unknown,152,"['drama', 'comedy', 'crime', 'romance']",7.373
1444,Lolita,MOVIE,1962,Unknown,152,"['drama', 'comedy', 'crime', 'romance']",7.373
1445,Lolita,MOVIE,1962,Unknown,152,"['drama', 'comedy', 'crime', 'romance']",7.373
1446,Teen Titans Go! To the Movies,MOVIE,2018,PG,84,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",7.371
1447,Teen Titans Go! To the Movies,MOVIE,2018,PG,84,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",7.371
1448,Teen Titans Go! To the Movies,MOVIE,2018,PG,84,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",7.371
1449,Teen Titans Go! To the Movies,MOVIE,2018,PG,84,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",7.371
1450,Teen Titans Go! To the Movies,MOVIE,2018,PG,84,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",7.371
1451,Teen Titans Go! To the Movies,MOVIE,2018,PG,84,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",7.371
1452,Down by Law,MOVIE,1986,R,106,"['drama', 'comedy', 'crime', 'european']",7.37
1453,Down by Law,MOVIE,1986,R,106,"['drama', 'comedy', 'crime', 'european']",7.37
1454,Down by Law,MOVIE,1986,R,106,"['drama', 'comedy', 'crime', 'european']",7.37
1455,Down by Law,MOVIE,1986,R,106,"['drama', 'comedy', 'crime', 'european']",7.37
1456,Never-Ending Man: Hayao Miyazaki,MOVIE,2016,Unknown,70,['documentation'],7.364
1457,Adrienne,MOVIE,2021,Unknown,98,['documentation'],7.364
1458,Harriet,MOVIE,2019,PG-13,125,"['drama', 'action', 'history']",7.363
1459,Harriet,MOVIE,2019,PG-13,125,"['drama', 'action', 'history']",7.363
1460,Harriet,MOVIE,2019,PG-13,125,"['drama', 'action', 'history']",7.363
1461,Black Hawk Down,MOVIE,2002,R,144,"['action', 'drama', 'history', 'war']",7.363
1462,Black Hawk Down,MOVIE,2002,R,144,"['action', 'drama', 'history', 'war']",7.363
1463,Black Hawk Down,MOVIE,2002,R,144,"['action', 'drama', 'history', 'war']",7.363
1464,Black Hawk Down,MOVIE,2002,R,144,"['action', 'drama', 'history', 'war']",7.363
1465,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",MOVIE,1976,Unknown,201,"['drama', 'european']",7.359
1466,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",MOVIE,1976,Unknown,201,"['drama', 'european']",7.359
1467,Precious,MOVIE,2009,R,110,['drama'],7.357
1468,Remember,MOVIE,2015,R,94,"['drama', 'thriller', 'european']",7.354
1469,Remember,MOVIE,2015,R,94,"['drama', 'thriller', 'european']",7.354
1470,Remember,MOVIE,2015,R,94,"['drama', 'thriller', 'european']",7.354
1471,The Iceman Tapes: Conversations with a Killer,MOVIE,1992,Unknown,47,['thriller'],7.353
1472,The Immigrant,MOVIE,1917,Unknown,24,['comedy'],7.351
1473,Europa Europa,MOVIE,1990,R,112,"['drama', 'european', 'history', 'war']",7.348
1474,Europa Europa,MOVIE,1990,R,112,"['drama', 'european', 'history', 'war']",7.348
1475,Europa Europa,MOVIE,1990,R,112,"['drama', 'european', 'history', 'war']",7.348
1476,Europa Europa,MOVIE,1990,R,112,"['drama', 'european', 'history', 'war']",7.348
1477,A Day in the Country,MOVIE,1946,Unknown,41,"['drama', 'romance', 'comedy']",7.346
1478,A Day in the Country,MOVIE,1946,Unknown,41,"['drama', 'romance', 'comedy']",7.346
1479,A Day in the Country,MOVIE,1946,Unknown,41,"['drama', 'romance', 'comedy']",7.346
1480,Lean On Me,MOVIE,1989,PG-13,104,['drama'],7.345
1481,Lone Wolf and Cub: Baby Cart in Peril,MOVIE,1972,Unknown,81,"['action', 'thriller']",7.339
1482,Lone Wolf and Cub: Baby Cart in Peril,MOVIE,1972,Unknown,81,"['action', 'thriller']",7.339
1483,Europa,MOVIE,1991,R,113,"['drama', 'european', 'thriller']",7.338
1484,Europa,MOVIE,1991,R,113,"['drama', 'european', 'thriller']",7.338
1485,Europa,MOVIE,1991,R,113,"['drama', 'european', 'thriller']",7.338
1486,Funny Games,MOVIE,1997,R,108,"['drama', 'horror', 'thriller', 'european', 'crime']",7.336
1487,Funny Games,MOVIE,1997,R,108,"['drama', 'horror', 'thriller', 'european', 'crime']",7.336
1488,Funny Games,MOVIE,1997,R,108,"['drama', 'horror', 'thriller', 'european', 'crime']",7.336
1489,Funny Games,MOVIE,1997,R,108,"['drama', 'horror', 'thriller', 'european', 'crime']",7.336
1490,Funny Games,MOVIE,1997,R,108,"['drama', 'horror', 'thriller', 'european', 'crime']",7.336
1491,The Young Girls Turn 25,MOVIE,1993,Unknown,64,"['documentation', 'music', 'european']",7.333
1492,The Young Girls Turn 25,MOVIE,1993,Unknown,64,"['documentation', 'music', 'european']",7.333
1493,The Young Girls Turn 25,MOVIE,1993,Unknown,64,"['documentation', 'music', 'european']",7.333
1494,The City of Wild Beasts,MOVIE,2021,Unknown,95,"['drama', 'music']",7.333
1495,The City of Wild Beasts,MOVIE,2021,Unknown,95,"['drama', 'music']",7.333
1496,Drew Michael: Red Blue Green,MOVIE,2021,Unknown,58,['comedy'],7.333
1497,Andre the Giant,MOVIE,2018,Unknown,85,"['drama', 'sport', 'documentation']",7.333
1498,Andre the Giant,MOVIE,2018,Unknown,85,"['drama', 'sport', 'documentation']",7.333
1499,Andre the Giant,MOVIE,2018,Unknown,85,"['drama', 'sport', 'documentation']",7.333
1500,Kareem: Minority of One,MOVIE,2015,Unknown,89,['documentation'],7.333
1501,Twin Peaks: Fire Walk with Me,MOVIE,1992,R,135,"['drama', 'horror', 'thriller']",7.332
1502,Twin Peaks: Fire Walk with Me,MOVIE,1992,R,135,"['drama', 'horror', 'thriller']",7.332
1503,Twin Peaks: Fire Walk with Me,MOVIE,1992,R,135,"['drama', 'horror', 'thriller']",7.332
1504,The Piano Teacher,MOVIE,2001,R,131,"['drama', 'european', 'music']",7.33
1505,The Piano Teacher,MOVIE,2001,R,131,"['drama', 'european', 'music']",7.33
1506,The Piano Teacher,MOVIE,2001,R,131,"['drama', 'european', 'music']",7.33
1507,The Hobbit: An Unexpected Journey,MOVIE,2012,PG-13,169,"['fantasy', 'action', 'scifi', 'family']",7.327
1508,The Hobbit: An Unexpected Journey,MOVIE,2012,PG-13,169,"['fantasy', 'action', 'scifi', 'family']",7.327
1509,The Hobbit: An Unexpected Journey,MOVIE,2012,PG-13,169,"['fantasy', 'action', 'scifi', 'family']",7.327
1510,The Hobbit: An Unexpected Journey,MOVIE,2012,PG-13,169,"['fantasy', 'action', 'scifi', 'family']",7.327
1511,Six by Sondheim,MOVIE,2013,Unknown,86,['documentation'],7.326
1512,Masculin Féminin,MOVIE,1966,Unknown,110,"['drama', 'european', 'romance']",7.326
1513,Masculin Féminin,MOVIE,1966,Unknown,110,"['drama', 'european', 'romance']",7.326
1514,Masculin Féminin,MOVIE,1966,Unknown,110,"['drama', 'european', 'romance']",7.326
1515,Watchmen,MOVIE,2009,R,162,"['action', 'thriller', 'scifi', 'drama']",7.326
1516,Watchmen,MOVIE,2009,R,162,"['action', 'thriller', 'scifi', 'drama']",7.326
1517,Watchmen,MOVIE,2009,R,162,"['action', 'thriller', 'scifi', 'drama']",7.326
1518,Watchmen,MOVIE,2009,R,162,"['action', 'thriller', 'scifi', 'drama']",7.326
1519,Shall We Dance,MOVIE,1937,Unknown,109,"['comedy', 'romance']",7.318
1520,Shall We Dance,MOVIE,1937,Unknown,109,"['comedy', 'romance']",7.318
1521,A Choice of Weapons: Inspired by Gordon Parks,MOVIE,2021,Unknown,89,['documentation'],7.313
1522,Justice League: Crisis on Two Earths,MOVIE,2010,PG-13,75,"['animation', 'action']",7.313
1523,Justice League: Crisis on Two Earths,MOVIE,2010,PG-13,75,"['animation', 'action']",7.313
1524,The Hobbit: The Battle of the Five Armies,MOVIE,2015,PG-13,144,"['fantasy', 'action']",7.31
1525,The Hobbit: The Battle of the Five Armies,MOVIE,2015,PG-13,144,"['fantasy', 'action']",7.31
1526,Lone Wolf and Cub: Baby Cart at the River Styx,MOVIE,1972,Unknown,81,"['drama', 'action']",7.307
1527,Lone Wolf and Cub: Baby Cart at the River Styx,MOVIE,1972,Unknown,81,"['drama', 'action']",7.307
1528,The Bourne Supremacy,MOVIE,2004,PG-13,108,"['drama', 'thriller', 'action', 'european']",7.305
1529,The Bourne Supremacy,MOVIE,2004,PG-13,108,"['drama', 'thriller', 'action', 'european']",7.305
1530,The Bourne Supremacy,MOVIE,2004,PG-13,108,"['drama', 'thriller', 'action', 'european']",7.305
1531,The Bourne Supremacy,MOVIE,2004,PG-13,108,"['drama', 'thriller', 'action', 'european']",7.305
1532,Gone Baby Gone,MOVIE,2007,R,114,"['drama', 'crime', 'thriller']",7.302
1533,Gone Baby Gone,MOVIE,2007,R,114,"['drama', 'crime', 'thriller']",7.302
1534,Gone Baby Gone,MOVIE,2007,R,114,"['drama', 'crime', 'thriller']",7.302
1535,Knife in the Water,MOVIE,1962,Unknown,94,"['thriller', 'drama', 'european']",7.301
1536,Knife in the Water,MOVIE,1962,Unknown,94,"['thriller', 'drama', 'european']",7.301
1537,Knife in the Water,MOVIE,1962,Unknown,94,"['thriller', 'drama', 'european']",7.301
1538,Harry Potter 20th Anniversary: Return to Hogwarts,MOVIE,2022,PG-13,103,"['documentation', 'family']",7.301
1539,Harry Potter 20th Anniversary: Return to Hogwarts,MOVIE,2022,PG-13,103,"['documentation', 'family']",7.301
1540,The Iceman and the Psychiatrist,MOVIE,2004,Unknown,48,"['thriller', 'horror', 'documentation', 'crime']",7.3
1541,The Iceman and the Psychiatrist,MOVIE,2004,Unknown,48,"['thriller', 'horror', 'documentation', 'crime']",7.3
1542,The Iceman and the Psychiatrist,MOVIE,2004,Unknown,48,"['thriller', 'horror', 'documentation', 'crime']",7.3
1543,The Iceman and the Psychiatrist,MOVIE,2004,Unknown,48,"['thriller', 'horror', 'documentation', 'crime']",7.3
1544,Juliet of the Spirits,MOVIE,1965,Unknown,148,"['comedy', 'drama', 'fantasy', 'european']",7.3
1545,Juliet of the Spirits,MOVIE,1965,Unknown,148,"['comedy', 'drama', 'fantasy', 'european']",7.3
1546,Juliet of the Spirits,MOVIE,1965,Unknown,148,"['comedy', 'drama', 'fantasy', 'european']",7.3
1547,Juliet of the Spirits,MOVIE,1965,Unknown,148,"['comedy', 'drama', 'fantasy', 'european']",7.3
1548,Arthur Miller: Writer,MOVIE,2017,PG,101,['documentation'],7.3
1549,Journey to Italy,MOVIE,1954,Unknown,79,"['drama', 'european', 'romance']",7.3
1550,Journey to Italy,MOVIE,1954,Unknown,79,"['drama', 'european', 'romance']",7.3
1551,Journey to Italy,MOVIE,1954,Unknown,79,"['drama', 'european', 'romance']",7.3
1552,Lone Wolf and Cub: Baby Cart in the Land of Demons,MOVIE,1973,Unknown,89,"['crime', 'drama', 'thriller', 'action']",7.3
1553,Lone Wolf and Cub: Baby Cart in the Land of Demons,MOVIE,1973,Unknown,89,"['crime', 'drama', 'thriller', 'action']",7.3
1554,Lone Wolf and Cub: Baby Cart in the Land of Demons,MOVIE,1973,Unknown,89,"['crime', 'drama', 'thriller', 'action']",7.3
1555,Lone Wolf and Cub: Baby Cart in the Land of Demons,MOVIE,1973,Unknown,89,"['crime', 'drama', 'thriller', 'action']",7.3
1556,The River,MOVIE,1951,Unknown,99,"['drama', 'romance', 'european']",7.3
1557,The River,MOVIE,1951,Unknown,99,"['drama', 'romance', 'european']",7.3
1558,The River,MOVIE,1951,Unknown,99,"['drama', 'romance', 'european']",7.3
1559,Blow Out,MOVIE,1981,R,107,"['drama', 'thriller', 'crime']",7.3
1560,Blow Out,MOVIE,1981,R,107,"['drama', 'thriller', 'crime']",7.3
1561,Blow Out,MOVIE,1981,R,107,"['drama', 'thriller', 'crime']",7.3
1562,Mamá o papá,MOVIE,2021,Unknown,103,['comedy'],7.3
1563,Argo,MOVIE,2012,R,120,"['drama', 'thriller']",7.3
1564,Argo,MOVIE,2012,R,120,"['drama', 'thriller']",7.3
1565,Hereditary,MOVIE,2018,R,128,"['horror', 'thriller', 'drama']",7.3
1566,Hereditary,MOVIE,2018,R,128,"['horror', 'thriller', 'drama']",7.3
1567,Hereditary,MOVIE,2018,R,128,"['horror', 'thriller', 'drama']",7.3
1568,Sawdust and Tinsel,MOVIE,1953,Unknown,93,"['drama', 'european']",7.3
1569,Sawdust and Tinsel,MOVIE,1953,Unknown,93,"['drama', 'european']",7.3
1570,Top Hat,MOVIE,1935,Unknown,101,"['comedy', 'romance']",7.3
1571,Top Hat,MOVIE,1935,Unknown,101,"['comedy', 'romance']",7.3
1572,Ghost Dog: The Way of the Samurai,MOVIE,1999,R,116,"['drama', 'crime', 'action', 'thriller', 'european']",7.3
1573,Ghost Dog: The Way of the Samurai,MOVIE,1999,R,116,"['drama', 'crime', 'action', 'thriller', 'european']",7.3
1574,Ghost Dog: The Way of the Samurai,MOVIE,1999,R,116,"['drama', 'crime', 'action', 'thriller', 'european']",7.3
1575,Ghost Dog: The Way of the Samurai,MOVIE,1999,R,116,"['drama', 'crime', 'action', 'thriller', 'european']",7.3
1576,Ghost Dog: The Way of the Samurai,MOVIE,1999,R,116,"['drama', 'crime', 'action', 'thriller', 'european']",7.3
1577,An Enemy of the People,MOVIE,1990,Unknown,99,['drama'],7.3
1578,Wit,MOVIE,2001,PG-13,99,"['drama', 'documentation', 'european']",7.3
1579,Wit,MOVIE,2001,PG-13,99,"['drama', 'documentation', 'european']",7.3
1580,Wit,MOVIE,2001,PG-13,99,"['drama', 'documentation', 'european']",7.3
1581,Sarah's Key,MOVIE,2010,PG-13,111,"['drama', 'european', 'war']",7.3
1582,Sarah's Key,MOVIE,2010,PG-13,111,"['drama', 'european', 'war']",7.3
1583,Sarah's Key,MOVIE,2010,PG-13,111,"['drama', 'european', 'war']",7.3
1584,Jerrod Carmichael: 8,MOVIE,2017,R,59,['comedy'],7.3
1585,Batman Beyond: Return of the Joker,MOVIE,2000,PG-13,76,"['animation', 'family', 'action', 'scifi']",7.3
1586,Batman Beyond: Return of the Joker,MOVIE,2000,PG-13,76,"['animation', 'family', 'action', 'scifi']",7.3
1587,Batman Beyond: Return of the Joker,MOVIE,2000,PG-13,76,"['animation', 'family', 'action', 'scifi']",7.3
1588,Batman Beyond: Return of the Joker,MOVIE,2000,PG-13,76,"['animation', 'family', 'action', 'scifi']",7.3
1589,Sydney 2000: Stories of Olympic Glory,MOVIE,2001,Unknown,116,"['documentation', 'sport']",7.3
1590,Sydney 2000: Stories of Olympic Glory,MOVIE,2001,Unknown,116,"['documentation', 'sport']",7.3
1591,The Criminal Life of Archibaldo de la Cruz,MOVIE,1955,Unknown,89,"['comedy', 'drama', 'crime']",7.3
1592,The Criminal Life of Archibaldo de la Cruz,MOVIE,1955,Unknown,89,"['comedy', 'drama', 'crime']",7.3
1593,The Criminal Life of Archibaldo de la Cruz,MOVIE,1955,Unknown,89,"['comedy', 'drama', 'crime']",7.3
1594,Brute Force,MOVIE,1947,Unknown,98,"['drama', 'thriller', 'crime']",7.3
1595,Brute Force,MOVIE,1947,Unknown,98,"['drama', 'thriller', 'crime']",7.3
1596,Brute Force,MOVIE,1947,Unknown,98,"['drama', 'thriller', 'crime']",7.3
1597,Seance on a Wet Afternoon,MOVIE,1964,Unknown,111,"['crime', 'drama', 'thriller']",7.3
1598,Seance on a Wet Afternoon,MOVIE,1964,Unknown,111,"['crime', 'drama', 'thriller']",7.3
1599,Seance on a Wet Afternoon,MOVIE,1964,Unknown,111,"['crime', 'drama', 'thriller']",7.3
1600,From Here to Eternity,MOVIE,1953,Unknown,118,"['drama', 'war', 'romance']",7.3
1601,From Here to Eternity,MOVIE,1953,Unknown,118,"['drama', 'war', 'romance']",7.3
1602,From Here to Eternity,MOVIE,1953,Unknown,118,"['drama', 'war', 'romance']",7.3
1603,Of Mice and Men,MOVIE,1940,PG,106,['drama'],7.3
1604,Sublet,MOVIE,2021,Unknown,89,"['drama', 'comedy', 'romance']",7.3
1605,Sublet,MOVIE,2021,Unknown,89,"['drama', 'comedy', 'romance']",7.3
1606,Sublet,MOVIE,2021,Unknown,89,"['drama', 'comedy', 'romance']",7.3
1607,Vampyr,MOVIE,1932,Unknown,75,"['horror', 'european', 'fantasy']",7.3
1608,Vampyr,MOVIE,1932,Unknown,75,"['horror', 'european', 'fantasy']",7.3
1609,Vampyr,MOVIE,1932,Unknown,75,"['horror', 'european', 'fantasy']",7.3
1610,Law Abiding Citizen,MOVIE,2009,R,109,"['drama', 'thriller', 'action', 'crime']",7.3
1611,Law Abiding Citizen,MOVIE,2009,R,109,"['drama', 'thriller', 'action', 'crime']",7.3
1612,Law Abiding Citizen,MOVIE,2009,R,109,"['drama', 'thriller', 'action', 'crime']",7.3
1613,Law Abiding Citizen,MOVIE,2009,R,109,"['drama', 'thriller', 'action', 'crime']",7.3
1614,At the Heart of Gold: Inside the USA Gymnastics Scandal,MOVIE,2019,PG-13,88,"['documentation', 'crime', 'sport']",7.3
1615,At the Heart of Gold: Inside the USA Gymnastics Scandal,MOVIE,2019,PG-13,88,"['documentation', 'crime', 'sport']",7.3
1616,At the Heart of Gold: Inside the USA Gymnastics Scandal,MOVIE,2019,PG-13,88,"['documentation', 'crime', 'sport']",7.3
1617,Europe '51,MOVIE,1953,Unknown,118,"['drama', 'european']",7.3
1618,Europe '51,MOVIE,1953,Unknown,118,"['drama', 'european']",7.3
1619,The Guilty,MOVIE,2018,R,85,"['thriller', 'crime', 'drama', 'european']",7.3
1620,The Guilty,MOVIE,2018,R,85,"['thriller', 'crime', 'drama', 'european']",7.3
1621,The Guilty,MOVIE,2018,R,85,"['thriller', 'crime', 'drama', 'european']",7.3
1622,The Guilty,MOVIE,2018,R,85,"['thriller', 'crime', 'drama', 'european']",7.3
1623,"One Sings, the Other Doesn't",MOVIE,1977,Unknown,120,"['drama', 'european', 'history']",7.3
1624,"One Sings, the Other Doesn't",MOVIE,1977,Unknown,120,"['drama', 'european', 'history']",7.3
1625,"One Sings, the Other Doesn't",MOVIE,1977,Unknown,120,"['drama', 'european', 'history']",7.3
1626,The Bitter Tears of Petra von Kant,MOVIE,1974,Unknown,124,"['drama', 'european', 'romance']",7.3
1627,The Bitter Tears of Petra von Kant,MOVIE,1974,Unknown,124,"['drama', 'european', 'romance']",7.3
1628,The Bitter Tears of Petra von Kant,MOVIE,1974,Unknown,124,"['drama', 'european', 'romance']",7.3
1629,Salesman,MOVIE,2021,G,90,"['documentation', 'drama']",7.3
1630,Salesman,MOVIE,2021,G,90,"['documentation', 'drama']",7.3
1631,Chimes at Midnight,MOVIE,1967,Unknown,113,"['comedy', 'drama', 'european', 'war', 'history']",7.3
1632,Chimes at Midnight,MOVIE,1967,Unknown,113,"['comedy', 'drama', 'european', 'war', 'history']",7.3
1633,Chimes at Midnight,MOVIE,1967,Unknown,113,"['comedy', 'drama', 'european', 'war', 'history']",7.3
1634,Chimes at Midnight,MOVIE,1967,Unknown,113,"['comedy', 'drama', 'european', 'war', 'history']",7.3
1635,Chimes at Midnight,MOVIE,1967,Unknown,113,"['comedy', 'drama', 'european', 'war', 'history']",7.3
1636,Dead Man,MOVIE,1995,R,121,"['western', 'drama', 'fantasy']",7.3
1637,Dead Man,MOVIE,1995,R,121,"['western', 'drama', 'fantasy']",7.3
1638,Dead Man,MOVIE,1995,R,121,"['western', 'drama', 'fantasy']",7.3
1639,Trick or Treat Scooby-Doo!,MOVIE,2022,G,72,"['animation', 'comedy', 'family']",7.3
1640,Trick or Treat Scooby-Doo!,MOVIE,2022,G,72,"['animation', 'comedy', 'family']",7.3
1641,Trick or Treat Scooby-Doo!,MOVIE,2022,G,72,"['animation', 'comedy', 'family']",7.3
1642,Justice League vs. Teen Titans,MOVIE,2016,PG-13,78,"['scifi', 'action', 'animation']",7.3
1643,Justice League vs. Teen Titans,MOVIE,2016,PG-13,78,"['scifi', 'action', 'animation']",7.3
1644,Justice League vs. Teen Titans,MOVIE,2016,PG-13,78,"['scifi', 'action', 'animation']",7.3
