,Title,Type,Release Year,Rating,Duration,Genres,Vote Average
2395,Constantine,MOVIE,2005,R,116,"['horror', 'fantasy', 'action']",7.033
2396,Constantine,MOVIE,2005,R,116,"['horror', 'fantasy', 'action']",7.033
2397,Constantine,MOVIE,2005,R,116,"['horror', 'fantasy', 'action']",7.033
2398,Pay Day,MOVIE,1922,Unknown,21,['comedy'],7.031
2399,First Reformed,MOVIE,2018,R,113,"['drama', 'thriller']",7.025
2400,First Reformed,MOVIE,2018,R,113,"['drama', 'thriller']",7.025
2401,The Thirteenth Floor,MOVIE,1999,R,100,"['scifi', 'thriller']",7.025
2402,The Thirteenth Floor,MOVIE,1999,R,100,"['scifi', 'thriller']",7.025
2403,Star Trek VI: The Undiscovered Country,MOVIE,1991,PG,113,"['thriller', 'scifi', 'action']",7.023
2404,Star Trek VI: The Undiscovered Country,MOVIE,1991,PG,113,"['thriller', 'scifi', 'action']",7.023
2405,Star Trek VI: The Undiscovered Country,MOVIE,1991,PG,113,"['thriller', 'scifi', 'action']",7.023
2406,The Rainmaker,MOVIE,1997,PG-13,135,"['drama', 'thriller', 'crime']",7.02
2407,The Rainmaker,MOVIE,1997,PG-13,135,"['drama', 'thriller', 'crime']",7.02
2408,The Rainmaker,MOVIE,1997,PG-13,135,"['drama', 'thriller', 'crime']",7.02
2409,The Big Shave,MOVIE,1967,Unknown,6,['horror'],7.02
2410,Nightmare Alley,MOVIE,2021,R,150,"['crime', 'drama', 'thriller', 'action', 'fantasy', 'horror']",7.02
2411,Nightmare Alley,MOVIE,2021,R,150,"['crime', 'drama', 'thriller', 'action', 'fantasy', 'horror']",7.02
2412,Nightmare Alley,MOVIE,2021,R,150,"['crime', 'drama', 'thriller', 'action', 'fantasy', 'horror']",7.02
2413,Nightmare Alley,MOVIE,2021,R,150,"['crime', 'drama', 'thriller', 'action', 'fantasy', 'horror']",7.02
2414,Nightmare Alley,MOVIE,2021,R,150,"['crime', 'drama', 'thriller', 'action', 'fantasy', 'horror']",7.02
2415,Nightmare Alley,MOVIE,2021,R,150,"['crime', 'drama', 'thriller', 'action', 'fantasy', 'horror']",7.02
2416,Fantastic Beasts: A Natural History,MOVIE,2022,Unknown,58,['documentation'],7.02
2417,Pygmalion,MOVIE,1939,Unknown,96,"['comedy', 'drama', 'romance']",7.019
2418,Pygmalion,MOVIE,1939,Unknown,96,"['comedy', 'drama', 'romance']",7.019
2419,Pygmalion,MOVIE,1939,Unknown,96,"['comedy', 'drama', 'romance']",7.019
2420,Journey to the Center of the Earth,MOVIE,1960,Unknown,132,"['fantasy', 'family', 'action', 'romance', 'scifi']",7.019
2421,Journey to the Center of the Earth,MOVIE,1960,Unknown,132,"['fantasy', 'family', 'action', 'romance', 'scifi']",7.019
2422,Journey to the Center of the Earth,MOVIE,1960,Unknown,132,"['fantasy', 'family', 'action', 'romance', 'scifi']",7.019
2423,Journey to the Center of the Earth,MOVIE,1960,Unknown,132,"['fantasy', 'family', 'action', 'romance', 'scifi']",7.019
2424,Journey to the Center of the Earth,MOVIE,1960,Unknown,132,"['fantasy', 'family', 'action', 'romance', 'scifi']",7.019
2425,Cutie and the Boxer,MOVIE,2013,R,81,['documentation'],7.016
2426,From Dusk Till Dawn,MOVIE,1996,R,108,"['horror', 'thriller', 'action', 'crime']",7.007
2427,From Dusk Till Dawn,MOVIE,1996,R,108,"['horror', 'thriller', 'action', 'crime']",7.007
2428,From Dusk Till Dawn,MOVIE,1996,R,108,"['horror', 'thriller', 'action', 'crime']",7.007
2429,From Dusk Till Dawn,MOVIE,1996,R,108,"['horror', 'thriller', 'action', 'crime']",7.007
2430,The Full Monty,MOVIE,1997,R,91,"['comedy', 'drama']",7.006
2431,The Full Monty,MOVIE,1997,R,91,"['comedy', 'drama']",7.006
2432,Coup de Torchon,MOVIE,1981,Unknown,128,"['drama', 'comedy', 'crime', 'european']",7.006
2433,Coup de Torchon,MOVIE,1981,Unknown,128,"['drama', 'comedy', 'crime', 'european']",7.006
2434,Coup de Torchon,MOVIE,1981,Unknown,128,"['drama', 'comedy', 'crime', 'european']",7.006
2435,Coup de Torchon,MOVIE,1981,Unknown,128,"['drama', 'comedy', 'crime', 'european']",7.006
2436,61*,MOVIE,2001,R,129,"['drama', 'history', 'sport']",7.005
2437,61*,MOVIE,2001,R,129,"['drama', 'history', 'sport']",7.005
2438,61*,MOVIE,2001,R,129,"['drama', 'history', 'sport']",7.005
2439,Oliver!,MOVIE,1968,G,153,"['drama', 'family']",7.004
2440,Oliver!,MOVIE,1968,G,153,"['drama', 'family']",7.004
2441,Mr. Arkadin,MOVIE,1955,PG,95,"['drama', 'thriller', 'european', 'crime']",7.004
2442,Mr. Arkadin,MOVIE,1955,PG,95,"['drama', 'thriller', 'european', 'crime']",7.004
2443,Mr. Arkadin,MOVIE,1955,PG,95,"['drama', 'thriller', 'european', 'crime']",7.004
2444,Mr. Arkadin,MOVIE,1955,PG,95,"['drama', 'thriller', 'european', 'crime']",7.004
2445,Strange Days,MOVIE,1995,R,145,"['drama', 'thriller', 'crime', 'scifi', 'action']",7.002
2446,Strange Days,MOVIE,1995,R,145,"['drama', 'thriller', 'crime', 'scifi', 'action']",7.002
2447,Strange Days,MOVIE,1995,R,145,"['drama', 'thriller', 'crime', 'scifi', 'action']",7.002
2448,Strange Days,MOVIE,1995,R,145,"['drama', 'thriller', 'crime', 'scifi', 'action']",7.002
2449,Strange Days,MOVIE,1995,R,145,"['drama', 'thriller', 'crime', 'scifi', 'action']",7.002
2450,Shallow Grave,MOVIE,1994,R,92,"['thriller', 'crime']",7.001
2451,Shallow Grave,MOVIE,1994,R,92,"['thriller', 'crime']",7.001
2452,Elizabeth I,MOVIE,2005,Unknown,223,"['history', 'drama']",7.0
2453,Elizabeth I,MOVIE,2005,Unknown,223,"['history', 'drama']",7.0
2454,The Accused,MOVIE,1988,R,111,"['drama', 'crime']",7.0
2455,The Accused,MOVIE,1988,R,111,"['drama', 'crime']",7.0
2456,The Matrix Reloaded,MOVIE,2003,R,138,"['thriller', 'scifi', 'documentation', 'action']",7.0
2457,The Matrix Reloaded,MOVIE,2003,R,138,"['thriller', 'scifi', 'documentation', 'action']",7.0
2458,The Matrix Reloaded,MOVIE,2003,R,138,"['thriller', 'scifi', 'documentation', 'action']",7.0
2459,The Matrix Reloaded,MOVIE,2003,R,138,"['thriller', 'scifi', 'documentation', 'action']",7.0
2460,Police Story 2,MOVIE,1988,PG-13,101,"['thriller', 'action', 'comedy', 'crime']",7.0
2461,Police Story 2,MOVIE,1988,PG-13,101,"['thriller', 'action', 'comedy', 'crime']",7.0
2462,Police Story 2,MOVIE,1988,PG-13,101,"['thriller', 'action', 'comedy', 'crime']",7.0
2463,Police Story 2,MOVIE,1988,PG-13,101,"['thriller', 'action', 'comedy', 'crime']",7.0
2464,My American Uncle,MOVIE,1980,PG,125,"['comedy', 'drama', 'european', 'romance']",7.0
2465,My American Uncle,MOVIE,1980,PG,125,"['comedy', 'drama', 'european', 'romance']",7.0
2466,My American Uncle,MOVIE,1980,PG,125,"['comedy', 'drama', 'european', 'romance']",7.0
2467,My American Uncle,MOVIE,1980,PG,125,"['comedy', 'drama', 'european', 'romance']",7.0
2468,Wag the Dog,MOVIE,1998,R,97,"['drama', 'comedy']",7.0
2469,Wag the Dog,MOVIE,1998,R,97,"['drama', 'comedy']",7.0
2470,Jimmy Carter: Rock & Roll President,MOVIE,2020,Unknown,95,"['music', 'documentation', 'history']",7.0
2471,Jimmy Carter: Rock & Roll President,MOVIE,2020,Unknown,95,"['music', 'documentation', 'history']",7.0
2472,Jimmy Carter: Rock & Roll President,MOVIE,2020,Unknown,95,"['music', 'documentation', 'history']",7.0
2473,A Room with a View,MOVIE,1986,Unknown,116,"['romance', 'drama', 'comedy']",7.0
2474,A Room with a View,MOVIE,1986,Unknown,116,"['romance', 'drama', 'comedy']",7.0
2475,A Room with a View,MOVIE,1986,Unknown,116,"['romance', 'drama', 'comedy']",7.0
2476,40 Years a Prisoner,MOVIE,2020,Unknown,110,"['documentation', 'crime']",7.0
2477,40 Years a Prisoner,MOVIE,2020,Unknown,110,"['documentation', 'crime']",7.0
2478,Moms Mabley,MOVIE,2013,Unknown,72,"['documentation', 'comedy']",7.0
2479,Moms Mabley,MOVIE,2013,Unknown,72,"['documentation', 'comedy']",7.0
2480,Lindsey Vonn: The Final Season,MOVIE,2019,Unknown,89,"['documentation', 'sport']",7.0
2481,Lindsey Vonn: The Final Season,MOVIE,2019,Unknown,89,"['documentation', 'sport']",7.0
2482,Life's Too Short Easter Special,MOVIE,2013,Unknown,56,['comedy'],7.0
2483,Hard Times: Lost on Long Island,MOVIE,2012,Unknown,90,['documentation'],7.0
2484,Comradeship,MOVIE,1931,Unknown,93,"['drama', 'european']",7.0
2485,Comradeship,MOVIE,1931,Unknown,93,"['drama', 'european']",7.0
2486,Insecure: The End,MOVIE,2021,Unknown,62,['documentation'],7.0
2487,At Last,MOVIE,2020,Unknown,13,['drama'],7.0
2488,The Promise,MOVIE,2017,PG-13,133,"['romance', 'history', 'action', 'drama', 'war', 'european']",7.0
2489,The Promise,MOVIE,2017,PG-13,133,"['romance', 'history', 'action', 'drama', 'war', 'european']",7.0
2490,The Promise,MOVIE,2017,PG-13,133,"['romance', 'history', 'action', 'drama', 'war', 'european']",7.0
2491,The Promise,MOVIE,2017,PG-13,133,"['romance', 'history', 'action', 'drama', 'war', 'european']",7.0
2492,The Promise,MOVIE,2017,PG-13,133,"['romance', 'history', 'action', 'drama', 'war', 'european']",7.0
2493,The Promise,MOVIE,2017,PG-13,133,"['romance', 'history', 'action', 'drama', 'war', 'european']",7.0
2494,Western Stars,MOVIE,2019,PG,83,"['music', 'documentation', 'western']",7.0
2495,Western Stars,MOVIE,2019,PG,83,"['music', 'documentation', 'western']",7.0
2496,Western Stars,MOVIE,2019,PG,83,"['music', 'documentation', 'western']",7.0
2497,Kill Chain: The Cyber War on America's Elections,MOVIE,2020,Unknown,91,['documentation'],7.0
2498,Vixen: The Movie,MOVIE,2017,Unknown,75,"['animation', 'action', 'fantasy', 'scifi']",7.0
2499,Vixen: The Movie,MOVIE,2017,Unknown,75,"['animation', 'action', 'fantasy', 'scifi']",7.0
2500,Vixen: The Movie,MOVIE,2017,Unknown,75,"['animation', 'action', 'fantasy', 'scifi']",7.0
2501,Vixen: The Movie,MOVIE,2017,Unknown,75,"['animation', 'action', 'fantasy', 'scifi']",7.0
2502,Juno,MOVIE,2007,PG-13,96,"['drama', 'comedy']",7.0
2503,Juno,MOVIE,2007,PG-13,96,"['drama', 'comedy']",7.0
2504,The Education of Mohammad Hussein,MOVIE,2012,Unknown,38,['drama'],7.0
2505,The Naked Kiss,MOVIE,1964,Unknown,93,"['crime', 'drama']",7.0
2506,The Naked Kiss,MOVIE,1964,Unknown,93,"['crime', 'drama']",7.0
2507,The Latino List: Volume 2,MOVIE,2012,Unknown,49,['documentation'],7.0
2508,The Lost Honor of Katharina Blum,MOVIE,1976,R,106,"['drama', 'european', 'crime']",7.0
2509,The Lost Honor of Katharina Blum,MOVIE,1976,R,106,"['drama', 'european', 'crime']",7.0
2510,The Lost Honor of Katharina Blum,MOVIE,1976,R,106,"['drama', 'european', 'crime']",7.0
2511,Ahir Shah: Dots,MOVIE,2021,Unknown,61,['comedy'],7.0
2512,Mann v. Ford,MOVIE,2011,G,105,['documentation'],7.0
2513,Jerrod Carmichael: Rothaniel,MOVIE,2022,Unknown,55,['comedy'],7.0
2514,Halfway,MOVIE,2019,Unknown,16,['drama'],7.0
2515,Monsieur Hulot's Holiday,MOVIE,1953,Unknown,87,"['comedy', 'european']",7.0
2516,Monsieur Hulot's Holiday,MOVIE,1953,Unknown,87,"['comedy', 'european']",7.0
2517,It Will be Chaos,MOVIE,2018,Unknown,93,['documentation'],7.0
2518,Jimi Plays Monterey,MOVIE,1987,Unknown,50,"['music', 'documentation']",7.0
2519,Jimi Plays Monterey,MOVIE,1987,Unknown,50,"['music', 'documentation']",7.0
2520,The Many Lives of Nick Buoniconti,MOVIE,2019,PG,74,"['documentation', 'sport']",7.0
2521,The Many Lives of Nick Buoniconti,MOVIE,2019,PG,74,"['documentation', 'sport']",7.0
2522,I Miss You,MOVIE,2019,Unknown,105,['drama'],7.0
2523,Green Lantern: Beware My Power,MOVIE,2022,PG-13,87,"['animation', 'action', 'scifi']",7.0
2524,Green Lantern: Beware My Power,MOVIE,2022,PG-13,87,"['animation', 'action', 'scifi']",7.0
2525,Green Lantern: Beware My Power,MOVIE,2022,PG-13,87,"['animation', 'action', 'scifi']",7.0
2526,Intervista,MOVIE,1987,Unknown,107,"['drama', 'comedy', 'european', 'fantasy']",7.0
2527,Intervista,MOVIE,1987,Unknown,107,"['drama', 'comedy', 'european', 'fantasy']",7.0
2528,Intervista,MOVIE,1987,Unknown,107,"['drama', 'comedy', 'european', 'fantasy']",7.0
2529,Intervista,MOVIE,1987,Unknown,107,"['drama', 'comedy', 'european', 'fantasy']",7.0
2530,Dr. No,MOVIE,1962,PG,110,"['thriller', 'action']",7.0
2531,Dr. No,MOVIE,1962,PG,110,"['thriller', 'action']",7.0
2532,Superman/Batman: Public Enemies,MOVIE,2009,PG-13,67,"['action', 'scifi', 'animation']",7.0
2533,Superman/Batman: Public Enemies,MOVIE,2009,PG-13,67,"['action', 'scifi', 'animation']",7.0
2534,Superman/Batman: Public Enemies,MOVIE,2009,PG-13,67,"['action', 'scifi', 'animation']",7.0
2535,I Can't Do This But I CAN Do That: A Film for Families about Learning Differences,MOVIE,2010,Unknown,31,"['documentation', 'family']",7.0
2536,I Can't Do This But I CAN Do That: A Film for Families about Learning Differences,MOVIE,2010,Unknown,31,"['documentation', 'family']",7.0
2537,L'amore,MOVIE,1956,Unknown,75,"['drama', 'european']",7.0
2538,L'amore,MOVIE,1956,Unknown,75,"['drama', 'european']",7.0
2539,When the Levees Broke: A Requiem in Four Acts,MOVIE,2006,PG,255,['documentation'],7.0
2540,The Most Dangerous Game,MOVIE,1932,PG-13,63,"['action', 'thriller', 'horror']",7.0
2541,The Most Dangerous Game,MOVIE,1932,PG-13,63,"['action', 'thriller', 'horror']",7.0
2542,The Most Dangerous Game,MOVIE,1932,PG-13,63,"['action', 'thriller', 'horror']",7.0
2543,Toe Tag Parole: To Live and Die on Yard A,MOVIE,2015,Unknown,80,['documentation'],7.0
2544,The Rite,MOVIE,1969,Unknown,76,"['drama', 'european']",7.0
2545,The Rite,MOVIE,1969,Unknown,76,"['drama', 'european']",7.0
2546,The Automat,MOVIE,2022,Unknown,79,"['documentation', 'history']",7.0
2547,The Automat,MOVIE,2022,Unknown,79,"['documentation', 'history']",7.0
2548,Black Panthers,MOVIE,1968,Unknown,28,['documentation'],7.0
2549,Eyimofe (This Is My Desire),MOVIE,2021,Unknown,116,['drama'],7.0
2550,Foreign Correspondent,MOVIE,1940,Unknown,120,"['thriller', 'war', 'action', 'romance']",7.0
2551,Foreign Correspondent,MOVIE,1940,Unknown,120,"['thriller', 'war', 'action', 'romance']",7.0
2552,Foreign Correspondent,MOVIE,1940,Unknown,120,"['thriller', 'war', 'action', 'romance']",7.0
2553,Foreign Correspondent,MOVIE,1940,Unknown,120,"['thriller', 'war', 'action', 'romance']",7.0
2554,My Neighbors the Yamadas,MOVIE,1999,PG,104,"['animation', 'comedy', 'family']",7.0
2555,My Neighbors the Yamadas,MOVIE,1999,PG,104,"['animation', 'comedy', 'family']",7.0
2556,My Neighbors the Yamadas,MOVIE,1999,PG,104,"['animation', 'comedy', 'family']",7.0
2557,The Princess,MOVIE,2022,PG-13,109,"['documentation', 'history', 'drama']",7.0
2558,The Princess,MOVIE,2022,PG-13,109,"['documentation', 'history', 'drama']",7.0
2559,The Princess,MOVIE,2022,PG-13,109,"['documentation', 'history', 'drama']",7.0
2560,Boy Erased,MOVIE,2019,R,115,['drama'],7.0
2561,A Costume for Nicolas,MOVIE,2020,Unknown,80,"['animation', 'family']",7.0
2562,A Costume for Nicolas,MOVIE,2020,Unknown,80,"['animation', 'family']",7.0
2563,LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,MOVIE,2015,Unknown,77,"['action', 'animation']",7.0
2564,LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,MOVIE,2015,Unknown,77,"['action', 'animation']",7.0
2565,Batman & Mr. Freeze: SubZero,MOVIE,1998,Unknown,67,"['action', 'animation']",7.0
2566,Batman & Mr. Freeze: SubZero,MOVIE,1998,Unknown,67,"['action', 'animation']",7.0
2567,The Pentagon Wars,MOVIE,1998,R,104,"['comedy', 'drama', 'war', 'european']",7.0
2568,The Pentagon Wars,MOVIE,1998,R,104,"['comedy', 'drama', 'war', 'european']",7.0
2569,The Pentagon Wars,MOVIE,1998,R,104,"['comedy', 'drama', 'war', 'european']",7.0
2570,The Pentagon Wars,MOVIE,1998,R,104,"['comedy', 'drama', 'war', 'european']",7.0
2571,Carnival of Souls,MOVIE,1962,Unknown,78,['horror'],7.0
2572,Benny's Video,MOVIE,1993,Unknown,110,"['crime', 'drama', 'thriller', 'european']",7.0
2573,Benny's Video,MOVIE,1993,Unknown,110,"['crime', 'drama', 'thriller', 'european']",7.0
2574,Benny's Video,MOVIE,1993,Unknown,110,"['crime', 'drama', 'thriller', 'european']",7.0
2575,Benny's Video,MOVIE,1993,Unknown,110,"['crime', 'drama', 'thriller', 'european']",7.0
2576,Max Steiner: Maestro of Movie Music,MOVIE,2019,Unknown,120,"['documentation', 'music']",7.0
2577,Max Steiner: Maestro of Movie Music,MOVIE,2019,Unknown,120,"['documentation', 'music']",7.0
2578,Katrina Babies,MOVIE,2022,R,81,['documentation'],7.0
2579,Homegrown: The Counter-Terror Dilemma,MOVIE,2016,Unknown,93,['documentation'],7.0
2580,Justice League: Throne of Atlantis,MOVIE,2015,PG-13,72,"['action', 'scifi', 'animation']",7.0
2581,Justice League: Throne of Atlantis,MOVIE,2015,PG-13,72,"['action', 'scifi', 'animation']",7.0
2582,Justice League: Throne of Atlantis,MOVIE,2015,PG-13,72,"['action', 'scifi', 'animation']",7.0
2583,Meet Me in St. Louis,MOVIE,1945,Unknown,113,"['drama', 'family', 'romance', 'music', 'comedy']",7.0
2584,Meet Me in St. Louis,MOVIE,1945,Unknown,113,"['drama', 'family', 'romance', 'music', 'comedy']",7.0
2585,Meet Me in St. Louis,MOVIE,1945,Unknown,113,"['drama', 'family', 'romance', 'music', 'comedy']",7.0
2586,Meet Me in St. Louis,MOVIE,1945,Unknown,113,"['drama', 'family', 'romance', 'music', 'comedy']",7.0
2587,Meet Me in St. Louis,MOVIE,1945,Unknown,113,"['drama', 'family', 'romance', 'music', 'comedy']",7.0
2588,It's a Hard Truth Ain't It,MOVIE,2019,Unknown,75,"['animation', 'documentation']",7.0
2589,It's a Hard Truth Ain't It,MOVIE,2019,Unknown,75,"['animation', 'documentation']",7.0
2590,We Are the Dream: The Kids of the Oakland MLK Oratorical Fest,MOVIE,2020,Unknown,58,"['documentation', 'history']",7.0
2591,We Are the Dream: The Kids of the Oakland MLK Oratorical Fest,MOVIE,2020,Unknown,58,"['documentation', 'history']",7.0
2592,Risky Drinking,MOVIE,2016,Unknown,82,['documentation'],7.0
2593,Nichols and May: Take Two,MOVIE,1996,Unknown,55,['documentation'],7.0
2594,The Lobster,MOVIE,2015,R,118,"['comedy', 'drama', 'european', 'romance', 'scifi', 'thriller']",7.0
2595,The Lobster,MOVIE,2015,R,118,"['comedy', 'drama', 'european', 'romance', 'scifi', 'thriller']",7.0
2596,The Lobster,MOVIE,2015,R,118,"['comedy', 'drama', 'european', 'romance', 'scifi', 'thriller']",7.0
2597,The Lobster,MOVIE,2015,R,118,"['comedy', 'drama', 'european', 'romance', 'scifi', 'thriller']",7.0
2598,The Lobster,MOVIE,2015,R,118,"['comedy', 'drama', 'european', 'romance', 'scifi', 'thriller']",7.0
2599,The Lobster,MOVIE,2015,R,118,"['comedy', 'drama', 'european', 'romance', 'scifi', 'thriller']",7.0
2600,Nudo Mixteco,MOVIE,2021,PG-13,91,['drama'],7.0
2601,49th Parallel,MOVIE,1941,Unknown,123,"['thriller', 'drama', 'war']",7.0
2602,49th Parallel,MOVIE,1941,Unknown,123,"['thriller', 'drama', 'war']",7.0
2603,49th Parallel,MOVIE,1941,Unknown,123,"['thriller', 'drama', 'war']",7.0
2604,City Dump: The Story of the 1951 CCNY Basketball Scandal,MOVIE,1998,Unknown,57,"['documentation', 'history', 'sport']",7.0
2605,City Dump: The Story of the 1951 CCNY Basketball Scandal,MOVIE,1998,Unknown,57,"['documentation', 'history', 'sport']",7.0
2606,City Dump: The Story of the 1951 CCNY Basketball Scandal,MOVIE,1998,Unknown,57,"['documentation', 'history', 'sport']",7.0
2607,Promare,MOVIE,2019,PG-13,111,"['scifi', 'thriller', 'animation', 'action', 'comedy', 'drama', 'fantasy']",7.0
2608,Promare,MOVIE,2019,PG-13,111,"['scifi', 'thriller', 'animation', 'action', 'comedy', 'drama', 'fantasy']",7.0
2609,Promare,MOVIE,2019,PG-13,111,"['scifi', 'thriller', 'animation', 'action', 'comedy', 'drama', 'fantasy']",7.0
2610,Promare,MOVIE,2019,PG-13,111,"['scifi', 'thriller', 'animation', 'action', 'comedy', 'drama', 'fantasy']",7.0
2611,Promare,MOVIE,2019,PG-13,111,"['scifi', 'thriller', 'animation', 'action', 'comedy', 'drama', 'fantasy']",7.0
2612,Promare,MOVIE,2019,PG-13,111,"['scifi', 'thriller', 'animation', 'action', 'comedy', 'drama', 'fantasy']",7.0
2613,Promare,MOVIE,2019,PG-13,111,"['scifi', 'thriller', 'animation', 'action', 'comedy', 'drama', 'fantasy']",7.0
2614,Children of a Lesser God,MOVIE,1986,R,119,"['drama', 'romance']",6.986
2615,Children of a Lesser God,MOVIE,1986,R,119,"['drama', 'romance']",6.986
2616,Beau Travail,MOVIE,2000,Unknown,90,"['drama', 'european', 'war']",6.985
2617,Beau Travail,MOVIE,2000,Unknown,90,"['drama', 'european', 'war']",6.985
2618,Beau Travail,MOVIE,2000,Unknown,90,"['drama', 'european', 'war']",6.985
2619,Creed II,MOVIE,2018,PG-13,130,"['action', 'drama', 'sport']",6.984
2620,Creed II,MOVIE,2018,PG-13,130,"['action', 'drama', 'sport']",6.984
2621,Creed II,MOVIE,2018,PG-13,130,"['action', 'drama', 'sport']",6.984
2622,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),MOVIE,2020,R,109,"['crime', 'action', 'comedy']",6.981
2623,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),MOVIE,2020,R,109,"['crime', 'action', 'comedy']",6.981
2624,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),MOVIE,2020,R,109,"['crime', 'action', 'comedy']",6.981
2625,Master of the House,MOVIE,1925,Unknown,107,"['drama', 'comedy', 'european']",6.978
2626,Master of the House,MOVIE,1925,Unknown,107,"['drama', 'comedy', 'european']",6.978
2627,Master of the House,MOVIE,1925,Unknown,107,"['drama', 'comedy', 'european']",6.978
2628,Frailty,MOVIE,2002,R,100,"['thriller', 'drama', 'crime']",6.977
2629,Frailty,MOVIE,2002,R,100,"['thriller', 'drama', 'crime']",6.977
2630,Frailty,MOVIE,2002,R,100,"['thriller', 'drama', 'crime']",6.977
2631,The Batman vs. Dracula,MOVIE,2005,Unknown,83,"['action', 'animation']",6.976
2632,The Batman vs. Dracula,MOVIE,2005,Unknown,83,"['action', 'animation']",6.976
2633,Before I Fall,MOVIE,2017,PG-13,98,"['fantasy', 'drama', 'thriller']",6.976
2634,Before I Fall,MOVIE,2017,PG-13,98,"['fantasy', 'drama', 'thriller']",6.976
2635,Before I Fall,MOVIE,2017,PG-13,98,"['fantasy', 'drama', 'thriller']",6.976
2636,The Queen,MOVIE,2006,PG-13,103,"['drama', 'european', 'history']",6.973
2637,The Queen,MOVIE,2006,PG-13,103,"['drama', 'european', 'history']",6.973
2638,The Queen,MOVIE,2006,PG-13,103,"['drama', 'european', 'history']",6.973
2639,Stargate,MOVIE,1994,Unknown,121,"['action', 'scifi']",6.968
2640,Stargate,MOVIE,1994,Unknown,121,"['action', 'scifi']",6.968
2641,Shock Corridor,MOVIE,1963,Unknown,102,"['thriller', 'drama']",6.966
2642,Shock Corridor,MOVIE,1963,Unknown,102,"['thriller', 'drama']",6.966
2643,High Society,MOVIE,1956,Unknown,111,"['romance', 'comedy', 'music']",6.964
2644,High Society,MOVIE,1956,Unknown,111,"['romance', 'comedy', 'music']",6.964
2645,High Society,MOVIE,1956,Unknown,111,"['romance', 'comedy', 'music']",6.964
2646,San Francisco,MOVIE,1936,Unknown,115,"['drama', 'music', 'romance']",6.962
2647,San Francisco,MOVIE,1936,Unknown,115,"['drama', 'music', 'romance']",6.962
2648,San Francisco,MOVIE,1936,Unknown,115,"['drama', 'music', 'romance']",6.962
2649,The Kid Brother,MOVIE,1927,Unknown,83,"['western', 'comedy', 'drama', 'family', 'romance']",6.959
2650,The Kid Brother,MOVIE,1927,Unknown,83,"['western', 'comedy', 'drama', 'family', 'romance']",6.959
2651,The Kid Brother,MOVIE,1927,Unknown,83,"['western', 'comedy', 'drama', 'family', 'romance']",6.959
2652,The Kid Brother,MOVIE,1927,Unknown,83,"['western', 'comedy', 'drama', 'family', 'romance']",6.959
2653,The Kid Brother,MOVIE,1927,Unknown,83,"['western', 'comedy', 'drama', 'family', 'romance']",6.959
2654,Blithe Spirit,MOVIE,1945,Unknown,96,"['comedy', 'fantasy']",6.958
2655,Blithe Spirit,MOVIE,1945,Unknown,96,"['comedy', 'fantasy']",6.958
2656,Dogfight,MOVIE,1991,R,89,"['comedy', 'drama', 'romance']",6.955
2657,Dogfight,MOVIE,1991,R,89,"['comedy', 'drama', 'romance']",6.955
2658,Dogfight,MOVIE,1991,R,89,"['comedy', 'drama', 'romance']",6.955
2659,Charlie St. Cloud,MOVIE,2010,PG-13,99,"['drama', 'romance', 'fantasy']",6.953
2660,Charlie St. Cloud,MOVIE,2010,PG-13,99,"['drama', 'romance', 'fantasy']",6.953
2661,Charlie St. Cloud,MOVIE,2010,PG-13,99,"['drama', 'romance', 'fantasy']",6.953
2662,RocknRolla,MOVIE,2008,R,114,"['thriller', 'crime', 'action', 'european']",6.952
2663,RocknRolla,MOVIE,2008,R,114,"['thriller', 'crime', 'action', 'european']",6.952
2664,RocknRolla,MOVIE,2008,R,114,"['thriller', 'crime', 'action', 'european']",6.952
2665,RocknRolla,MOVIE,2008,R,114,"['thriller', 'crime', 'action', 'european']",6.952
2666,Identifying Features,MOVIE,2020,Unknown,95,['drama'],6.95
2667,Gorillas in the Mist,MOVIE,1988,Unknown,129,['drama'],6.948
2668,Deathstroke: Knights & Dragons - The Movie,MOVIE,2020,R,87,"['animation', 'action', 'scifi']",6.943
2669,Deathstroke: Knights & Dragons - The Movie,MOVIE,2020,R,87,"['animation', 'action', 'scifi']",6.943
2670,Deathstroke: Knights & Dragons - The Movie,MOVIE,2020,R,87,"['animation', 'action', 'scifi']",6.943
2671,Insidious,MOVIE,2011,PG-13,103,"['horror', 'thriller']",6.941
2672,Insidious,MOVIE,2011,PG-13,103,"['horror', 'thriller']",6.941
2673,Insomnia,MOVIE,2002,R,118,"['thriller', 'documentation', 'drama']",6.938
2674,Insomnia,MOVIE,2002,R,118,"['thriller', 'documentation', 'drama']",6.938
2675,Insomnia,MOVIE,2002,R,118,"['thriller', 'documentation', 'drama']",6.938
2676,Trouble with the Curve,MOVIE,2012,PG-13,111,"['drama', 'romance', 'sport']",6.935
2677,Trouble with the Curve,MOVIE,2012,PG-13,111,"['drama', 'romance', 'sport']",6.935
2678,Trouble with the Curve,MOVIE,2012,PG-13,111,"['drama', 'romance', 'sport']",6.935
