,Title,Type,Country,Director,Cast,Release Year,Rating,Duration,Genre,Vote Average
111,Hantu Kak Limah,Movie,Malaysia,Mamat Khalid,"Awie, Arab Khalid, Sharwani Ns, Tj Isa, Delimawati, Zul Ariffin, Uqasha Senrose, Ropie Cecupak",2018,TV-PG,110 min, International Movies,8.333
112,China Salesman,Movie,China,Tan Bing,"Li Dong Xue, Mike Tyson, Steven Seagal, Janicke Askevold, Li Ai, Eriq Ebouaney, Clovis Fouin, Wang Zijian",2017,TV-MA,111 min,Action & Adventure,8.32
113,China Salesman,Movie,China,Tan Bing,"Li Dong Xue, Mike Tyson, Steven Seagal, Janicke Askevold, Li Ai, Eriq Ebouaney, Clovis Fouin, Wang Zijian",2017,TV-MA,111 min, International Movies,8.32
114,50/50,Movie,United States,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Marie Avgeropoulos, Jessica Parker Kennedy",2011,R,100 min,Comedies,8.3
115,50/50,Movie,United States,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Marie Avgeropoulos, Jessica Parker Kennedy",2011,R,100 min, Dramas,8.3
116,50/50,Movie,United States,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Marie Avgeropoulos, Jessica Parker Kennedy",2011,R,100 min, Independent Movies,8.3
117,Million Dollar Baby,Movie,United States,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie, Jay Baruchel, Mike Colter, Lucia Rijker, Brían F. O'Byrne, Margo Martindale, Riki Lindhome",2004,PG-13,133 min,Dramas,8.3
118,Million Dollar Baby,Movie,United States,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie, Jay Baruchel, Mike Colter, Lucia Rijker, Brían F. O'Byrne, Margo Martindale, Riki Lindhome",2004,PG-13,133 min, Sports Movies,8.3
119,Boogie Nights,Movie,United States,Paul Thomas Anderson,"Mark Wahlberg, Burt Reynolds, Julianne Moore, Heather Graham, William H. Macy, Don Cheadle, Philip Seymour Hoffman, Luis Guzmán, John C. Reilly, Philip Baker Hall",1997,R,155 min,Comedies,8.281
120,Boogie Nights,Movie,United States,Paul Thomas Anderson,"Mark Wahlberg, Burt Reynolds, Julianne Moore, Heather Graham, William H. Macy, Don Cheadle, Philip Seymour Hoffman, Luis Guzmán, John C. Reilly, Philip Baker Hall",1997,R,155 min, Dramas,8.281
121,Boogie Nights,Movie,United States,Paul Thomas Anderson,"Mark Wahlberg, Burt Reynolds, Julianne Moore, Heather Graham, William H. Macy, Don Cheadle, Philip Seymour Hoffman, Luis Guzmán, John C. Reilly, Philip Baker Hall",1997,R,155 min, Independent Movies,8.281
122,Kasanova,Movie,Nigeria,Oluseyi Asurf,"Wale Ojo, Ireti Doyle, Alvin Abayomi, Toyin Abraham, Ruby Akubueze, Chimezie Imo, Tomiwa Tegbe",2019,TV-14,117 min,Comedies,8.278
123,Kasanova,Movie,Nigeria,Oluseyi Asurf,"Wale Ojo, Ireti Doyle, Alvin Abayomi, Toyin Abraham, Ruby Akubueze, Chimezie Imo, Tomiwa Tegbe",2019,TV-14,117 min, International Movies,8.278
124,Kasanova,Movie,Nigeria,Oluseyi Asurf,"Wale Ojo, Ireti Doyle, Alvin Abayomi, Toyin Abraham, Ruby Akubueze, Chimezie Imo, Tomiwa Tegbe",2019,TV-14,117 min, Romantic Movies,8.278
125,Reversing Roe,Movie,United States,Unknown,"Ricki Stern, Annie Sundberg",2018,TV-14,100 min,Documentaries,8.274
126,Homefront,Movie,United States,Gary Fleder,"Jason Statham, James Franco, Izabela Vidovic, Kate Bosworth, Marcus Hester, Clancy Brown, Winona Ryder, Omar Benson Miller, Rachelle Lefevre, Frank Grillo, Chuck Zito, Pruitt Taylor Vince",2013,R,100 min,Action & Adventure,8.265
127,Eli,Movie,United States,Ciarán Foy,"Charlie Shotwell, Lili Taylor, Kelly Reilly, Max Martini, Sadie Sink, Deneen Tyler, Katia Gomez",2019,TV-MA,98 min,Horror Movies,8.261
128,Enter the Warriors Gate,Movie,"France, Canada, China, Cambodia",Matthias Hoene,"Jeff Daniels, Jack O'Connell, Michelle Dockery, Scoot McNairy, Merritt Wever, Thomas Brodie-Sangster, Francis Ng, Ni Ni",2016,PG-13,105 min,Action & Adventure,8.246
129,Enter the Warriors Gate,Movie,"France, Canada, China, Cambodia",Matthias Hoene,"Jeff Daniels, Jack O'Connell, Michelle Dockery, Scoot McNairy, Merritt Wever, Thomas Brodie-Sangster, Francis Ng, Ni Ni",2016,PG-13,105 min, International Movies,8.246
130,Enter the Warriors Gate,Movie,"France, Canada, China, Cambodia",Matthias Hoene,"Jeff Daniels, Jack O'Connell, Michelle Dockery, Scoot McNairy, Merritt Wever, Thomas Brodie-Sangster, Francis Ng, Ni Ni",2016,PG-13,105 min, Sci-Fi & Fantasy,8.246
131,Jezebel,Movie,United States,Numa Perrier,"Tiffany Tenille, Numa Perrier, Stephen Barrington, Bobby Field, Rockwelle Dortch, Zoe Tyson, Dennis Jaffee, Jessa Zarubica, RiRia, Charlie Taylor, Amy Aitken, Brett Gelman",2019,TV-MA,86 min,Dramas,8.24
132,Jezebel,Movie,United States,Numa Perrier,"Tiffany Tenille, Numa Perrier, Stephen Barrington, Bobby Field, Rockwelle Dortch, Zoe Tyson, Dennis Jaffee, Jessa Zarubica, RiRia, Charlie Taylor, Amy Aitken, Brett Gelman",2019,TV-MA,86 min, Independent Movies,8.24
133,Pimpal,Movie,India,Gajendra Ahire,"Dilip Prabhavalkar, Priya Bapat, Kishore Kadam, Vrinda Gajendra, Alok Rajwade, Sakhi Gokhale",2017,TV-PG,92 min,Dramas,8.224
134,Pimpal,Movie,India,Gajendra Ahire,"Dilip Prabhavalkar, Priya Bapat, Kishore Kadam, Vrinda Gajendra, Alok Rajwade, Sakhi Gokhale",2017,TV-PG,92 min, Independent Movies,8.224
135,Pimpal,Movie,India,Gajendra Ahire,"Dilip Prabhavalkar, Priya Bapat, Kishore Kadam, Vrinda Gajendra, Alok Rajwade, Sakhi Gokhale",2017,TV-PG,92 min, International Movies,8.224
136,The Legacy of a Whitetail Deer Hunter,Movie,United States,Jody Hill,"Josh Brolin, Danny McBride, Montana Jordan, Scoot McNairy, Carrie Coon",2018,TV-14,83 min,Action & Adventure,8.214
137,The Legacy of a Whitetail Deer Hunter,Movie,United States,Jody Hill,"Josh Brolin, Danny McBride, Montana Jordan, Scoot McNairy, Carrie Coon",2018,TV-14,83 min, Comedies,8.214
138,The Legacy of a Whitetail Deer Hunter,Movie,United States,Jody Hill,"Josh Brolin, Danny McBride, Montana Jordan, Scoot McNairy, Carrie Coon",2018,TV-14,83 min, Dramas,8.214
139,How to Get Over a Breakup,Movie,Peru,"Joanna Lombardi, Bruno Ascenzo","Gisela Ponce de León, Karina Jordán, Jely Reátegui, Andrés Salas, Christopher Von Uckermann, Carlos Carlín",2018,TV-MA,104 min,Comedies,8.2
140,How to Get Over a Breakup,Movie,Peru,"Joanna Lombardi, Bruno Ascenzo","Gisela Ponce de León, Karina Jordán, Jely Reátegui, Andrés Salas, Christopher Von Uckermann, Carlos Carlín",2018,TV-MA,104 min, International Movies,8.2
141,How to Get Over a Breakup,Movie,Peru,"Joanna Lombardi, Bruno Ascenzo","Gisela Ponce de León, Karina Jordán, Jely Reátegui, Andrés Salas, Christopher Von Uckermann, Carlos Carlín",2018,TV-MA,104 min, Romantic Movies,8.2
142,The World Is Yours,Movie,France,Romain Gavras,"Isabelle Adjani, Karim Leklou, François Damiens, Vincent Cassel, Oulaya Amamra",2018,TV-MA,101 min,Action & Adventure,8.2
143,The World Is Yours,Movie,France,Romain Gavras,"Isabelle Adjani, Karim Leklou, François Damiens, Vincent Cassel, Oulaya Amamra",2018,TV-MA,101 min, Comedies,8.2
144,The World Is Yours,Movie,France,Romain Gavras,"Isabelle Adjani, Karim Leklou, François Damiens, Vincent Cassel, Oulaya Amamra",2018,TV-MA,101 min, International Movies,8.2
145,Beyond the Clouds,Movie,"India, Iran",Majid Majidi,"Ishaan Khattar, Malavika Mohanan, Goutam Ghose, Sharada, Tannishtha Chatterjee, Shashank Shende, Hema Singh, Akash Gopal",2018,TV-14,120 min,Dramas,8.2
146,Beyond the Clouds,Movie,"India, Iran",Majid Majidi,"Ishaan Khattar, Malavika Mohanan, Goutam Ghose, Sharada, Tannishtha Chatterjee, Shashank Shende, Hema Singh, Akash Gopal",2018,TV-14,120 min, Independent Movies,8.2
147,Beyond the Clouds,Movie,"India, Iran",Majid Majidi,"Ishaan Khattar, Malavika Mohanan, Goutam Ghose, Sharada, Tannishtha Chatterjee, Shashank Shende, Hema Singh, Akash Gopal",2018,TV-14,120 min, International Movies,8.2
148,Fida,Movie,India,Ken Ghosh,"Fardeen Khan, Kareena Kapoor, Shahid Kapoor, Kim Sharma, Akhilendra Mishra",2004,TV-14,117 min,International Movies,8.2
149,Fida,Movie,India,Ken Ghosh,"Fardeen Khan, Kareena Kapoor, Shahid Kapoor, Kim Sharma, Akhilendra Mishra",2004,TV-14,117 min, Romantic Movies,8.2
150,Fida,Movie,India,Ken Ghosh,"Fardeen Khan, Kareena Kapoor, Shahid Kapoor, Kim Sharma, Akhilendra Mishra",2004,TV-14,117 min, Thrillers,8.2
151,Bullitt County,Movie,United States,David McCracken,"Mike C. Nelson, Jenni Melear, David McCracken, Napoleon Ryan, Dorothy Lyman, Richard Riehle",2018,TV-MA,98 min,Independent Movies,8.2
152,Bullitt County,Movie,United States,David McCracken,"Mike C. Nelson, Jenni Melear, David McCracken, Napoleon Ryan, Dorothy Lyman, Richard Riehle",2018,TV-MA,98 min, Thrillers,8.2
153,Charming,Movie,"Canada, United States, Cayman Islands",Ross Venokur,"Wilmer Valderrama, Demi Lovato, Sia, Nia Vardalos, Ashley Tisdale, Avril Lavigne, G.E.M., John Cleese, Chris Harrison, Dee Bradley Baker, Carlos Alazraqui",2021,TV-Y7,85 min,Children & Family Movies,8.2
154,Charming,Movie,"Canada, United States, Cayman Islands",Ross Venokur,"Wilmer Valderrama, Demi Lovato, Sia, Nia Vardalos, Ashley Tisdale, Avril Lavigne, G.E.M., John Cleese, Chris Harrison, Dee Bradley Baker, Carlos Alazraqui",2021,TV-Y7,85 min, Comedies,8.2
155,Barbie in Rock 'N Royals,Movie,United States,Karen J. Lloyd,"Kelly Sheridan, Chiara Zanni, Bethany Brown, Devyn Dalton, Michael Dobson, Brynna Drummond, Rachel Harrison, Alessandro Juliani, Peter Kelamis, Omari Newton, Ingrid Nilson, Nicole Oliver, Shaun Smyth, Kira Tozer",2015,TV-Y,83 min,Children & Family Movies,8.2
156,​Maj Rati ​​Keteki,Movie,India,Santwana Bardoloi,"Adil Hussain, Shakil Imtiaz, Mahendra Rabha, Sulakshana Baruah, Rahul Gautam Sarma, Kulada Bhattacharjya, Indu Mohan Das, Moumita Talukdar",2017,TV-14,117 min,Dramas,8.2
157,​Maj Rati ​​Keteki,Movie,India,Santwana Bardoloi,"Adil Hussain, Shakil Imtiaz, Mahendra Rabha, Sulakshana Baruah, Rahul Gautam Sarma, Kulada Bhattacharjya, Indu Mohan Das, Moumita Talukdar",2017,TV-14,117 min, International Movies,8.2
158,Born Beautiful,Movie,Philippines,Perci Intalan,"Martin del Rosario, Lou Veloso, Chai Fonacier, Kiko Matos, Akihiro Blanco, Paolo Ballesteros",2019,TV-MA,96 min,Comedies,8.2
159,Born Beautiful,Movie,Philippines,Perci Intalan,"Martin del Rosario, Lou Veloso, Chai Fonacier, Kiko Matos, Akihiro Blanco, Paolo Ballesteros",2019,TV-MA,96 min, Dramas,8.2
160,Born Beautiful,Movie,Philippines,Perci Intalan,"Martin del Rosario, Lou Veloso, Chai Fonacier, Kiko Matos, Akihiro Blanco, Paolo Ballesteros",2019,TV-MA,96 min, International Movies,8.2
161,Sylvia,Movie,Nigeria,Daniel Oriahi,"Chris Attoh, Zainab Balogun, Ini Dima-Okojie, Udoka Onyeka, Lord Frank, Bolaji Ogunmola, Ijeoma Grace Agu, Omotunde Adebowale David",2018,TV-14,104 min,Dramas,8.199
162,Sylvia,Movie,Nigeria,Daniel Oriahi,"Chris Attoh, Zainab Balogun, Ini Dima-Okojie, Udoka Onyeka, Lord Frank, Bolaji Ogunmola, Ijeoma Grace Agu, Omotunde Adebowale David",2018,TV-14,104 min, International Movies,8.199
163,Sylvia,Movie,Nigeria,Daniel Oriahi,"Chris Attoh, Zainab Balogun, Ini Dima-Okojie, Udoka Onyeka, Lord Frank, Bolaji Ogunmola, Ijeoma Grace Agu, Omotunde Adebowale David",2018,TV-14,104 min, Thrillers,8.199
164,The Open House,Movie,"Canada, United States","Matt Angel, Suzanne Coote","Dylan Minnette, Piercey Dalton, Patricia Bethune, Sharif Atkins, Aaron Abrams, Edward Olson, Katie Walder, Paul Rae",2018,TV-MA,95 min,Horror Movies,8.196
165,The Open House,Movie,"Canada, United States","Matt Angel, Suzanne Coote","Dylan Minnette, Piercey Dalton, Patricia Bethune, Sharif Atkins, Aaron Abrams, Edward Olson, Katie Walder, Paul Rae",2018,TV-MA,95 min, Thrillers,8.196
166,What Would Sophia Loren Do?,Movie,United States,Ross Kauffman,"Nancy ""Vincenza Careri"" Kulik, Sophia Loren",2021,TV-14,32 min,Documentaries,8.172
167,Good on Paper,Movie,,Kimmy Gatewood,"Iliza Shlesinger, Ryan Hansen, Margaret Cho, Rebecca Rittenhouse, Matt McGorry, Tyler Cameron, Taylor Hill, Kimia Behpoornia, Rebecca Delgado Smith, Beth Dover",2021,TV-MA,94 min,Comedies,8.172
168,Good on Paper,Movie,,Kimmy Gatewood,"Iliza Shlesinger, Ryan Hansen, Margaret Cho, Rebecca Rittenhouse, Matt McGorry, Tyler Cameron, Taylor Hill, Kimia Behpoornia, Rebecca Delgado Smith, Beth Dover",2021,TV-MA,94 min, Romantic Movies,8.172
169,Cinema Bandi,Movie,India,Praveen Kandregula,"Vikas Vasistha, Sandeep Varanasi, Rag Mayur, Trishara, Munivenkatapa, Uma Yg, Sirivennela Yanamandhala, Sindhu Sreenivasa Murthy",2021,TV-MA,99 min,Comedies,8.167
170,Cinema Bandi,Movie,India,Praveen Kandregula,"Vikas Vasistha, Sandeep Varanasi, Rag Mayur, Trishara, Munivenkatapa, Uma Yg, Sirivennela Yanamandhala, Sindhu Sreenivasa Murthy",2021,TV-MA,99 min, Independent Movies,8.167
171,Cinema Bandi,Movie,India,Praveen Kandregula,"Vikas Vasistha, Sandeep Varanasi, Rag Mayur, Trishara, Munivenkatapa, Uma Yg, Sirivennela Yanamandhala, Sindhu Sreenivasa Murthy",2021,TV-MA,99 min, International Movies,8.167
172,"Love, Rosie",Movie,"Germany, United Kingdom",Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jamie Beamish, Suki Waterhouse, Tamsin Egerton, Jaime Winstone, Lorcan Cranitch",2014,R,103 min,Comedies,8.166
173,"Love, Rosie",Movie,"Germany, United Kingdom",Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jamie Beamish, Suki Waterhouse, Tamsin Egerton, Jaime Winstone, Lorcan Cranitch",2014,R,103 min, International Movies,8.166
174,"Love, Rosie",Movie,"Germany, United Kingdom",Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jamie Beamish, Suki Waterhouse, Tamsin Egerton, Jaime Winstone, Lorcan Cranitch",2014,R,103 min, Romantic Movies,8.166
175,The Spooky Tale of Captain Underpants Hack-a-ween,Movie,United States,Unknown,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Clancy Brown, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Patty Mattson, Brennan Murray, Kevin Michael Richardson, Mindy Sterling, Stephen Tobolowsky, Kari Wahlgren",2019,TV-Y7,46 min,Children & Family Movies,8.16
176,The Spooky Tale of Captain Underpants Hack-a-ween,Movie,United States,Unknown,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Clancy Brown, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Patty Mattson, Brennan Murray, Kevin Michael Richardson, Mindy Sterling, Stephen Tobolowsky, Kari Wahlgren",2019,TV-Y7,46 min, Comedies,8.16
177,Trailer Park Boys Live In F**kin' Dublin,Movie,Canada,"Mike Smith, John Paul Tremblay, Robb Wells","Mike Smith, John Paul Tremblay, Robb Wells, Pat Roach",2014,TV-MA,81 min,Movies,8.159
178,The Intouchables,Movie,France,"Olivier Nakache, Éric Toledano","François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot, Joséphine de Meaux, Clotilde Mollet, Alba Gaïa Kraghede Bellugi, Cyril Mendy",2011,R,112 min,Comedies,8.157
179,The Intouchables,Movie,France,"Olivier Nakache, Éric Toledano","François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot, Joséphine de Meaux, Clotilde Mollet, Alba Gaïa Kraghede Bellugi, Cyril Mendy",2011,R,112 min, Dramas,8.157
180,The Intouchables,Movie,France,"Olivier Nakache, Éric Toledano","François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot, Joséphine de Meaux, Clotilde Mollet, Alba Gaïa Kraghede Bellugi, Cyril Mendy",2011,R,112 min, International Movies,8.157
181,Seven and a half dates,Movie,,Biodun Stephen,"Mercy Johnson, Jim Iyke, Toyin Abraham, Sola Sobowale, Akin Lewis, Bayray McNwizu, Roxy Antak, Frank Donga, Ken Erics, Fathia Balogun",2018,TV-14,107 min,Dramas,8.156
182,Seven and a half dates,Movie,,Biodun Stephen,"Mercy Johnson, Jim Iyke, Toyin Abraham, Sola Sobowale, Akin Lewis, Bayray McNwizu, Roxy Antak, Frank Donga, Ken Erics, Fathia Balogun",2018,TV-14,107 min, International Movies,8.156
183,Seven and a half dates,Movie,,Biodun Stephen,"Mercy Johnson, Jim Iyke, Toyin Abraham, Sola Sobowale, Akin Lewis, Bayray McNwizu, Roxy Antak, Frank Donga, Ken Erics, Fathia Balogun",2018,TV-14,107 min, Romantic Movies,8.156
184,The Blue Umbrella,Movie,India,Vishal Bhardwaj,"Pankaj Kapur, Shreya Sharma, Dolly Ahluwalia, Deepak Dobriyal, Rahul Kumar, Paramjit Singh Kakran, Piu Dutt, Samrat Mukherjee",2005,TV-PG,90 min,Children & Family Movies,8.155
185,The Blue Umbrella,Movie,India,Vishal Bhardwaj,"Pankaj Kapur, Shreya Sharma, Dolly Ahluwalia, Deepak Dobriyal, Rahul Kumar, Paramjit Singh Kakran, Piu Dutt, Samrat Mukherjee",2005,TV-PG,90 min, Dramas,8.155
186,The Blue Umbrella,Movie,India,Vishal Bhardwaj,"Pankaj Kapur, Shreya Sharma, Dolly Ahluwalia, Deepak Dobriyal, Rahul Kumar, Paramjit Singh Kakran, Piu Dutt, Samrat Mukherjee",2005,TV-PG,90 min, Independent Movies,8.155
187,Last Summer,Movie,,Unknown,"Fatih Şahin, Ece Çeşmioğlu, Halit Özgür Sarı, Aslıhan Malbora, Eray Ertüren, Eren Ören, Ozan Kaya Oktu, Talha Öztürk, Merve Nur Bengi, Sümeyye Aydoğan",2021,TV-MA,102 min,Dramas,8.143
188,Last Summer,Movie,,Unknown,"Fatih Şahin, Ece Çeşmioğlu, Halit Özgür Sarı, Aslıhan Malbora, Eray Ertüren, Eren Ören, Ozan Kaya Oktu, Talha Öztürk, Merve Nur Bengi, Sümeyye Aydoğan",2021,TV-MA,102 min, International Movies,8.143
189,Last Summer,Movie,,Unknown,"Fatih Şahin, Ece Çeşmioğlu, Halit Özgür Sarı, Aslıhan Malbora, Eray Ertüren, Eren Ören, Ozan Kaya Oktu, Talha Öztürk, Merve Nur Bengi, Sümeyye Aydoğan",2021,TV-MA,102 min, Romantic Movies,8.143
190,Olympus Has Fallen,Movie,United States,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Finley Jacobsen, Dylan McDermott, Rick Yune, Angela Bassett, Melissa Leo, Radha Mitchell, Cole Hauser, Ashley Judd, Robert Forster",2013,R,119 min,Action & Adventure,8.141
191,The Case for Christ,Movie,United States,Jon Gunn,"Mike Vogel, Erika Christensen, Faye Dunaway, Robert Forster, Frankie Faison, Mike Pniewski",2017,TV-PG,113 min,Dramas,8.12
192,The Case for Christ,Movie,United States,Jon Gunn,"Mike Vogel, Erika Christensen, Faye Dunaway, Robert Forster, Frankie Faison, Mike Pniewski",2017,TV-PG,113 min, Faith & Spirituality,8.12
193,The Other,Movie,"France, Egypt",Youssef Chahine,"Nabila Ebeid, Mahmoud Hemeida, Hanan Turk, Hani Salama, Lebleba, Hassan Abdel Hamid, Ezzat Abou Aouf, Ahmed Fouad Selim, Amr Saad, Ahmad Wafiq",1999,TV-MA,106 min,Dramas,8.118
194,The Other,Movie,"France, Egypt",Youssef Chahine,"Nabila Ebeid, Mahmoud Hemeida, Hanan Turk, Hani Salama, Lebleba, Hassan Abdel Hamid, Ezzat Abou Aouf, Ahmed Fouad Selim, Amr Saad, Ahmad Wafiq",1999,TV-MA,106 min, International Movies,8.118
195,The Other,Movie,"France, Egypt",Youssef Chahine,"Nabila Ebeid, Mahmoud Hemeida, Hanan Turk, Hani Salama, Lebleba, Hassan Abdel Hamid, Ezzat Abou Aouf, Ahmed Fouad Selim, Amr Saad, Ahmad Wafiq",1999,TV-MA,106 min, Romantic Movies,8.118
196,Burlesque: Heart of the Glitter Tribe,Movie,United States,Jon Manning,Unknown,2017,TV-MA,76 min,Documentaries,8.1
197,True: Rainbow Rescue,Movie,Canada,Unknown,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",2020,TV-Y,24 min,Children & Family Movies,8.1
198,Mr. Romantic,Movie,,Ahmed Al-Badry,"Mohamed Emam, Hassan Hosny, Lebleba, Medhat Tekha, Bassem Samra, Dominique Hourani, Saeed Tarabeek, Diaa El Merghany, Nahla Zaki, Saad El Soghayar",2009,TV-14,97 min,Comedies,8.1
199,Mr. Romantic,Movie,,Ahmed Al-Badry,"Mohamed Emam, Hassan Hosny, Lebleba, Medhat Tekha, Bassem Samra, Dominique Hourani, Saeed Tarabeek, Diaa El Merghany, Nahla Zaki, Saad El Soghayar",2009,TV-14,97 min, International Movies,8.1
200,Mr. Romantic,Movie,,Ahmed Al-Badry,"Mohamed Emam, Hassan Hosny, Lebleba, Medhat Tekha, Bassem Samra, Dominique Hourani, Saeed Tarabeek, Diaa El Merghany, Nahla Zaki, Saad El Soghayar",2009,TV-14,97 min, Romantic Movies,8.1
201,Okja,Movie,"South Korea, United States",Bong Joon Ho,"Tilda Swinton, Jake Gyllenhaal, An Seo Hyun, Paul Dano, Steven Yeun, Byun Heebong, Lily Collins, Yoon Je Moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Woo Shik Choi, Giancarlo Esposito",2017,TV-MA,121 min,Action & Adventure,8.1
202,Okja,Movie,"South Korea, United States",Bong Joon Ho,"Tilda Swinton, Jake Gyllenhaal, An Seo Hyun, Paul Dano, Steven Yeun, Byun Heebong, Lily Collins, Yoon Je Moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Woo Shik Choi, Giancarlo Esposito",2017,TV-MA,121 min, Comedies,8.1
203,Okja,Movie,"South Korea, United States",Bong Joon Ho,"Tilda Swinton, Jake Gyllenhaal, An Seo Hyun, Paul Dano, Steven Yeun, Byun Heebong, Lily Collins, Yoon Je Moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Woo Shik Choi, Giancarlo Esposito",2017,TV-MA,121 min, Dramas,8.1
204,Stonehearst Asylum,Movie,United States,Brad Anderson,"Kate Beckinsale, Jim Sturgess, David Thewlis, Brendan Gleeson, Ben Kingsley, Michael Caine, Jason Flemyng, Sophie Kennedy Clark, Sinéad Cusack, Edmund Kingsley",2014,PG-13,113 min,Horror Movies,8.1
205,Stonehearst Asylum,Movie,United States,Brad Anderson,"Kate Beckinsale, Jim Sturgess, David Thewlis, Brendan Gleeson, Ben Kingsley, Michael Caine, Jason Flemyng, Sophie Kennedy Clark, Sinéad Cusack, Edmund Kingsley",2014,PG-13,113 min, Thrillers,8.1
206,"Our Lady of San Juan, Four Centuries of Miracles",Movie,Mexico,Noé González,"Alejandro Peña Arenzana, Alejandra Yañez Reynoso, Giuliana Baker, Mauricio López, Antia Nazarely Reynoso, Felipe De Jesus Hernández, Fernanda Michelle Torres",2020,TV-PG,123 min,Dramas,8.1
207,"Our Lady of San Juan, Four Centuries of Miracles",Movie,Mexico,Noé González,"Alejandro Peña Arenzana, Alejandra Yañez Reynoso, Giuliana Baker, Mauricio López, Antia Nazarely Reynoso, Felipe De Jesus Hernández, Fernanda Michelle Torres",2020,TV-PG,123 min, Faith & Spirituality,8.1
