,Title,Type,Country,Release Year,Rating,Duration,Vote Average
1955,My Bodyguard,MOVIE,['US'],1980,PG,96,6.4
1956,Strip Search,MOVIE,['US'],2004,Unknown,86,6.4
1957,I'm Gonna Git You Sucka,MOVIE,['US'],1989,R,88,6.4
1958,My Heart Goes Boom!,MOVIE,['ES',2020,Unknown,116,6.4
1959,My Heart Goes Boom!,MOVIE, 'IT'],2020,Unknown,116,6.4
1960,Capturing Mary,MOVIE,['GB',2007,Unknown,100,6.4
1961,Capturing Mary,MOVIE, 'US'],2007,Unknown,100,6.4
1962,Diamonds Are Forever,MOVIE,['GB',1971,PG,120,6.4
1963,Diamonds Are Forever,MOVIE, 'US'],1971,PG,120,6.4
1964,The Brink,MOVIE,['US'],2019,R,91,6.4
1965,Listening to Kenny G,MOVIE,['US'],2021,Unknown,97,6.4
1966,Little Old New York,MOVIE,['US'],1923,Unknown,107,6.4
1967,Will Ferrell: You're Welcome America - A Final Night with George W. Bush,MOVIE,['US'],2009,Unknown,90,6.4
1968,Beware the Slenderman,MOVIE,['US'],2018,Unknown,117,6.4
1969,Miss Evers' Boys,MOVIE,['US'],1997,PG,118,6.4
1970,Batman vs. Two-Face,MOVIE,['US'],2017,PG,72,6.4
1971,"Greystoke: The Legend of Tarzan, Lord of the Apes",MOVIE,['GB',1984,PG,143,6.4
1972,"Greystoke: The Legend of Tarzan, Lord of the Apes",MOVIE, 'US'],1984,PG,143,6.4
1973,Son of a Gun,MOVIE,['AU',2014,R,108,6.4
1974,Son of a Gun,MOVIE, 'CA',2014,R,108,6.4
1975,Son of a Gun,MOVIE, 'GB'],2014,R,108,6.4
1976,The Boy Who Could Fly,MOVIE,['US'],1986,PG,114,6.4
1977,Foster,MOVIE,['US'],2018,Unknown,113,6.4
1978,The Other Woman,MOVIE,['US'],2014,PG-13,110,6.4
1979,Luce,MOVIE,['US'],2019,R,109,6.397
1980,Brokedown Palace,MOVIE,['US'],1999,PG-13,100,6.395
1981,Hoodlum,MOVIE,['US'],1997,R,130,6.393
1982,RKO 281,MOVIE,['GB',1999,R,84,6.391
1983,RKO 281,MOVIE, 'US'],1999,R,84,6.391
1984,No Sudden Move,MOVIE,['US'],2021,R,115,6.389
1985,Take This Waltz,MOVIE,['ES',2012,R,116,6.388
1986,Take This Waltz,MOVIE, 'CA',2012,R,116,6.388
1987,Take This Waltz,MOVIE, 'JP'],2012,R,116,6.388
1988,Captain Kidd's Kids,MOVIE,['US'],1919,Unknown,20,6.385
1989,Down Terrace,MOVIE,['GB'],2010,R,93,6.385
1990,Ocean Waves,MOVIE,['JP'],1993,PG,72,6.383
1991,Amy Schumer: Live at the Apollo,MOVIE,['US'],2015,Unknown,61,6.382
1992,Lady Snowblood 2: Love Song of Vengeance,MOVIE,['JP'],1974,Unknown,89,6.379
1993,Showdown in Little Tokyo,MOVIE,['US'],1991,R,79,6.379
1994,Babe Ruth,MOVIE,['US'],1998,Unknown,60,6.375
1995,Accepted,MOVIE,['US'],2006,PG-13,93,6.372
1996,You Got Served,MOVIE,['US'],2004,PG-13,95,6.372
1997,Multiple Maniacs,MOVIE,['US'],2022,Unknown,97,6.37
1998,Insurgent,MOVIE,['US'],2015,PG-13,119,6.365
1999,Holiday Harmony,MOVIE,['US'],2022,PG,111,6.353
2000,Midnight in the Garden of Good and Evil,MOVIE,['US'],1997,R,155,6.347
2001,The Perfect Host,MOVIE,['US'],2011,R,93,6.346
2002,A Dangerous Method,MOVIE,['CH',2011,R,99,6.346
2003,A Dangerous Method,MOVIE, 'GB',2011,R,99,6.346
2004,A Dangerous Method,MOVIE, 'DE',2011,R,99,6.346
2005,A Dangerous Method,MOVIE, 'CA'],2011,R,99,6.346
2006,Red Eye,MOVIE,['US'],2005,PG-13,86,6.339
2007,The Little Things,MOVIE,['US'],2021,R,128,6.337
2008,Doc Hollywood,MOVIE,['US'],1991,PG-13,104,6.336
2009,Along Came a Spider,MOVIE,['DE',2001,R,104,6.336
2010,Along Came a Spider,MOVIE, 'US',2001,R,104,6.336
2011,Along Came a Spider,MOVIE, 'CA'],2001,R,104,6.336
2012,DodgeBall: A True Underdog Story,MOVIE,['DE',2004,PG-13,92,6.333
2013,DodgeBall: A True Underdog Story,MOVIE, 'US'],2004,PG-13,92,6.333
2014,Judgment,MOVIE,['US'],1990,PG-13,90,6.333
2015,The Day Sports Stood Still,MOVIE,['US'],2021,Unknown,95,6.333
2016,Old Joy,MOVIE,['US'],2007,Unknown,73,6.332
2017,A Night in the Show,MOVIE,['US'],1915,Unknown,24,6.328
2018,Tomorrow Never Dies,MOVIE,['US',1997,PG-13,119,6.327
2019,Tomorrow Never Dies,MOVIE, 'GB'],1997,PG-13,119,6.327
2020,Son of Godzilla,MOVIE,['JP'],1967,PG,86,6.325
2021,Scary Movie,MOVIE,['US'],2000,R,88,6.322
2022,She's All That,MOVIE,['US'],1999,PG-13,95,6.321
2023,Back to School,MOVIE,['US'],1986,PG-13,96,6.32
2024,Quantum of Solace,MOVIE,['GB',2008,PG-13,106,6.308
2025,Quantum of Solace,MOVIE, 'US'],2008,PG-13,106,6.308
2026,Johnny Dangerously,MOVIE,['US'],1984,PG-13,90,6.308
2027,Slums of Beverly Hills,MOVIE,['US'],1998,R,91,6.307
2028,Sesame Street: Follow That Bird,MOVIE,['US'],1985,G,88,6.306
2029,Batman,MOVIE,['US'],1989,PG-13,126,7.21
2030,Batman,MOVIE,['US'],1966,PG,105,6.302
2031,Heaven Help Us,MOVIE,['US'],1985,R,104,6.302
2032,The Missing,MOVIE,['US'],2003,R,130,6.301
2033,The Return of Bulldog Drummond,MOVIE,['GB'],1934,Unknown,73,6.3
2034,The Seventh Veil,MOVIE,['GB'],1945,Unknown,94,6.3
2035,Geronimo: An American Legend,MOVIE,['US'],1993,PG-13,115,6.3
2036,Paterno,MOVIE,['US'],2018,Unknown,105,6.3
2037,The Sea of Trees,MOVIE,['US'],2016,PG-13,110,6.3
2038,Yellowface: Asian Whitewashing and Racism in Hollywood,MOVIE,['FR'],2019,Unknown,54,6.3
2039,Thought Crimes,MOVIE,['US'],2015,R,81,6.3
2040,Uprooted: The Journey of Jazz Dance,MOVIE,['US'],2020,Unknown,94,6.3
2041,The King of Kings,MOVIE,['US'],1927,Unknown,155,6.3
2042,Adult Swim Yule Log (aka The Fireplace),MOVIE,['US'],2022,R,91,6.3
2043,Jungle Book,MOVIE,['US'],1942,Unknown,106,6.3
2044,Viva Las Vegas,MOVIE,['US'],1964,Unknown,85,6.3
2045,One Survivor Remembers,MOVIE,['US'],1996,PG-13,39,6.3
2046,Sesame Street: The Adventures of Elmo in Grouchland,MOVIE,['DE',1999,G,73,6.3
2047,Sesame Street: The Adventures of Elmo in Grouchland,MOVIE, 'US'],1999,G,73,6.3
2048,Can't Hardly Wait,MOVIE,['US'],1998,PG-13,100,6.3
2049,The Critic,MOVIE,['ES'],2022,Unknown,80,6.3
2050,And Just Like That… The Documentary,MOVIE,['US'],2022,Unknown,73,6.3
2051,Mystic Pizza,MOVIE,['US'],1988,R,104,6.3
2052,Indecent Proposal,MOVIE,['US'],1993,R,117,6.3
2053,¡Three Amigos!,MOVIE,['US'],1986,PG,103,6.3
2054,"Rita, Sue and Bob Too",MOVIE,['GB'],1987,R,90,6.3
2055,Natalie Wood: What Remains Behind,MOVIE,['US'],2020,PG,100,6.3
2056,Torn Apart: Separated at the Border,MOVIE,['US'],2019,PG,39,6.3
2057,"Je, tu, il, elle",MOVIE,['BE',1974,Unknown,86,6.3
2058,"Je, tu, il, elle",MOVIE, 'FR'],1974,Unknown,86,6.3
2059,Larry Kramer In Love & Anger,MOVIE,['US'],2015,Unknown,82,6.3
2060,The Wings of Eagles,MOVIE,['US'],1957,Unknown,110,6.3
2061,Batkid Begins,MOVIE,['US'],2015,PG,87,6.3
2062,Star Trek: Nemesis,MOVIE,['US'],2002,PG-13,116,6.3
2063,Walkout,MOVIE,['US'],2006,Unknown,110,6.3
2064,Knocked Up,MOVIE,['US'],2007,Unknown,129,6.3
2065,Something Borrowed,MOVIE,['US'],2011,PG-13,112,6.3
2066,The Expendables 2,MOVIE,['BG',2012,R,102,6.3
2067,The Expendables 2,MOVIE, 'US'],2012,R,102,6.3
2068,Promised Land,MOVIE,['AE',2013,R,106,6.3
2069,Promised Land,MOVIE, 'US'],2013,R,106,6.3
2070,Body Brokers,MOVIE,['US'],2021,R,111,6.3
2071,Dana Carvey: Squatting Monkeys Tell No Lies,MOVIE,['US'],2008,R,55,6.3
2072,Octopussy,MOVIE,['GB'],1983,PG,131,6.298
2073,Colossal,MOVIE,['CA',2017,R,109,6.297
2074,Colossal,MOVIE, 'KR',2017,R,109,6.297
2075,Colossal,MOVIE, 'ES',2017,R,109,6.297
2076,Colossal,MOVIE, 'US'],2017,R,109,6.297
2077,Godzilla vs. Gigan,MOVIE,['JP'],1972,PG,89,6.294
2078,Antlers,MOVIE,['US'],2021,R,99,6.291
2079,The Host,MOVIE,['US'],2013,PG-13,125,6.289
2080,Eva,MOVIE,['FR',1962,PG,100,6.288
2081,Eva,MOVIE, 'IT'],1962,PG,100,6.288
2082,Just Neighbors,MOVIE,['US'],1919,Unknown,10,6.286
2083,War,MOVIE,['US',2007,R,103,6.285
2084,War,MOVIE, 'CA'],2007,R,103,6.285
2085,The Rover,MOVIE,['AU'],2014,R,100,6.281
2086,I Shot Jesse James,MOVIE,['US'],1949,Unknown,81,6.279
2087,Camelot,MOVIE,['US'],1967,G,179,6.277
2088,I ♥ Huckabees,MOVIE,['US',2004,R,106,6.271
2089,I ♥ Huckabees,MOVIE, 'DE'],2004,R,106,6.271
2090,The Blob,MOVIE,['US'],1958,Unknown,86,6.271
2091,Killer Elite,MOVIE,['AU',2011,R,116,6.269
2092,Killer Elite,MOVIE, 'US'],2011,R,116,6.269
2093,Godzilla,MOVIE,['US'],1954,Unknown,96,7.596
2094,Godzilla,MOVIE,['US'],2014,PG-13,123,6.269
2095,The Rise of Catherine the Great,MOVIE,['GB'],1934,Unknown,95,6.267
2096,The Hobbit,MOVIE,['JP',1977,PG,77,6.263
2097,The Hobbit,MOVIE, 'US'],1977,PG,77,6.263
2098,The Lure,MOVIE,['PL'],2015,Unknown,93,6.256
2099,The Freshman,MOVIE,['US'],1925,Unknown,76,7.049
2100,The Freshman,MOVIE,['US'],1990,PG,103,6.253
2101,Bride Wars,MOVIE,['US'],2009,PG,94,6.242
2102,Predator 2,MOVIE,['US'],1990,R,108,6.239
2103,Delivery Man,MOVIE,['US',2013,PG-13,103,6.237
2104,Delivery Man,MOVIE, 'IN'],2013,PG-13,103,6.237
2105,Endangered,MOVIE,['US'],2022,Unknown,90,6.231
2106,Freedom Fighters: The Ray,MOVIE,['US'],2017,PG,73,6.229
2107,Rugrats Go Wild,MOVIE,['US'],2003,PG,84,6.226
2108,The Crazies,MOVIE,['AE',2010,R,101,6.225
2109,The Crazies,MOVIE, 'US'],2010,R,101,6.225
2110,Wise Blood,MOVIE,['US'],1979,PG,106,6.222
2111,Hanzo the Razor: Sword of Justice,MOVIE,['JP'],1972,Unknown,94,6.218
2112,Entourage,MOVIE,['US'],2015,R,104,6.216
2113,Children of the Damned,MOVIE,['GB'],1964,Unknown,90,6.212
2114,The Card Counter,MOVIE,['GB',2021,R,111,6.211
2115,The Card Counter,MOVIE, 'US',2021,R,111,6.211
2116,The Card Counter,MOVIE, 'CN'],2021,R,111,6.211
2117,Rock Dog,MOVIE,['US',2016,PG,90,6.211
2118,Rock Dog,MOVIE, 'CN'],2016,PG,90,6.211
2119,Godzilla vs. Megalon,MOVIE,['JP'],1973,G,82,6.205
2120,The Incredible Hulk,MOVIE,['US'],2008,PG-13,113,6.204
2121,The Upside of Anger,MOVIE,['US'],2005,R,118,6.202
2122,Michigan vs. Ohio State:  The Rivalry,MOVIE,['US'],2007,Unknown,59,6.2
2123,Ride Along,MOVIE,['US'],2014,PG-13,99,6.2
2124,One for All,MOVIE,['ES'],2020,Unknown,91,6.2
2125,Mike Nichols: An American Master,MOVIE,['US'],2016,Unknown,56,6.2
2126,Redemption,MOVIE,['US',2013,R,100,6.2
2127,Redemption,MOVIE, 'GB'],2013,R,100,6.2
2128,Richard Jeni: A Big Steaming Pile of Me,MOVIE,['US'],2005,Unknown,59,6.2
2129,Yusuf Hawkins: Storm Over Brooklyn,MOVIE,['US',2020,PG-13,99,6.2
2130,Yusuf Hawkins: Storm Over Brooklyn,MOVIE, 'GB'],2020,PG-13,99,6.2
2131,Ferrell Takes the Field,MOVIE,['US'],2015,Unknown,49,6.2
2132,Rosa's Wedding,MOVIE,['ES',2020,Unknown,97,6.2
2133,Rosa's Wedding,MOVIE, 'FR'],2020,Unknown,97,6.2
2134,Catch a Fire,MOVIE,['GB',2006,PG-13,101,6.2
2135,Catch a Fire,MOVIE, 'US',2006,PG-13,101,6.2
2136,Catch a Fire,MOVIE, 'ZA',2006,PG-13,101,6.2
2137,Catch a Fire,MOVIE, 'FR'],2006,PG-13,101,6.2
2138,Disclosure,MOVIE,['US'],1994,R,123,6.2
2139,This Is the End,MOVIE,['US'],2013,R,107,6.2
2140,Earwig and the Witch,MOVIE,['JP'],2020,PG,82,6.2
2141,My Brilliant Career,MOVIE,['AU'],1979,G,100,6.2
2142,Satan’s Brew,MOVIE,['DE'],1977,Unknown,113,6.2
2143,The Man with Two Brains,MOVIE,['US'],1983,R,93,6.2
2144,Fat Girl,MOVIE,['IT',2001,Unknown,86,6.2
2145,Fat Girl,MOVIE, 'FR'],2001,Unknown,86,6.2
2146,Teen Wolf,MOVIE,['US'],1985,PG,91,6.2
2147,The Sisterhood of the Traveling Pants 2,MOVIE,['US'],2008,PG-13,117,6.2
2148,"George Lopez: It's Not Me, It's You",MOVIE,['US'],2012,R,56,6.2
2149,Surf's Up 2: WaveMania,MOVIE,['CA',2017,PG,84,6.2
2150,Surf's Up 2: WaveMania,MOVIE, 'US'],2017,PG,84,6.2
2151,"Ebirah, Horror of the Deep",MOVIE,['JP'],1966,PG,87,6.2
2152,Throw Momma from the Train,MOVIE,['US'],1987,PG-13,88,6.2
2153,A Dangerous Son,MOVIE,['US'],2018,Unknown,90,6.2
2154,Backstabbing for Beginners,MOVIE,['CA',2018,R,108,6.2
2155,Backstabbing for Beginners,MOVIE, 'DK',2018,R,108,6.2
2156,Backstabbing for Beginners,MOVIE, 'US'],2018,R,108,6.2
2157,Lizzie,MOVIE,['US'],2018,R,106,6.2
2158,Amanda Seales: I Be Knowin',MOVIE,['US'],2019,Unknown,60,6.2
2159,Black Butterfly,MOVIE,['US'],2017,R,93,6.2
2160,Mel Brooks: Unwrapped,MOVIE,['GB'],2018,Unknown,60,6.2
2161,Kimi,MOVIE,['US'],2022,R,89,6.2
2162,The Witch,MOVIE,['FR'],2015,R,92,6.906
2163,The Witch,MOVIE,['FR'],1906,Unknown,13,6.2
2164,Horrible Bosses 2,MOVIE,['US'],2014,R,108,6.2
2165,Live by Night,MOVIE,['US'],2017,R,129,6.2
2166,Neighbors,MOVIE,['US'],2014,R,96,6.2
2167,The Expendables 3,MOVIE,['BG',2014,PG-13,126,6.2
2168,The Expendables 3,MOVIE, 'FR',2014,PG-13,126,6.2
2169,The Expendables 3,MOVIE, 'US'],2014,PG-13,126,6.2
2170,Flashpoint,MOVIE,['US'],1984,R,94,6.2
2171,In the Gloaming,MOVIE,['US'],1997,PG,61,6.2
2172,Wig,MOVIE,['US'],2019,PG-13,89,6.2
2173,Scooby-Doo! Curse of the Lake Monster,MOVIE,['US'],2010,PG,80,6.2
2174,The Expendables,MOVIE,['BG',2010,R,103,6.2
2175,The Expendables,MOVIE, 'US'],2010,R,103,6.2
2176,Rock and a Hard Place,MOVIE,['US'],2016,Unknown,81,6.2
2177,El Planeta,MOVIE,['US',2021,Unknown,82,6.2
2178,El Planeta,MOVIE, 'ES'],2021,Unknown,82,6.2
2179,Schizopolis,MOVIE,['US'],1997,Unknown,99,6.2
2180,The Infernal Cauldron,MOVIE,['FR'],1903,Unknown,2,6.2
2181,Lucy the Human Chimp,MOVIE,['GB'],2021,PG-13,79,6.2
2182,Speed Racer,MOVIE,['US',2008,PG,135,6.2
2183,Speed Racer,MOVIE, 'DE'],2008,PG,135,6.2
2184,Whimsical Illusions,MOVIE,['FR'],1909,Unknown,5,6.2
2185,Nothing Like the Holidays,MOVIE,['US'],2008,PG-13,98,6.2
2186,Dope Sick Love,MOVIE,['US'],2005,Unknown,93,6.2
2187,Night at the Museum: Secret of the Tomb,MOVIE,['GB',2014,PG,98,6.195
2188,Night at the Museum: Secret of the Tomb,MOVIE, 'US'],2014,PG,98,6.195
2189,Jailhouse Rock,MOVIE,['US'],1957,Unknown,96,6.194
2190,Death Warrant,MOVIE,['CA',1990,R,93,6.191
2191,Death Warrant,MOVIE, 'US'],1990,R,93,6.191
2192,Free Willy,MOVIE,['FR',1993,PG,112,6.189
2193,Free Willy,MOVIE, 'US'],1993,PG,112,6.189
2194,Deep Impact,MOVIE,['US'],1998,PG-13,122,6.189
2195,St. Elmo's Fire,MOVIE,['US'],1985,R,110,6.181
2196,White Bird in a Blizzard,MOVIE,['FR',2014,R,91,6.175
2197,White Bird in a Blizzard,MOVIE, 'US'],2014,R,91,6.175
2198,National Lampoon's European Vacation,MOVIE,['US'],1985,PG-13,94,6.173
2199,Superman: Brainiac Attacks,MOVIE,['US'],2006,Unknown,75,6.163
2200,Hanzo the Razor: The Snare,MOVIE,['JP'],1973,Unknown,89,6.161
2201,Rambo III,MOVIE,['US'],1988,R,102,6.16
2202,Extortion,MOVIE,['US',2017,R,108,6.159
2203,Extortion,MOVIE, 'PH',2017,R,108,6.159
2204,Extortion,MOVIE, 'PR'],2017,R,108,6.159
2205,The Rugrats Movie,MOVIE,['US'],1998,G,79,6.158
2206,Just Cause,MOVIE,['US'],1995,R,102,6.158
2207,Moscow on the Hudson,MOVIE,['US'],1984,R,115,6.153
2208,47 Ronin,MOVIE,['HU',2013,PG-13,118,6.15
2209,47 Ronin,MOVIE, 'JP',2013,PG-13,118,6.15
2210,47 Ronin,MOVIE, 'GB',2013,PG-13,118,6.15
2211,47 Ronin,MOVIE, 'US'],2013,PG-13,118,6.15
2212,Magic Mike,MOVIE,['US'],2012,R,110,6.148
2213,Cast a Deadly Spell,MOVIE,['US'],1991,R,96,6.145
2214,Moonraker,MOVIE,['GB',1979,PG,126,6.143
2215,Moonraker,MOVIE, 'FR'],1979,PG,126,6.143
2216,Transporter 3,MOVIE,['US',2008,PG-13,104,6.14
2217,Transporter 3,MOVIE, 'FR'],2008,PG-13,104,6.14
2218,Rookie of the Year,MOVIE,['US'],1993,PG,103,6.139
2219,Amsterdam,MOVIE,['US'],2022,R,134,6.139
2220,Our Idiot Brother,MOVIE,['US'],2011,R,90,6.138
2221,Jumper,MOVIE,['US',2008,PG-13,88,6.135
2222,Jumper,MOVIE, 'CA'],2008,PG-13,88,6.135
2223,Don't Tell Mom the Babysitter's Dead,MOVIE,['US'],1991,PG-13,105,6.127
2224,At Middleton,MOVIE,['US'],2013,Unknown,101,6.123
2225,The One,MOVIE,['US'],2001,PG-13,87,6.121
2226,Under the Skin,MOVIE,['US',2016,R,108,6.116
2227,Under the Skin,MOVIE, 'CH',2016,R,108,6.116
2228,Under the Skin,MOVIE, 'GB'],2016,R,108,6.116
2229,Clear History,MOVIE,['US'],2013,Unknown,100,6.115
2230,A Day's Pleasure,MOVIE,['US'],1919,Unknown,18,6.113
2231,Young Mr. Jazz,MOVIE,['US'],1919,Unknown,10,6.111
2232,Justice League,MOVIE,['US'],2017,PG-13,121,6.107
2233,A Thousand Words,MOVIE,['US'],2012,PG-13,91,6.105
2234,Bernard and Doris,MOVIE,['GB',2006,Unknown,103,6.1
2235,Bernard and Doris,MOVIE, 'US'],2006,Unknown,103,6.1
2236,Whitney Cummings: I'm Your Girlfriend,MOVIE,['US'],2016,Unknown,70,6.1
2237,...And God Created Woman,MOVIE,['FR'],1956,PG,95,6.1
2238,Rememory,MOVIE,['US',2017,PG-13,111,6.1
2239,Rememory,MOVIE, 'CA'],2017,PG-13,111,6.1
2240,Never Grow Old,MOVIE,['IE',2019,R,101,6.1
2241,Never Grow Old,MOVIE, 'LU',2019,R,101,6.1
2242,Never Grow Old,MOVIE, 'BE',2019,R,101,6.1
2243,Never Grow Old,MOVIE, 'FR'],2019,R,101,6.1
2244,Shanghai,MOVIE,['CN',2010,R,105,6.1
2245,Shanghai,MOVIE, 'US'],2010,R,105,6.1
2246,Drew Michael,MOVIE,['US'],2018,Unknown,60,6.1
2247,What Happens in Vegas,MOVIE,['US'],2008,PG-13,99,6.1
2248,Shaft's Big Score!,MOVIE,['US'],1972,R,104,6.1
2249,How to Talk to Girls at Parties,MOVIE,['US',2017,R,103,6.1
2250,How to Talk to Girls at Parties,MOVIE, 'GB'],2017,R,103,6.1
2251,Lucia,MOVIE,['CU'],1970,Unknown,160,6.1
2252,Cannery Row,MOVIE,['US'],1982,Unknown,120,6.1
2253,The Brave One,MOVIE,['US'],1956,Unknown,100,6.1
2254,Batman and Harley Quinn,MOVIE,['US'],2017,PG-13,74,6.1
2255,Space Is the Place,MOVIE,['US'],2021,R,82,6.1
2256,Never Goin' Back,MOVIE,['US'],2018,R,87,6.1
2257,Heist,MOVIE,['US'],2015,R,93,6.1
2258,Ginger & Rosa,MOVIE,['CA',2012,PG-13,87,6.1
2259,Ginger & Rosa,MOVIE, 'DK',2012,PG-13,87,6.1
2260,Ginger & Rosa,MOVIE, 'DE',2012,PG-13,87,6.1
2261,Ginger & Rosa,MOVIE, 'GB'],2012,PG-13,87,6.1
2262,Anger Management,MOVIE,['US'],2003,PG-13,106,6.1
2263,Rising Sun,MOVIE,['US'],1993,R,125,6.1
2264,Every Secret Thing,MOVIE,['US'],2014,R,93,6.1
2265,Traffic Stop,MOVIE,['US'],2017,Unknown,31,6.1
2266,XIVth Olympiad: The Glory of Sport,MOVIE,['GB'],1948,Unknown,138,6.1
2267,My Life in Ruins,MOVIE,['US',2009,PG-13,95,6.1
2268,My Life in Ruins,MOVIE, 'GR'],2009,PG-13,95,6.1
2269,Jerrod Carmichael: Love at the Store,MOVIE,['US'],2014,Unknown,54,6.1
2270,The Girl,MOVIE,['ZA',2012,Unknown,91,6.1
2271,The Girl,MOVIE, 'GB',2012,Unknown,91,6.1
2272,The Girl,MOVIE, 'US',2012,Unknown,91,6.1
2273,The Girl,MOVIE, 'DE'],2012,Unknown,91,6.1
2274,Divine Secrets of the Ya-Ya Sisterhood,MOVIE,['US'],2002,PG-13,116,6.1
2275,A Man Apart,MOVIE,['US',2003,R,110,6.1
2276,A Man Apart,MOVIE, 'DE'],2003,R,110,6.1
2277,Wayne's World 2,MOVIE,['US'],1993,PG-13,95,6.1
2278,Vegas Vacation,MOVIE,['US'],1997,PG,93,6.1
2279,Maid in Manhattan,MOVIE,['US'],2002,PG-13,105,6.1
2280,Aqua Teen Forever: Plantasm,MOVIE,['US'],2022,R,76,6.1
2281,Bill Maher: #Adulting,MOVIE,['US'],2022,R,67,6.1
2282,Ramy Youssef: Feelings,MOVIE,['US'],2019,Unknown,60,6.1
2283,Geostorm,MOVIE,['US'],2017,PG-13,109,6.1
2284,Jim Norton: Monster Rain,MOVIE,['US'],2007,R,60,6.1
2285,Two Monks,MOVIE,['MX'],1935,Unknown,85,6.1
2286,Dirty War,MOVIE,['GB',2004,Unknown,90,6.1
2287,Dirty War,MOVIE, 'US'],2004,Unknown,90,6.1
2288,Allegiant,MOVIE,['US'],2016,PG-13,120,6.1
2289,God is the Bigger Elvis,MOVIE,['US'],2012,Unknown,37,6.1
2290,Equals,MOVIE,['US'],2016,PG-13,101,6.1
2291,Laggies,MOVIE,['US'],2014,R,100,6.1
2292,300: Rise of an Empire,MOVIE,['US'],2014,R,103,6.09
2293,Real Women Have Curves,MOVIE,['US'],2002,PG-13,86,6.088
2294,Permanent Vacation,MOVIE,['US'],1984,Unknown,75,6.087
2295,Airplane II: The Sequel,MOVIE,['US'],1982,PG,88,6.084
2296,The Vanishing,MOVIE,['US'],1993,R,109,6.083
2297,American Ultra,MOVIE,['US',2015,R,125,6.077
2298,American Ultra,MOVIE, 'CH'],2015,R,125,6.077
2299,So I Married an Axe Murderer,MOVIE,['US'],1993,PG-13,93,6.076
2300,Hotel for Dogs,MOVIE,['US'],2009,PG,100,6.063
2301,Excess Baggage,MOVIE,['US'],1997,PG-13,101,6.057
2302,Jubilee,MOVIE,['GB'],1980,Unknown,106,6.055
2303,Mimic,MOVIE,['US'],1997,R,105,6.053
2304,What's a Nice Girl Like You Doing in a Place Like This?,MOVIE,['US'],1963,Unknown,9,6.037
2305,Thunderstruck,MOVIE,['US'],2012,PG,94,6.036
2306,Sweetie,MOVIE,['AU'],1989,R,96,6.033
2307,Black Sheep,MOVIE,['US'],1996,PG-13,87,6.03
2308,Jennifer Eight,MOVIE,['US'],1992,R,124,6.029
2309,What to Expect When You're Expecting,MOVIE,['US'],2012,PG-13,110,6.028
2310,Against the Wall,MOVIE,['US'],1994,Unknown,111,6.023
2311,Private Benjamin,MOVIE,['US'],1980,R,109,6.019
2312,Little Woods,MOVIE,['US'],2019,R,103,6.019
2313,The Entertainer,MOVIE,['GB'],1960,Unknown,96,6.013
2314,The Truth About Cats & Dogs,MOVIE,['US'],1996,PG-13,93,6.011
2315,Bee Movie,MOVIE,['US'],2007,PG,91,6.004
2316,Brie's Bake Off Challenge,MOVIE,['US'],2022,Unknown,100,6.0
2317,Diagnosis Bipolar: Five Families Search for Answers,MOVIE,['US'],2010,Unknown,48,6.0
2318,The Sissy Duckling,MOVIE,['US'],1999,Unknown,34,6.0
2319,A Rape in a Small Town: The Florence Holway Story,MOVIE,['US'],2005,Unknown,72,6.0
2320,Hemingway & Gellhorn,MOVIE,['US'],2012,Unknown,148,6.0
2321,Bud Greenspan’s Torino 2006: Stories of Olympic Glory,MOVIE,['US'],2007,Unknown,88,6.0
2322,Scandalous: The Untold Story of the National Enquirer,MOVIE,['US'],2019,Unknown,97,6.0
2323,This Is Not a War Story,MOVIE,['US'],2021,Unknown,112,6.0
2324,Coastal Elites,MOVIE,['US'],2020,R,87,6.0
2325,The Story of a Three-Day Pass,MOVIE,['FR'],1968,Unknown,87,6.0
2326,In Tahrir Square: 18 Days of Egypt's Unfinished Revolution,MOVIE,['EG',2012,Unknown,36,6.0
2327,In Tahrir Square: 18 Days of Egypt's Unfinished Revolution,MOVIE, 'US'],2012,Unknown,36,6.0
2328,Support the Girls,MOVIE,['US'],2018,R,91,6.0
2329,My Fellow Americans,MOVIE,['US'],1996,PG-13,101,6.0
2330,Billie Jean King: Portrait of a Pioneer,MOVIE,['US'],2006,PG,60,6.0
2331,Fellow Traveller,MOVIE,['GB',1989,Unknown,97,6.0
2332,Fellow Traveller,MOVIE, 'US'],1989,Unknown,97,6.0
2333,O.G.,MOVIE,['US'],2019,R,113,6.0
2334,Blow Up of 'Blow-Up',MOVIE,['IT'],2016,Unknown,52,6.0
2335,Cinema Verite,MOVIE,['US'],2011,Unknown,86,6.0
2336,Reopening Night,MOVIE,['US'],2021,PG-13,85,6.0
2337,"It's Not Just You, Murray!",MOVIE,['US'],1964,Unknown,17,6.0
2338,Frederick Douglass: In Five Speeches,MOVIE,['US'],2022,Unknown,58,6.0
2339,Super-Vilains: l'Enquête,MOVIE,['FR'],2023,PG-13,62,6.0
2340,Sermon on the Mount,MOVIE,['US'],2019,Unknown,46,6.0
2341,Shaft in Africa,MOVIE,['US'],1973,R,112,6.0
2342,Triangle: Remembering the Fire,MOVIE,['US'],2011,Unknown,40,6.0
2343,Thanks for Sharing,MOVIE,['US'],2013,R,112,6.0
2344,The Anniversary,MOVIE,['CL',2019,Unknown,16,6.0
2345,The Anniversary,MOVIE, 'UY'],2019,Unknown,16,6.0
