,Type,Title,Country,Release Year,Rating,Duration,Genres,Vote Average
8,MOVIE,M,['DE'],1931,PG-13,109,"['thriller', 'crime', 'drama', 'action', 'european']",8.106
475,MOVIE,"War and Peace, Part III: The Year 1812",['SU'],1967,Unknown,82,"['drama', 'war', 'history']",8.1
1991,MOVIE,Daniel Sloss: X,['GB'],2019,Unknown,89,['comedy'],8.1
510,MOVIE,"Paris, Texas","['GB', 'US', 'FR', 'DE']",1984,R,147,"['drama', 'european']",8.1
264,MOVIE,Wild Strawberries,['SE'],1957,Unknown,92,"['drama', 'european', 'romance']",8.1
2151,MOVIE,Nobody,['US'],2021,R,92,"['thriller', 'drama', 'action', 'crime']",8.1
692,MOVIE,Terminator 2: Judgment Day,"['FR', 'US']",1991,R,137,"['scifi', 'action', 'thriller']",8.1
1733,MOVIE,Scooby-Doo! and KISS: Rock and Roll Mystery,['US'],2015,PG,79,"['thriller', 'animation']",8.1
1705,MOVIE,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,['US'],2016,PG,108,['documentation'],8.1
2015,MOVIE,Varda by Agnès,['FR'],2019,Unknown,115,"['documentation', 'european']",8.1
1539,MOVIE,The Tale of The Princess Kaguya,['JP'],2013,PG,137,"['drama', 'fantasy', 'animation', 'family']",8.1
1288,MOVIE,Codename: Kids Next Door - Operation Z.E.R.O.,['US'],2006,G,73,"['comedy', 'family', 'scifi', 'animation', 'action']",8.1
55,MOVIE,The Passion of Joan of Arc,['FR'],1928,Unknown,110,"['drama', 'european', 'history']",8.1
15,MOVIE,Rashomon,['JP'],1950,Unknown,88,"['drama', 'crime']",8.1
162,MOVIE,2001: A Space Odyssey,"['GB', 'US']",1968,G,149,"['thriller', 'action', 'scifi']",8.083
771,MOVIE,Paris Is Burning,['US'],1991,R,71,"['documentation', 'romance', 'drama']",8.08
227,MOVIE,The 400 Blows,['FR'],1959,Unknown,99,"['drama', 'european', 'crime']",8.079
283,MOVIE,Pather Panchali,['IN'],1955,Unknown,125,['drama'],8.074
512,MOVIE,My Neighbor Totoro,['JP'],1988,G,87,"['fantasy', 'animation', 'family', 'comedy']",8.068
838,MOVIE,Dave Chappelle: Killin' Them Softly,['US'],2000,Unknown,58,"['comedy', 'documentation']",8.067
1464,MOVIE,The Grand Budapest Hotel,"['DE', 'US']",2014,R,99,"['drama', 'comedy', 'european', 'crime']",8.057
57,MOVIE,Late Spring,['JP'],1949,Unknown,108,['drama'],8.04
17,MOVIE,The Gold Rush,['US'],1925,Unknown,81,"['drama', 'comedy', 'romance', 'western', 'family']",8.03
1147,MOVIE,Which Way Home,"['GT', 'MX', 'US']",2009,Unknown,90,['documentation'],8.029
319,MOVIE,The Wages of Fear,"['FR', 'IT']",1953,PG-13,153,"['thriller', 'drama', 'european']",8.027
2,MOVIE,Citizen Kane,['US'],1941,PG,119,['drama'],8.022
1944,MOVIE,Weathering with You,"['JP', 'CN']",2019,PG-13,112,"['drama', 'fantasy', 'romance', 'family', 'animation']",8.016
353,MOVIE,Autumn Sonata,"['DE', 'SE']",1978,PG,99,"['drama', 'european', 'music']",8.003
9,MOVIE,The Treasure of the Sierra Madre,['US'],1948,Unknown,126,"['western', 'drama']",8.002
1553,MOVIE,"Batman: The Dark Knight Returns, Part 2",['US'],2013,PG-13,78,"['thriller', 'scifi', 'action', 'animation']",8.0
2375,MOVIE,Culpa,['US'],2022,Unknown,7,"['horror', 'drama']",8.0
161,MOVIE,The Gold Rush,[],1942,Unknown,72,"['action', 'comedy', 'drama', 'family']",8.0
2209,MOVIE,Ron's Gone Wrong,"['GB', 'US']",2021,PG,107,"['animation', 'scifi', 'family', 'comedy']",8.0
932,MOVIE,Fists of Freedom: The Story of the '68 Summer Games,['US'],1999,Unknown,59,"['documentation', 'history', 'sport']",8.0
1813,MOVIE,Queen of the World,['GB'],2018,PG,89,['documentation'],8.0
2280,MOVIE,At the Ready,['US'],2021,PG-13,96,['documentation'],8.0
1804,MOVIE,Bleed Out,['US'],2018,PG,87,"['documentation', 'drama', 'romance', 'thriller']",8.0
809,MOVIE,Three Colors: Red,"['FR', 'PL', 'CH']",1994,R,99,"['drama', 'european', 'romance']",8.0
2290,MOVIE,Moses Storm: Trash White,['US'],2022,R,60,['comedy'],8.0
235,MOVIE,On the Waterfront,['US'],1954,Unknown,108,"['crime', 'drama', 'thriller']",8.0
1438,MOVIE,The Latino List,['US'],2011,PG,60,['documentation'],8.0
44,MOVIE,"Rome, Open City",['IT'],1945,Unknown,100,"['drama', 'european', 'thriller', 'war']",8.0
2379,MOVIE,By Design: The Joe Caroff Story,['US'],2022,Unknown,52,['documentation'],8.0
82,MOVIE,The Circus,['US'],1928,G,71,"['romance', 'comedy', 'family', 'european']",8.0
302,MOVIE,Cries and Whispers,['SE'],1973,R,91,"['drama', 'european']",8.0
746,MOVIE,Chungking Express,['HK'],1994,PG-13,97,"['drama', 'comedy', 'crime', 'romance']",8.0
1621,MOVIE,Room,"['GB', 'US', 'CA', 'IE']",2015,R,117,"['drama', 'thriller', 'european']",8.0
2008,MOVIE,"Siempre, Luis",['US'],2020,Unknown,95,['documentation'],8.0
1866,MOVIE,War Dog: A Soldier's Best Friend,['US'],2017,Unknown,69,['documentation'],8.0
1852,MOVIE,Stolen Daughters: Kidnapped By Boko Haram,['GB'],2018,PG-13,79,['documentation'],8.0
2056,MOVIE,Whitmer Thomas: The Golden One,['US'],2020,Unknown,63,"['documentation', 'comedy']",8.0
4,MOVIE,Gone with the Wind,['US'],1940,G,238,"['drama', 'romance', 'war', 'history']",8.0
2250,MOVIE,Spring Awakening: Those You've Known,['US'],2022,R,83,['documentation'],8.0
2359,MOVIE,Century of Animation Showcase: 1922,['US'],2022,G,60,['animation'],8.0
1267,MOVIE,Shouting Fire: Stories from the Edge of Free Speech,['US'],2009,Unknown,75,['documentation'],8.0
1315,MOVIE,Last Letters Home,['US'],2004,Unknown,60,"['documentation', 'war', 'history']",8.0
2236,MOVIE,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,['US'],2021,Unknown,72,"['thriller', 'fantasy', 'animation']",8.0
1013,MOVIE,The Lord of the Rings: The Fellowship of the Ring (Extended Edition),['US'],2002,PG-13,208,"['action', 'fantasy']",8.0
1274,MOVIE,Foster's Home for Imaginary Friends: Destination Imagination,['US'],2008,PG,66,"['family', 'fantasy', 'animation', 'comedy']",8.0
1344,MOVIE,Dark Light: The Art of Blind Photographers,['US'],2009,Unknown,30,['documentation'],8.0
20,MOVIE,The Red Shoes,['GB'],1948,Unknown,133,"['romance', 'drama', 'music']",8.0
1908,MOVIE,What I Feel for You,"['PR', 'DO']",2018,Unknown,90,"['comedy', 'drama']",8.0
467,MOVIE,The Hero,['IN'],1966,Unknown,118,['drama'],8.0
2271,MOVIE,Chris Redd: Why Am I Like This?,['US'],2022,Unknown,59,['comedy'],8.0
21,MOVIE,A Trip to the Moon,['FR'],1902,Unknown,15,"['scifi', 'action', 'european']",8.0
592,MOVIE,Castle in the Sky,['JP'],1986,PG,124,"['romance', 'family', 'fantasy', 'scifi', 'drama', 'animation']",8.0
462,MOVIE,"War and Peace, Part IV: Pierre Bezukhov",['SU'],1967,Unknown,97,['drama'],8.0
2240,MOVIE,The Slow Hustle,['US'],2021,Unknown,90,"['documentation', 'crime']",8.0
1182,MOVIE,Scooby-Doo! Camp Scare,['US'],2010,PG,72,['comedy'],7.998
376,MOVIE,Ugetsu,['JP'],1953,Unknown,96,"['drama', 'fantasy', 'war']",7.99
917,MOVIE,George Carlin: Jammin' in New York,['US'],1992,Unknown,59,"['comedy', 'documentation']",7.982
253,MOVIE,The Hidden Fortress,['JP'],1958,Unknown,139,"['action', 'drama', 'comedy']",7.98
1569,MOVIE,When Marnie Was There,['JP'],2014,PG,103,"['drama', 'family', 'animation']",7.979
165,MOVIE,Lawrence of Arabia,['GB'],1962,Unknown,228,"['action', 'drama', 'history', 'war']",7.977
1020,MOVIE,Flipped,['US'],2010,PG,89,"['drama', 'comedy', 'romance']",7.977
346,MOVIE,The Cranes Are Flying,['SU'],1957,Unknown,97,"['drama', 'romance', 'war']",7.973
189,MOVIE,Raging Bull,['US'],1980,R,129,"['drama', 'sport']",7.972
281,MOVIE,La Strada,['IT'],1954,Unknown,115,"['drama', 'european']",7.966
367,MOVIE,Limelight,['US'],1952,G,137,"['drama', 'music', 'romance']",7.965
690,MOVIE,Before Sunrise,"['US', 'AT', 'CH']",1995,R,105,"['drama', 'romance', 'european']",7.964
989,MOVIE,Million Dollar Baby,['US'],2004,PG-13,132,"['drama', 'sport']",7.962
942,MOVIE,Catch Me If You Can,['US'],2002,PG-13,141,"['drama', 'crime']",7.96
522,MOVIE,For All Mankind,['US'],1989,PG-13,80,"['history', 'documentation']",7.959
318,MOVIE,"War and Peace, Part I: Andrei Bolkonsky",['SU'],1966,Unknown,147,"['drama', 'war']",7.958
307,MOVIE,Hearts and Minds,['US'],1975,R,112,"['war', 'documentation', 'history']",7.958
244,MOVIE,Throne of Blood,['JP'],1957,Unknown,110,"['drama', 'history']",7.956
280,MOVIE,La Notte,"['FR', 'IT']",1961,Unknown,122,"['drama', 'romance', 'european']",7.946
2269,MOVIE,Friends: The Reunion,['US'],2021,Unknown,104,"['documentation', 'comedy', 'history', 'romance']",7.939
233,MOVIE,What Ever Happened to Baby Jane?,['US'],1962,Unknown,134,"['drama', 'horror', 'thriller']",7.937
317,MOVIE,Amarcord,['IT'],1973,R,123,"['drama', 'european', 'romance', 'comedy', 'family']",7.934
944,MOVIE,No Country for Old Men,['US'],2007,R,122,"['drama', 'thriller', 'crime']",7.934
702,MOVIE,Braveheart,['US'],1995,R,178,"['drama', 'history', 'war']",7.93
863,MOVIE,Whisper of the Heart,['JP'],1995,G,111,"['drama', 'animation', 'family', 'romance', 'music', 'european']",7.929
609,MOVIE,Nausicaä of the Valley of the Wind,['JP'],1984,PG,117,"['animation', 'fantasy', 'scifi']",7.928
390,MOVIE,Divorce Italian Style,['IT'],1962,Unknown,108,"['comedy', 'european', 'drama', 'romance']",7.926
167,MOVIE,Young Frankenstein,['US'],1974,PG,106,['comedy'],7.92
1591,MOVIE,Scooby-Doo! Mask of the Blue Falcon,['US'],2013,G,78,['comedy'],7.911
273,MOVIE,The Battle of Algiers,"['DZ', 'IT']",1966,Unknown,121,"['drama', 'european', 'war']",7.91
1967,MOVIE,Teen Titans Go! vs. Teen Titans,['US'],2019,PG,76,"['action', 'animation']",7.9
1945,MOVIE,Honeyland,['MK'],2019,Unknown,89,"['documentation', 'drama', 'european']",7.9
202,MOVIE,The Great Escape,['US'],1963,Unknown,172,"['thriller', 'history', 'war', 'drama']",7.9
2202,MOVIE,Belle,"['FR', 'JP']",2021,PG,122,"['scifi', 'family', 'animation', 'fantasy', 'music', 'drama']",7.9
395,MOVIE,The Shop on Main Street,['XC'],1965,PG,128,"['drama', 'european', 'war']",7.9
223,MOVIE,Diabolique,['FR'],1955,Unknown,118,"['horror', 'thriller', 'drama', 'european', 'crime']",7.9
383,MOVIE,Aparajito,['IN'],1956,Unknown,110,['drama'],7.9
213,MOVIE,Solaris,['SU'],1972,PG,167,"['drama', 'scifi']",7.9
375,MOVIE,Umberto D.,['IT'],1952,Unknown,91,"['drama', 'european']",7.9
287,MOVIE,Le Samouraï,"['FR', 'IT']",1967,PG,105,"['thriller', 'european', 'crime', 'drama']",7.9
2365,MOVIE,Pseudo,['BO'],2022,R,90,['thriller'],7.9
1841,MOVIE,Robin Williams: Come Inside My Mind,['US'],2018,Unknown,116,"['documentation', 'comedy']",7.9
1799,MOVIE,The Oslo Diaries,"['CA', 'IL']",2018,PG-13,94,['documentation'],7.9
1876,MOVIE,Scooby-Doo! Shaggy's Showdown,['US'],2017,PG,80,"['animation', 'thriller', 'western']",7.9
