,Type,Title,Country,Release Year,Rating,Duration,Genres,Vote Average
971,MOVIE,Watchmen,['US'],2009,R,162,"['action', 'thriller', 'scifi', 'drama']",7.326
110,MOVIE,Shall We Dance,['US'],1937,Unknown,109,"['comedy', 'romance']",7.318
2273,MOVIE,A Choice of Weapons: Inspired by Gordon Parks,['US'],2021,Unknown,89,['documentation'],7.313
1159,MOVIE,Justice League: Crisis on Two Earths,['US'],2010,PG-13,75,"['animation', 'action']",7.313
1623,MOVIE,The Hobbit: The Battle of the Five Armies,"['US', 'NZ']",2015,PG-13,144,"['fantasy', 'action']",7.31
398,MOVIE,Lone Wolf and Cub: Baby Cart at the River Styx,['JP'],1972,Unknown,81,"['drama', 'action']",7.307
996,MOVIE,The Bourne Supremacy,"['DE', 'US']",2004,PG-13,108,"['drama', 'thriller', 'action', 'european']",7.305
1028,MOVIE,Gone Baby Gone,['US'],2007,R,114,"['drama', 'crime', 'thriller']",7.302
314,MOVIE,Knife in the Water,['PL'],1962,Unknown,94,"['thriller', 'drama', 'european']",7.301
2225,MOVIE,Harry Potter 20th Anniversary: Return to Hogwarts,"['US', 'GB']",2022,PG-13,103,"['documentation', 'family']",7.301
1254,MOVIE,The Iceman and the Psychiatrist,['US'],2004,Unknown,48,"['thriller', 'horror', 'documentation', 'crime']",7.3
338,MOVIE,Juliet of the Spirits,"['FR', 'IT']",1965,Unknown,148,"['comedy', 'drama', 'fantasy', 'european']",7.3
1828,MOVIE,Arthur Miller: Writer,['US'],2017,PG,101,['documentation'],7.3
438,MOVIE,Journey to Italy,"['FR', 'IT']",1954,Unknown,79,"['drama', 'european', 'romance']",7.3
441,MOVIE,Lone Wolf and Cub: Baby Cart in the Land of Demons,['JP'],1973,Unknown,89,"['crime', 'drama', 'thriller', 'action']",7.3
445,MOVIE,The River,"['FR', 'IN', 'US']",1951,Unknown,99,"['drama', 'romance', 'european']",7.3
518,MOVIE,Blow Out,['US'],1981,R,107,"['drama', 'thriller', 'crime']",7.3
2320,MOVIE,Mamá o papá,['ES'],2021,Unknown,103,['comedy'],7.3
1368,MOVIE,Argo,"['GB', 'US']",2012,R,120,"['drama', 'thriller']",7.3
1752,MOVIE,Hereditary,['US'],2018,R,128,"['horror', 'thriller', 'drama']",7.3
380,MOVIE,Sawdust and Tinsel,['SE'],1953,Unknown,93,"['drama', 'european']",7.3
30,MOVIE,Top Hat,['US'],1935,Unknown,101,"['comedy', 'romance']",7.3
748,MOVIE,Ghost Dog: The Way of the Samurai,"['US', 'FR', 'JP', 'DE']",1999,R,116,"['drama', 'crime', 'action', 'thriller', 'european']",7.3
670,MOVIE,An Enemy of the People,['IN'],1990,Unknown,99,['drama'],7.3
1250,MOVIE,Wit,['US'],2001,PG-13,99,"['drama', 'documentation', 'european']",7.3
1167,MOVIE,Sarah's Key,['FR'],2010,PG-13,111,"['drama', 'european', 'war']",7.3
1791,MOVIE,Jerrod Carmichael: 8,['US'],2017,R,59,['comedy'],7.3
834,MOVIE,Batman Beyond: Return of the Joker,['US'],2000,PG-13,76,"['animation', 'family', 'action', 'scifi']",7.3
1343,MOVIE,Sydney 2000: Stories of Olympic Glory,['US'],2001,Unknown,116,"['documentation', 'sport']",7.3
237,MOVIE,The Criminal Life of Archibaldo de la Cruz,['MX'],1955,Unknown,89,"['comedy', 'drama', 'crime']",7.3
67,MOVIE,Brute Force,['US'],1947,Unknown,98,"['drama', 'thriller', 'crime']",7.3
452,MOVIE,Seance on a Wet Afternoon,['GB'],1964,Unknown,111,"['crime', 'drama', 'thriller']",7.3
373,MOVIE,From Here to Eternity,['US'],1953,Unknown,118,"['drama', 'war', 'romance']",7.3
76,MOVIE,Of Mice and Men,['US'],1940,PG,106,['drama'],7.3
2264,MOVIE,Sublet,"['US', 'IL']",2021,Unknown,89,"['drama', 'comedy', 'romance']",7.3
60,MOVIE,Vampyr,"['DE', 'FR']",1932,Unknown,75,"['horror', 'european', 'fantasy']",7.3
1001,MOVIE,Law Abiding Citizen,['US'],2009,R,109,"['drama', 'thriller', 'action', 'crime']",7.3
1965,MOVIE,At the Heart of Gold: Inside the USA Gymnastics Scandal,['US'],2019,PG-13,88,"['documentation', 'crime', 'sport']",7.3
411,MOVIE,Europe '51,['IT'],1953,Unknown,118,"['drama', 'european']",7.3
1770,MOVIE,The Guilty,['DK'],2018,R,85,"['thriller', 'crime', 'drama', 'european']",7.3
417,MOVIE,"One Sings, the Other Doesn't","['FR', 'SU']",1977,Unknown,120,"['drama', 'european', 'history']",7.3
301,MOVIE,The Bitter Tears of Petra von Kant,['DE'],1974,Unknown,124,"['drama', 'european', 'romance']",7.3
2302,MOVIE,Salesman,['US'],2021,G,90,"['documentation', 'drama']",7.3
313,MOVIE,Chimes at Midnight,"['CH', 'ES']",1967,Unknown,113,"['comedy', 'drama', 'european', 'war', 'history']",7.3
801,MOVIE,Dead Man,"['JP', 'US', 'DE']",1995,R,121,"['western', 'drama', 'fantasy']",7.3
2186,MOVIE,Trick or Treat Scooby-Doo!,['US'],2022,G,72,"['animation', 'comedy', 'family']",7.3
1692,MOVIE,Justice League vs. Teen Titans,['US'],2016,PG-13,78,"['scifi', 'action', 'animation']",7.3
1650,MOVIE,Freeheld,['US'],2015,PG-13,103,"['romance', 'drama']",7.3
1396,MOVIE,Batman: Year One,['US'],2011,PG-13,64,"['action', 'animation', 'crime']",7.3
778,MOVIE,Dolores Claiborne,['US'],1995,R,131,"['drama', 'thriller', 'crime']",7.3
504,MOVIE,Total Recall,['US'],1990,R,113,"['scifi', 'thriller', 'action']",7.3
1304,MOVIE,12th & Delaware,['US'],2010,Unknown,90,"['documentation', 'drama']",7.3
1673,MOVIE,Race,"['CA', 'DE']",2016,PG-13,134,"['drama', 'history', 'sport', 'european']",7.3
622,MOVIE,One Year in a Life of Crime,['US'],1989,Unknown,55,"['documentation', 'crime']",7.3
1184,MOVIE,Heir To An Execution,['US'],2004,Unknown,99,['documentation'],7.3
804,MOVIE,Star Trek: First Contact,['US'],1996,PG-13,110,"['thriller', 'drama', 'scifi', 'action']",7.298
1806,MOVIE,Justice League Dark,['US'],2017,R,75,"['animation', 'action', 'fantasy']",7.297
566,MOVIE,Blood Simple,['US'],1985,R,99,"['thriller', 'drama', 'crime']",7.297
1537,MOVIE,20 Feet from Stardom,['US'],2013,PG-13,91,"['documentation', 'music', 'history']",7.294
853,MOVIE,Citizen X,['US'],1995,R,105,"['drama', 'crime', 'history', 'thriller']",7.29
258,MOVIE,Fox and His Friends,['DE'],1975,Unknown,125,"['drama', 'romance', 'european', 'crime']",7.285
586,MOVIE,Days of Being Wild,['HK'],1990,Unknown,94,"['drama', 'romance', 'crime']",7.284
385,MOVIE,Symbiopsychotaxiplasm: Take One,['US'],1968,R,75,['documentation'],7.282
200,MOVIE,Norma Rae,['US'],1979,PG,110,['drama'],7.28
163,MOVIE,Airplane!,['US'],1980,PG,88,['comedy'],7.279
995,MOVIE,Milk,['US'],2008,R,128,"['drama', 'history', 'crime', 'horror', 'comedy']",7.271
963,MOVIE,(500) Days of Summer,['US'],2009,PG-13,95,"['romance', 'comedy', 'drama']",7.268
1114,MOVIE,Conspiracy,"['GB', 'US']",2001,R,96,"['drama', 'history', 'war']",7.267
873,MOVIE,Man Bites Dog,['BE'],1992,Unknown,96,"['comedy', 'crime', 'european', 'horror', 'drama']",7.266
285,MOVIE,Grey Gardens,['US'],1976,PG,94,"['documentation', 'comedy', 'drama']",7.264
1495,MOVIE,Only Lovers Left Alive,"['GB', 'FR', 'DE', 'GR']",2013,R,123,"['drama', 'fantasy', 'horror', 'romance', 'comedy', 'european']",7.264
52,MOVIE,The Impossible Voyage,['FR'],1904,Unknown,20,"['scifi', 'fantasy']",7.264
836,MOVIE,A Brief History of Time,"['JP', 'GB', 'US']",1991,G,80,['documentation'],7.263
673,MOVIE,The Home and the World,['IN'],1985,Unknown,132,['drama'],7.261
843,MOVIE,The War Room,['US'],1993,PG,96,"['documentation', 'history']",7.26
424,MOVIE,Samurai III: Duel at Ganryu Island,['JP'],1956,Unknown,105,"['drama', 'action', 'romance']",7.259
1426,MOVIE,The Invisible War,['US'],2012,Unknown,93,"['drama', 'documentation', 'crime', 'european']",7.255
625,MOVIE,Babette's Feast,['DK'],1987,G,102,"['drama', 'european']",7.255
527,MOVIE,The Outsiders,['US'],1983,PG,95,"['drama', 'crime']",7.251
627,MOVIE,Desert Hearts,['US'],1986,R,96,"['drama', 'romance']",7.248
59,MOVIE,The Naked City,['US'],1948,Unknown,96,"['thriller', 'crime', 'drama']",7.244
344,MOVIE,Shoot the Piano Player,['FR'],1960,Unknown,85,"['drama', 'thriller', 'european', 'crime']",7.242
2140,MOVIE,The Menu,['US'],2022,R,107,"['horror', 'thriller', 'comedy']",7.24
1755,MOVIE,Wonder Woman,['US'],2017,PG-13,141,"['fantasy', 'action', 'scifi', 'war']",7.24
1128,MOVIE,Capturing the Friedmans,['US'],2003,Unknown,107,"['documentation', 'crime']",7.238
389,MOVIE,Faces,['US'],1968,PG-13,130,['drama'],7.235
91,MOVIE,Pépé le Moko,['FR'],1937,Unknown,94,"['drama', 'european', 'romance', 'crime']",7.234
1423,MOVIE,The Sunset Limited,['US'],2011,R,90,['drama'],7.234
2145,MOVIE,Navalny,['US'],2022,R,99,"['thriller', 'documentation']",7.234
1176,MOVIE,Wonder Woman,['US'],2009,PG-13,74,"['action', 'animation']",7.231
24,MOVIE,Great Expectations,['GB'],1947,Unknown,118,"['drama', 'romance']",7.23
47,MOVIE,Gold Diggers of 1933,['US'],1930,Unknown,97,"['comedy', 'drama']",7.226
596,MOVIE,Driving Miss Daisy,['US'],1990,PG,99,"['drama', 'romance', 'comedy']",7.222
965,MOVIE,Kung Fu Panda,['US'],2008,PG,90,"['comedy', 'animation', 'action', 'family', 'fantasy', 'drama']",7.221
370,MOVIE,Senso,['IT'],1955,Unknown,118,"['drama', 'european', 'romance', 'war', 'history']",7.22
397,MOVIE,Samurai I: Musashi Miyamoto,['JP'],1954,Unknown,93,"['action', 'drama', 'history', 'romance']",7.218
1630,MOVIE,De Palma,['US'],2016,R,108,['documentation'],7.218
1848,MOVIE,Woman at War,"['IS', 'UA', 'FR']",2018,Unknown,101,"['drama', 'thriller', 'comedy', 'european']",7.216
1665,MOVIE,Batman: Bad Blood,['US'],2016,PG-13,72,"['scifi', 'action', 'animation']",7.215
769,MOVIE,The Player,['US'],1992,R,124,"['drama', 'thriller', 'comedy', 'crime']",7.214
521,MOVIE,Batman,['US'],1989,PG-13,126,"['fantasy', 'action', 'crime']",7.21
412,MOVIE,Miracle in Milan,['IT'],1951,Unknown,92,"['drama', 'comedy', 'european', 'fantasy']",7.206
946,MOVIE,Superbad,['US'],2007,R,113,['comedy'],7.206
1916,MOVIE,Tenet,"['GB', 'US']",2020,PG-13,150,"['scifi', 'action', 'thriller', 'drama']",7.204
2159,MOVIE,F9,['US'],2021,PG-13,143,"['action', 'crime', 'thriller', 'documentation']",7.202
2018,MOVIE,Saudi Women's Driving School,['US'],2019,Unknown,65,['documentation'],7.2
265,MOVIE,Quadrophenia,['GB'],1979,R,120,"['drama', 'music']",7.2
257,MOVIE,Watership Down,['GB'],1978,PG,88,"['drama', 'action', 'animation', 'thriller', 'family']",7.2
914,MOVIE,Rosetta,"['FR', 'BE']",1999,R,95,"['drama', 'european']",7.2
1756,MOVIE,Eighth Grade,['US'],2018,R,94,"['comedy', 'drama']",7.2
2189,MOVIE,The Survivor,"['US', 'CA']",2022,R,129,"['drama', 'history', 'sport', 'war']",7.2
38,MOVIE,That Hamilton Woman,['US'],1941,Unknown,125,"['drama', 'romance', 'war', 'history']",7.2
448,MOVIE,Samurai II: Duel at Ichijoji Temple,['JP'],1955,Unknown,104,"['drama', 'action', 'history']",7.2
290,MOVIE,Original Cast Album: Company,['US'],1970,PG,53,"['music', 'documentation']",7.2
1678,MOVIE,Trumbo,['US'],2015,R,124,"['drama', 'crime']",7.2
1669,MOVIE,Pete Holmes: Faces and Sounds,['US'],2016,Unknown,57,['comedy'],7.2
1767,MOVIE,The Lego Batman Movie,"['US', 'DK']",2017,PG,90,"['comedy', 'scifi', 'romance', 'crime', 'family', 'fantasy', 'animation', 'action', 'european']",7.2
878,MOVIE,Pom Poko,['JP'],1994,PG,119,"['animation', 'drama', 'family', 'fantasy', 'comedy']",7.2
2020,MOVIE,Superman: Man of Tomorrow,['US'],2020,PG-13,86,"['animation', 'action']",7.2
453,MOVIE,The Immortal Story,['FR'],1968,Unknown,58,"['drama', 'european']",7.2
105,MOVIE,People on Sunday,['DE'],1930,Unknown,74,"['drama', 'european', 'comedy', 'romance']",7.2
792,MOVIE,4 Little Girls,['US'],1997,Unknown,102,"['documentation', 'history']",7.2
1314,MOVIE,Primo,"['GB', 'US']",2007,Unknown,84,['drama'],7.2
246,MOVIE,Picnic at Hanging Rock,['AU'],1976,PG,117,"['thriller', 'drama', 'documentation']",7.2
1709,MOVIE,Ingrid Bergman: In Her Own Words,"['NL', 'SE', 'FI', 'DE']",2015,Unknown,116,"['documentation', 'history', 'european']",7.2
433,MOVIE,Lone Wolf and Cub: Baby Cart to Hades,['JP'],1972,PG,89,"['drama', 'action']",7.2
2031,MOVIE,Batman: Hush,['US'],2019,PG-13,82,"['action', 'animation', 'thriller', 'scifi']",7.2
1702,MOVIE,Batman vs. Robin,['US'],2015,PG-13,72,"['scifi', 'action', 'animation']",7.2
1672,MOVIE,Looking: The Movie,['US'],2016,Unknown,86,"['romance', 'comedy', 'drama']",7.2
245,MOVIE,Village of the Damned,"['US', 'GB']",1960,Unknown,77,"['scifi', 'horror']",7.2
1708,MOVIE,Mapplethorpe: Look at the Pictures,"['DE', 'US']",2016,Unknown,108,"['documentation', 'european']",7.2
1947,MOVIE,The Inventor: Out for Blood in Silicon Valley,['US'],2019,Unknown,119,"['documentation', 'crime']",7.2
1063,MOVIE,Taking Chance,['US'],2009,Unknown,85,"['drama', 'war']",7.2
1993,MOVIE,Superman: Red Son,['US'],2020,PG-13,84,"['animation', 'action']",7.2
335,MOVIE,The Soft Skin,['FR'],1964,Unknown,113,"['drama', 'european', 'romance']",7.2
1370,MOVIE,The Master,['US'],2012,R,144,"['drama', 'european']",7.2
1814,MOVIE,Chris Gethard: Career Suicide,['US'],2017,Unknown,89,"['comedy', 'documentation']",7.2
1382,MOVIE,Hugo,"['GB', 'US']",2011,PG,126,"['drama', 'romance', 'family', 'fantasy', 'european']",7.2
644,MOVIE,My Life as a Dog,['SE'],1985,Unknown,102,"['drama', 'european', 'comedy']",7.2
347,MOVIE,The Last Metro,['FR'],1980,PG,131,"['drama', 'european', 'war', 'romance']",7.2
1538,MOVIE,The Case Against 8,['US'],2014,Unknown,109,['documentation'],7.2
1513,MOVIE,Belle,['GB'],2014,PG,104,"['drama', 'romance']",7.2
1075,MOVIE,Maria Full of Grace,"['US', 'EC', 'CO']",2004,R,101,"['crime', 'drama', 'thriller']",7.2
1843,MOVIE,Momentum Generation,['US'],2018,Unknown,104,['documentation'],7.2
608,MOVIE,Casualties of War,"['US', 'TH']",1989,R,113,"['drama', 'war', 'action', 'crime']",7.2
1863,MOVIE,Becoming Warren Buffett,['US'],2017,PG-13,90,['documentation'],7.2
1015,MOVIE,The Dreamers,"['GB', 'FR', 'IT']",2003,NC-17,112,"['drama', 'romance', 'european', 'comedy']",7.2
1998,MOVIE,Batman: Death in the Family,['US'],2020,R,31,"['action', 'animation']",7.2
361,MOVIE,Love in the Afternoon,['FR'],1972,R,97,"['drama', 'romance', 'european', 'comedy']",7.2
1869,MOVIE,David Bowie: The Last Five Years,['GB'],2017,G,90,"['documentation', 'music']",7.2
1870,MOVIE,"If You're Not In The Obit, Eat Breakfast",['US'],2017,PG-13,90,['documentation'],7.2
1101,MOVIE,Marley & Me,['US'],2008,PG,115,"['comedy', 'family', 'romance', 'drama']",7.2
580,MOVIE,Stranger Than Paradise,"['DE', 'US']",1984,R,90,"['comedy', 'drama']",7.2
1889,MOVIE,Do It Like An Hombre,['MX'],2017,R,109,['comedy'],7.2
1899,MOVIE,Student Athlete,['US'],2018,PG,92,['documentation'],7.2
2072,MOVIE,Dating Amber,['IE'],2020,Unknown,92,"['comedy', 'drama', 'romance']",7.2
2082,MOVIE,On the Record,['US'],2020,Unknown,95,['documentation'],7.2
1926,MOVIE,Shiva Baby,['US'],2020,Unknown,78,"['comedy', 'drama']",7.2
1221,MOVIE,Thin,['US'],2006,PG-13,102,"['documentation', 'music']",7.2
835,MOVIE,Les Misérables,['US'],1998,PG-13,134,"['drama', 'romance', 'history', 'crime', 'european']",7.2
115,MOVIE,The Flowers of St. Francis,['IT'],1950,Unknown,87,"['comedy', 'drama', 'european', 'history']",7.2
1958,MOVIE,Very Ralph,['US'],2019,Unknown,108,['documentation'],7.2
1582,MOVIE,Life According to Sam,['US'],2013,G,90,"['drama', 'documentation']",7.2
75,MOVIE,Jezebel,['US'],1938,Unknown,103,"['drama', 'romance']",7.2
1240,MOVIE,The Beales of Grey Gardens,['US'],2006,Unknown,91,"['drama', 'documentation']",7.2
986,MOVIE,Stardust,"['IS', 'GB', 'US']",2007,PG-13,127,"['family', 'action', 'fantasy', 'romance']",7.2
1235,MOVIE,Sometimes in April,"['US', 'RW', 'FR']",2005,Unknown,140,"['drama', 'history', 'war', 'european']",7.2
2228,MOVIE,In the Same Breath,"['US', 'CN']",2021,Unknown,98,['documentation'],7.2
713,MOVIE,Sleepy Hollow,"['DE', 'US']",1999,R,105,"['thriller', 'horror', 'drama', 'fantasy']",7.2
224,MOVIE,3:10 to Yuma,['US'],1957,Unknown,92,"['western', 'drama', 'thriller']",7.2
1009,MOVIE,3:10 to Yuma,['US'],2007,R,122,"['western', 'war', 'action', 'crime', 'drama']",7.199
1130,MOVIE,American Splendor,['US'],2003,R,101,"['comedy', 'drama']",7.198
1222,MOVIE,The Cat Returns,['JP'],2002,G,75,"['drama', 'documentation', 'animation', 'comedy', 'family', 'fantasy', 'romance']",7.195
184,MOVIE,Invasion of the Body Snatchers,['US'],1978,PG,116,"['horror', 'scifi']",7.194
366,MOVIE,Breaker Morant,['AU'],1980,PG,107,"['drama', 'history', 'war']",7.194
807,MOVIE,Set It Off,['US'],1996,R,123,"['thriller', 'drama', 'romance', 'action', 'crime', 'european']",7.194
631,MOVIE,Lola,['DE'],1981,R,113,"['drama', 'european', 'romance']",7.194
798,MOVIE,Ratcatcher,"['FR', 'GB']",1999,Unknown,94,['drama'],7.193
561,MOVIE,Star Trek IV: The Voyage Home,['US'],1986,PG,119,"['action', 'scifi', 'comedy']",7.191
1223,MOVIE,Superman/Batman: Apocalypse,['US'],2010,PG-13,78,"['action', 'animation']",7.19
1091,MOVIE,Revanche,['AT'],2008,Unknown,121,"['drama', 'european', 'romance', 'thriller', 'crime']",7.186
214,MOVIE,Five Easy Pieces,['US'],1970,R,95,['drama'],7.186
232,MOVIE,Weekend,['FR'],1967,R,105,"['drama', 'comedy', 'european']",7.184
45,MOVIE,The Lodger: A Story of the London Fog,['GB'],1927,Unknown,91,"['thriller', 'drama', 'crime']",7.183
886,MOVIE,Murder in the First,"['FR', 'US']",1995,R,122,"['crime', 'drama', 'thriller']",7.182
2208,MOVIE,Constantine: The House of Mystery,['US'],2022,R,27,"['animation', 'action', 'horror']",7.18
2303,MOVIE,A Cinderella Story: Starstruck,['US'],2021,PG,100,"['music', 'romance', 'comedy', 'drama', 'family']",7.18
1366,MOVIE,Limitless,['US'],2011,PG-13,105,"['scifi', 'thriller']",7.18
188,MOVIE,The Music Man,['US'],1962,G,151,"['romance', 'comedy', 'family']",7.179
1373,MOVIE,The Lincoln Lawyer,['US'],2011,R,118,"['thriller', 'drama', 'crime']",7.174
1953,MOVIE,Amazing Grace,['US'],2019,G,87,"['music', 'documentation']",7.171
1474,MOVIE,The Maze Runner,"['US', 'GB']",2014,PG-13,113,"['thriller', 'action', 'scifi']",7.171
80,MOVIE,Adam's Rib,['US'],1949,Unknown,101,"['comedy', 'drama', 'romance']",7.168
1109,MOVIE,Baghdad ER,['US'],2006,Unknown,64,['documentation'],7.167
309,MOVIE,"Ghidorah, the Three-Headed Monster",['JP'],1964,Unknown,92,"['action', 'comedy', 'fantasy', 'scifi', 'thriller']",7.165
1472,MOVIE,The Secret Life of Walter Mitty,"['US', 'GB']",2013,PG,114,"['drama', 'comedy', 'fantasy', 'romance']",7.162
1470,MOVIE,Gravity,"['GB', 'US']",2013,PG-13,93,"['thriller', 'drama', 'scifi', 'action']",7.16
447,MOVIE,Variety Lights,['IT'],1953,Unknown,93,"['drama', 'romance', 'music', 'european']",7.16
2158,MOVIE,The French Dispatch,"['US', 'DE']",2021,R,108,"['comedy', 'drama', 'documentation', 'romance']",7.157
1968,MOVIE,Unpregnant,['US'],2020,PG-13,104,"['drama', 'comedy']",7.156
126,MOVIE,The 3 Penny Opera,['DE'],1932,Unknown,112,"['drama', 'comedy', 'crime', 'european']",7.156
122,MOVIE,For Heaven's Sake,['US'],1926,Unknown,58,"['comedy', 'romance', 'action']",7.156
377,MOVIE,The Trial of Joan of Arc,['FR'],1963,Unknown,62,"['drama', 'european', 'history']",7.153
524,MOVIE,Dead Ringers,"['US', 'CA']",1988,R,116,"['thriller', 'horror', 'drama', 'european']",7.151
1045,MOVIE,Across the Universe,['US'],2007,PG-13,133,"['romance', 'drama', 'fantasy', 'history', 'music']",7.146
703,MOVIE,Matilda,['US'],1996,PG,98,"['fantasy', 'comedy', 'family', 'european']",7.145
1939,MOVIE,Scoob!,['US'],2020,PG,93,"['comedy', 'crime', 'family', 'scifi', 'horror', 'animation', 'fantasy']",7.144
1846,MOVIE,Suicide Squad: Hell to Pay,['US'],2018,R,80,"['action', 'animation']",7.143
1685,MOVIE,Justice League: Gods and Monsters,['US'],2015,PG-13,76,"['fantasy', 'action', 'animation']",7.143
1437,MOVIE,Saving Face,"['US', 'PK']",2012,Unknown,40,"['crime', 'documentation']",7.143
401,MOVIE,Richard III,['GB'],1956,Unknown,155,"['drama', 'history', 'war']",7.143
2166,MOVIE,Belfast,['GB'],2021,PG-13,98,"['drama', 'history']",7.142
432,MOVIE,Lone Wolf and Cub: White Heaven in Hell,['JP'],1974,Unknown,83,"['action', 'drama', 'fantasy', 'history']",7.139
278,MOVIE,The Killing of a Chinese Bookie,['US'],1976,R,135,"['thriller', 'drama', 'crime']",7.137
1557,MOVIE,Mike Tyson: Undisputed Truth,['US'],2013,Unknown,90,"['drama', 'comedy', 'documentation']",7.136
456,MOVIE,Kill!,['JP'],1968,Unknown,115,"['comedy', 'action', 'drama']",7.134
2150,MOVIE,Black Adam,['US'],2022,PG-13,125,"['fantasy', 'scifi', 'action']",7.132
599,MOVIE,The Long Good Friday,['GB'],1981,R,114,"['drama', 'thriller', 'crime']",7.131
1920,MOVIE,Greenland,"['GB', 'US']",2020,PG-13,120,"['drama', 'thriller', 'scifi', 'action']",7.131
1986,MOVIE,Welcome to Chechnya,['US'],2020,Unknown,107,['documentation'],7.129
1295,MOVIE,The Blood of a Poet,['FR'],2010,Unknown,55,"['fantasy', 'european']",7.129
585,MOVIE,An Angel at My Table,"['NZ', 'AU', 'GB']",1990,R,158,['drama'],7.128
96,MOVIE,Red Dust,['US'],1932,Unknown,83,"['drama', 'comedy', 'romance']",7.125
908,MOVIE,The Tuskegee Airmen,['US'],1995,PG-13,106,"['drama', 'history', 'war']",7.124
1014,MOVIE,Chicago,"['DE', 'CA', 'US']",2002,PG-13,113,"['comedy', 'drama', 'crime']",7.122
250,MOVIE,A Star Is Born,['US'],1954,PG,176,"['drama', 'romance']",7.12
864,MOVIE,Gia,['US'],1998,R,126,"['drama', 'romance']",7.117
1007,MOVIE,Kick-Ass,"['US', 'GB']",2010,R,117,"['crime', 'action', 'comedy']",7.116
2212,MOVIE,The Forever Purge,['US'],2021,R,103,"['horror', 'action', 'thriller', 'crime', 'scifi']",7.116
903,MOVIE,Indictment: The McMartin Trial,['US'],1995,R,135,"['drama', 'thriller']",7.111
2272,MOVIE,Profile,"['US', 'RU']",2021,R,106,"['thriller', 'drama']",7.102
1050,MOVIE,You Don't Know Jack,['US'],2010,R,134,"['drama', 'documentation']",7.101
1414,MOVIE,Too Big to Fail,['US'],2011,Unknown,97,"['drama', 'history', 'european']",7.1
1156,MOVIE,Iron Jawed Angels,['US'],2004,Unknown,125,"['drama', 'history']",7.1
2070,MOVIE,Lego DC Batman: Family Matters,"['US', 'DK']",2019,Unknown,72,"['comedy', 'animation', 'action', 'family', 'scifi']",7.1
1671,MOVIE,Mavis!,['US'],2016,Unknown,80,"['documentation', 'music']",7.1
1111,MOVIE,Grey Gardens,['US'],2009,PG,104,['drama'],7.1
1398,MOVIE,The Loving Story,['US'],2011,Unknown,77,"['drama', 'documentation', 'history', 'romance']",7.1
2095,MOVIE,Beth Stelling: Girl Daddy,['US'],2020,Unknown,57,['comedy'],7.1
954,MOVIE,The Assassination of Jesse James by the Coward Robert Ford,"['US', 'CA', 'GB']",2007,R,160,"['drama', 'western', 'history', 'crime']",7.1
1479,MOVIE,Chef,['US'],2014,R,114,"['comedy', 'drama']",7.1
1077,MOVIE,Finding Forrester,['US'],2001,PG-13,136,['drama'],7.1
226,MOVIE,Cleopatra,"['US', 'GB', 'CH']",1963,G,192,"['drama', 'european', 'history', 'romance']",7.1
2222,MOVIE,Street Gang: How We Got to Sesame Street,['US'],2021,PG,107,"['documentation', 'family', 'history']",7.1
2054,MOVIE,El verano que vivimos,['ES'],2020,Unknown,119,"['drama', 'romance', 'european']",7.1
1580,MOVIE,Gasland Part II,['US'],2013,Unknown,125,['documentation'],7.1
1579,MOVIE,Crisis Hotline: Veterans Press 1,['US'],2013,Unknown,40,['documentation'],7.1
201,MOVIE,Superman,"['US', 'GB']",1978,PG,143,"['scifi', 'action', 'family', 'drama', 'romance']",7.1
969,MOVIE,Master and Commander: The Far Side of the World,['US'],2003,PG-13,138,"['drama', 'action', 'war', 'history']",7.1
2023,MOVIE,Reign of the Supermen,['US'],2019,PG-13,87,"['animation', 'action', 'fantasy', 'scifi', 'family']",7.1
1937,MOVIE,Game of Thrones: The Last Watch,['US'],2019,Unknown,114,['documentation'],7.1
705,MOVIE,Point Break,['US'],1991,R,122,"['action', 'thriller', 'crime']",7.1
1873,MOVIE,Warning: This Drug May Kill You,['US'],2017,Unknown,60,['documentation'],7.1
64,MOVIE,Adventures of the Scarlet Pimpernel - Volume 1,['GB'],1934,Unknown,97,['drama'],7.1
578,MOVIE,Terms of Endearment,['US'],1983,PG,132,"['drama', 'comedy']",7.1
1765,MOVIE,The Wife,"['SE', 'GB', 'US']",2018,R,99,"['drama', 'european']",7.1
1851,MOVIE,Solitary,['US'],2017,Unknown,81,['documentation'],7.1
2335,MOVIE,Black Art: In the Absence of Light,['US'],2021,Unknown,85,['documentation'],7.1
1784,MOVIE,The Final Year,['US'],2018,Unknown,89,['documentation'],7.1
1838,MOVIE,Say Her Name: The Life and Death of Sandra Bland,['US'],2018,R,105,['documentation'],7.1
2168,MOVIE,Mortal Kombat,['US'],2021,R,110,"['action', 'fantasy', 'scifi', 'thriller']",7.1
1760,MOVIE,The Leisure Seeker,"['IT', 'FR']",2018,R,112,"['drama', 'romance', 'comedy', 'european']",7.1
533,MOVIE,Body Heat,['US'],1981,R,113,"['romance', 'thriller', 'crime', 'drama']",7.1
820,MOVIE,Ellen DeGeneres: The Beginning,['US'],2000,Unknown,66,"['comedy', 'documentation']",7.1
36,MOVIE,The Thief of Bagdad,['GB'],1940,Unknown,106,"['action', 'fantasy', 'romance', 'family']",7.1
573,MOVIE,Hoosiers,['US'],1987,PG,114,"['drama', 'sport']",7.1
1931,MOVIE,The Bob's Burgers Movie,['US'],2020,PG-13,102,"['comedy', 'animation', 'thriller', 'crime', 'drama']",7.1
