,Type,Title,Country,Director,Cast,Release Year,Date Added,Rating,Duration,Genres,Vote Average
1068,TV Show,The Chosen One,Brazil,Michel Tikhomiroff,"Paloma Bernardi, Renan Tenca, Gutto Szuster, Pedro Caetano, Mariano Mattos Martins, Alli Willow, Kiko Vianello, Francisco Gaspar, Tuna Dwek, Lourinelson Vladmir, Leonardo Ventura, Aury Porto, Glauber Amaral, Astrea Lucena",2019,"December 6, 2019",TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",7.295
571,TV Show,Survivor,United States,Unknown,"Jeff Probst, Jerri Manthey, Colby Donaldson, Rupert Boneham, Parvati Shallow, Rob Mariano, Amanda Kimmel, James Clement, Amber Brkich, Alicia Calaway, Ethan Zohn, Tina Wesson",2014,"November 15, 2020",TV-14,2 Seasons,Reality TV,7.291
222,TV Show,"Nevertheless,",Unknown,Unknown,"Song Kang, Han So-hee, Chae Jong-hyeop, Lee Yul-eum, Yang Hye-ji",2021,"June 20, 2021",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.287
2453,TV Show,The Most Beautiful Hands of Delhi,Sweden,Unknown,"Björn Kjellman, Joy Sengupta, Natasha Jayetileke",2017,"July 20, 2017",TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",7.286
106,TV Show,Navarasa,India,"Bejoy Nambiar, Priyadarshan, Karthik Narain, Vasanth Sai, Karthik Subbaraj, Arvind Swamy, Rathindran R Prasad, Sarjun, Gautham Vasudev Menon","Suriya, Vijay Sethupathi, Revathy, Prakash Raj, Siddarth, Parvathy, Delhi Ganesh, Gautham Vasudev Menon, Anjali, Yogi Babu, Aditi Balan, Remya Nambeesan, Poorna, Prayaga Martin, Rythvika Suriya, Arvind Swamy, Prasanna, Atharva, Bobby Simha, Ashok Selvan, Nedumudi Venu, Kishore",2021,"August 6, 2021",TV-MA,1 Season,TV Shows,7.284
737,TV Show,Moesha,United States,Unknown,"Brandy Norwood, William Allen Young, Sheryl Lee Ralph, Countess Vaughn, Lamont Bentley, Shar Jackson, Marcus T. Paulk, Yvette Wilson",2000,"August 1, 2020",TV-PG,6 Seasons,"TV Comedies, Teen TV Shows",7.281
1991,TV Show,Wakfu: The Quest for the Six Eliatrope Dofus,Unknown,Unknown,"Fanny Bloc, Jules De Jongh, Patrick Béthune, Hugo Chandor, Adeline Chetail, Jessica Bell, Thomas Guitard, Ross Grant, Geneviève Doang",2014,"October 1, 2015",TV-PG,1 Season,Kids' TV,7.277
72,TV Show,Titletown High,Unknown,Unknown,Unknown,2021,"August 27, 2021",TV-14,1 Season,"Reality TV, Teen TV Shows",7.275
2227,TV Show,Kitten Rescuers,United Kingdom,Unknown,Jo Brand,2017,"October 2, 2019",TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",7.274
2165,TV Show,Grand Hotel,Spain,Unknown,"Yon González, Amaia Salamanca, Adriana Ozores, Pedro Alonso, Concha Velasco, Llorenç González, Pep Anton Muñoz, Eloy Azorín, Fele Martínez, Luz Valdenebro, Marta Larralde, Antonio Reyes, Iván Morales, Dion Córdoba, Raquel Sierra",2013," November 1, 2017",TV-PG,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",7.271
92,TV Show,Brand New Cherry Flavor,United States,Unknown,"Rosa Salazar, Eric Lange, Catherine Keener, Jeff Ward, Manny Jacinto, Hannah Levien, Patrick Fischler",2021,"August 13, 2021",TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",7.271
512,TV Show,Anitta: Made In Honório,Brazil,"Andrucha Waddington, Pedro Waddington",Anitta,2020,"December 16, 2020",TV-MA,1 Season,"Docuseries, International TV Shows",7.269
504,TV Show,Rhyme Time Town Singalongs,United States,Unknown,"Luke Amis, Annabelle Westenholz-Smith, Maddie Evans, Jude Muir, Hannah Jane Fox, Rhashan Stone",2020,"December 22, 2020",TV-Y,1 Season,Kids' TV,7.251
1479,TV Show,When Heroes Fly,Israel,Unknown,"Tomer Kapon, Ninet Tayeb, Michael Aloni, Nadav Nates, Moshe Ashkenazi, Vanessa Chaplot, Yael Sharoni, Gil Frank, Oded Fehr, Dan Mor",2018,"January 10, 2019",TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",7.25
2461,TV Show,The Returned,France,Unknown,"Anne Cosigny, Frédéric Pierrot, Clotilde Hesme, Céline Sallette, Samir Guesmi, Guillaume Gouix, Jean-Francois Sivadier, Alix Poisson, Jenna Thiam, Grégory Gadebois, Pierre Perrier, Yara Pilartz, Swann Nambotin, Ana Girardot, Brune Martin, Bertrand Constant, Matila Malliarakis, Constance Dollé, Laetitia de Fombelle, Simon Ehrlacher, Vincent Trouilleux, Jérôme Kircher, Guillaume Marquet, Alma Arnal, Julien Bourdel, François Briault, Gilles Chabrier, Aksel Ustun, Alain Blazquez",2015,"February 17, 2019",TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",7.25
749,TV Show,Shameless (U.S.),United States,Unknown,"William H. Macy, Emmy Rossum, Justin Chatwin, Cameron Monaghan, Jeremy Allen White, Shanola Hampton, Steve Howey, Ethan Cutkosky, Emma Kenney, Laura Wiggins, Joan Cusack",2019,"July 26, 2020",TV-MA,10 Seasons,"TV Comedies, TV Dramas",7.245
1127,TV Show,Haikyu!!,Japan,Unknown,"Ayumu Murase, Kaito Ishikawa, Satoshi Hino, Miyu Irino, Yu Hayashi, Koki Uchiyama, Soma Saito, Nobuhiko Okamoto, Yoshimasa Hosoya, Toshiki Masuda, Kaori Nazuka, Hiroshi Kamiya, Kazunari Tanaka, Daisuke Namikawa, Hiroyuki Yoshino, Sumire Morohoshi, Yuichi Nakamura, Yuki Kaji, Shinnosuke Tachibana, Mark Ishii, Ryohei Kimura, Ryota Takeuchi, Hisao Egawa, Subaru Kimura",2015,"November 1, 2019",TV-14,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows",7.235
364,TV Show,"Nicky, Ricky, Dicky & Dawn",United States,Unknown,"Brian Stepanek, Allison Munn, Aidan Gallagher, Casey Simpson, Mace Coronel, Lizzy Greene",2018,"April 12, 2021",TV-G,4 Seasons,"Kids' TV, TV Comedies",7.234
40,TV Show,Kid Cosmic,United States,Unknown,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",2021,"September 7, 2021",TV-Y7,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",7.219
320,TV Show,StartUp,United States,Unknown,"Adam Brody, Edi Gathegi, Otmara Marrero, Martin Freeman, Ron Perlman, Addison Timlin, Mira Sorvino",2018,"May 4, 2021",TV-MA,3 Seasons,"Crime TV Shows, TV Dramas",7.216
2214,TV Show,Juana Inés,Mexico,Unknown,"Arcelia Ramírez, Arantza Ruiz, Hernán Del Riego, Margarita Sanz, Lisa Owen, Yolanda Corrales, Carlos Valencia, Mauricio Isaac, Pedro de Tavira Egurrola, Emilio Savinni, Néstor Galván, Paulina Matos, Alberto Collado, Rocío García, Luis Maya, Clementina Guadarrama",2016,"January 27, 2017",TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",7.216
919,TV Show,Wassup Man GO!,Unknown,Unknown,Joon Park,2020,"March 27, 2020",TV-MA,1 Season,"International TV Shows, Korean TV Shows, Reality TV",7.212
19,TV Show,Chhota Bheem,India,Unknown,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",2021,"September 16, 2021",TV-Y7,3 Seasons,Kids' TV,7.211
2253,TV Show,Lo que la vida me robó,Mexico,Unknown,"Angelique Boyer, Sebastián Rulli, Luis Roberto Guzmán, Osvaldo Benavides, Daniela Castro, Ana Bertha Espín, Gabriela Rivero, Alejandro Ávila, Alejandra García, Carlos de la Mota, Sergio Sendel, Ferdinando Valencia, Grettell Valdez, Verónica Jaspeado, Margarita Magaña, Alexis Ayala, Alejandra Procuna, Juan Carlos Barreto",2013,"December 31, 2017",TV-14,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",7.21
921,TV Show,Unorthodox,Germany,Unknown,"Shira Haas, Amit Rahav, Jeff Wilbusch, Alex Reid, Ronit Asheri, Delia Mayer, Dina Doronne, David Mandelbaum, Yousef Sweid, Dennenesch Zoudé, Isabel Schosnig, Aaron Altaras, Tamar Amit-Joseph, Safinaz Sattar, Langston Uibel, Aziz Dyab",2020,"March 26, 2020",TV-MA,1 Season,"International TV Shows, TV Dramas",7.204
1813,TV Show,Frequency,United States,Unknown,"Peyton List, Riley Smith, Mekhi Phifer, Devin Kelley, Lenny Jacobson, Daniel Bonjour, Anthony Ruivivar",2016,"September 4, 2017",TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",7.2
1271,TV Show,Bonus Family,Sweden,Unknown,"Vera Vitali, Erik Johansson, Fredrik Hallgren, Petra Mede, Frank Dorsin, Jacob Lundqvist, Amanda Lindh, Marianne Mörck, Barbro Svensson, Ann Petrén, Johan Ulveson, Leo Razzak, Felix Engström",2019,"July 12, 2019",TV-MA,3 Seasons,"International TV Shows, TV Dramas",7.2
1060,TV Show,Cinderella and the Four Knights,South Korea,Unknown,"Jung Il-woo, Ahn Jae-hyeon, Park So-dam, Lee Jung-shin, Kim Yong-geon, Choi Min, Son Na-eun",2016,"December 15, 2019",TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",7.2
1061,TV Show,Crash Landing on You,South Korea,Unknown,"Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun, Oh Man-seok, Kim Young-min, Kim Jung-nan, Kim Sun-young, Hwangwoo Seul-hye",2019,"December 15, 2019",TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",7.2
876,TV Show,Tjovitjo,South Africa,Unknown,"Warren Masemola, Nobulali Dangazele, Rapulana Seiphemo, Sibulele Gcilitshana, Jabulile Mahlambi, Ntosh Madlingozi, Hlengiwe Lushaba, Kanyi Nokwe, Harriet Manamela, Soso Rungqu, Fisiwe Kubeka, Victor Mohale",2017,"April 29, 2020",TV-MA,2 Seasons,"International TV Shows, TV Dramas",7.2
2318,TV Show,Paranormal Survivor,Canada,Unknown,Unknown,2016," August 4, 2017",TV-14,2 Seasons,Docuseries,7.2
2203,TV Show,Inst@famous,United Kingdom,Unknown,Unknown,2018,"December 31, 2018",TV-MA,1 Season,Reality TV,7.2
682,TV Show,Record of Youth,South Korea,Unknown,"Park Bo-gum, Park So-dam, Byeon Woo-seok, Ha Hee-ra, Shin Ae-ra, Han Jin-hee, Shin Dong-mi, Lee Chang-hoon, Kwon Soo-hyun, Cho Yu-jung, Park Su-young, Seo Sang-won, Lee Jae-won",2020,"September 8, 2020",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.2
2168,TV Show,Gunslinger Girl,Japan,Unknown,"Yuuka Nanri, Kanako Mitsuhashi, Eri Sendai, Ami Koshimizu, Hidenobu Kiuchi, Mitsuru Miyamoto, Masashi Ebara, Norihiro Inoue, Rie Nakagawa, Masami Iwasaki, Laura Bailey, Luci Christian, Caitlin Glass, Alese Johnson, Monica Rial, Jerry Jewell, Stephanie Young, Mike McFarland",2008,,TV-14,2 Seasons,"Anime Series, Crime TV Shows",7.2
1628,TV Show,Stay Here,United States,Unknown,"Genevieve Gorder, Peter Lorimer",2018,"August 17, 2018",TV-PG,1 Season,Reality TV,7.2
923,TV Show,Barbie Dreamhouse Adventures: Go Team Roberts,Unknown,Unknown,"America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Emma Galvin, Stephanie Sheh, Desirae Whitfield, Cristina Milizia, Lisa Fuson, Greg Chun, Ritesh Rajan, Eamon Brennan",2020,"March 21, 2020",TV-Y,2 Seasons,Kids' TV,7.2
1223,TV Show,45 rpm,Spain,Unknown,"Carlos Cuevas, Guiomar Puerta, Iván Marcos, Israel Elejalde, Eudald Font, Luis Larrodera, Carmen Gutiérrez, Diana Gómez, Vito Sanz, Marina San José, Pere Ponce, Joan Pera",2019,"August 16, 2019",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",7.2
2066,TV Show,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",Unknown,Unknown,Unknown,2017,"March 31, 2018",TV-PG,1 Season,Kids' TV,7.2
785,TV Show,Dark,"Germany, United States",Unknown,"Louis Hofmann, Oliver Masucci, Jördis Triebel, Maja Schöne, Karoline Eichhorn, Sebastian Rudolph, Anatole Taubman, Mark Waschke, Stephan Kampwirth, Anne Ratte-Polle, Andreas Pietschmann, Lisa Vicari, Michael Mendl, Angela Winkler",2020,"June 27, 2020",TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",7.2
1614,TV Show,Monkey Twins,Thailand,Unknown,"Phakin Khamwilaisak, Sumret Muengput, Alisa Kunkwaeng, Zozeen Panyanut Jirarottanakasem, Akarat Nimitchai, Warawut Poyim, Vithaya Pansringarm, Phutharit Prombandal, Kazu Patrick Tang",2018,"September 2, 2018",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",7.2
2201,TV Show,Inside the Mind of a Serial Killer,United States,Unknown,Unknown,2015,"July 1, 2019",TV-14,1 Season,"Crime TV Shows, Docuseries",7.2
1272,TV Show,Extreme Engagement,Unknown,Unknown,"Tim Noonan, PJ Madam",2019,"July 12, 2019",TV-MA,1 Season,"International TV Shows, Reality TV",7.189
539,TV Show,Room 2806: The Accusation,France,Jalil Lespert,Unknown,2020,"December 7, 2020",TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",7.185
280,TV Show,Ben & Holly's Little Kingdom,United Kingdom,Unknown,"Preston Nyman, Sian Taylor, Ian Puleston-Davies, Sara Crowe, Sarah Ann Kennedy, Judy Flynn, John Sparkes, David Graham",2019,"June 2, 2021",TV-Y,2 Seasons,Kids' TV,7.182
2362,TV Show,Reggie Yates Outside Man,United Kingdom,Unknown,Reggie Yates,2017," December 15, 2017",TV-MA,2 Seasons,"British TV Shows, Docuseries, International TV Shows",7.179
1757,TV Show,Wormwood,United States,Unknown,"Peter Sarsgaard, Molly Parker, Christian Camargo, Scott Shepherd, Tim Blake Nelson, Jimmi Simpson, Bob Balaban, Michael Chernus",2017,"December 15, 2017",TV-14,1 Season,"Crime TV Shows, Docuseries",7.174
2,TV Show,Jailbirds New Orleans,US,Unknown,Unknown,2021,"September 24, 2021",TV-MA,1 Season,"Docuseries, Reality TV",7.173
2222,TV Show,Khan: No. 1 Crime Hunter,India,Unknown,Rajesh Sharma,2018,"May 1, 2018",TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",7.169
55,TV Show,Brave Animated Series,Unknown,Unknown,"Tseng Yun-fan, Kao Yun-shuo, Chiang Ching-yen, Meng Ching-fu, Huang Bai-wei, Ma Kuo-yao, Chen Yen-chun, Sun Ke-fang, Kai Yang-niu, Chen Yu-wen, Nick Liao, Lin Kai-ling, Mickey Huang, Liu Kuan-ting, Jiang Du-hui",2021,"September 1, 2021",TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",7.169
1148,TV Show,Monzón: A Knockout Blow,Argentina,Unknown,"Jorge Román, Mauricio Paniagua, Carla Quevedo, Paloma Ker, Soledad Silveyra, Diego Cremonesi, Florencia Raggi, Gustavo Garzón, Yayo Guridi, Fabián Arenillas, Nacho Gadano, Belén Chavanne",2018,"October 25, 2019",TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",7.167
879,TV Show,My Secret Romance,South Korea,Unknown,"Sung Hoon, Song Ji-eun, Kim Jae-young, Jeong Da-sol, Lee Kan-hee, Kim Jong-goo, Park Sin-un, Jeon So-min",2017,"April 25, 2020",TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",7.156
1840,TV Show,Degrassi: Next Class,Canada,Stefan Brogren,"Amanda Arcuri, Amir Bageria, Soma Bhatia, Jamie Bloch, Stefan Brogren, Chelsea Clark, Reiya Downs, Ana Golja, Nikki Gould, Ricardo Hoyos, Ehren Kassam, Andre Kim, Lyle Lettau, Spencer MacPherson, Eric Osborne, Dante Scott, Olivia Scriven, Sara Waisglass, Richard Walters",2017,"July 7, 2017",TV-14,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",7.152
972,TV Show,We Bare Bears,United States,Unknown,"Eric Edelstein, Demetri Martin, Bobby Moynihan",2018,"February 12, 2020",TV-Y,2 Seasons,"Kids' TV, TV Comedies",7.152
1427,TV Show,Disappearance,Egypt,Unknown,"Nelly Karim, Mohamed Mamdouh, Hesham Selim",2018,"March 8, 2019",TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",7.149
212,TV Show,StarBeam,United States,Unknown,"Nahanni Mitchell, Dean Petriw, Terry Klassen, Sam Vincent, Rhona Rees, Diana Kaarina",2021,"June 29, 2021",TV-Y,4 Seasons,Kids' TV,7.148
1242,TV Show,Dollar,Lebanon,Unknown,"Adel Karam, Amel Bouchoucha",2019,"August 8, 2019",TV-MA,1 Season,"International TV Shows, TV Dramas",7.147
403,TV Show,The Houseboat,Germany,Unknown,"Olli Schulz, Fynn Kliemann",2021,"March 9, 2021",TV-14,1 Season,"Docuseries, International TV Shows",7.143
1717,TV Show,Bad Guys: Vile City,South Korea,Unknown,"Joong-hoon Park, Jin-mo Joo, Yang Ik-june, Moo-Yul Kim, Ji Soo, Young-chang Song, Hong-Fa Kim, Tae-ho Ryu, Yu-seok Kim, Soo-young Park, Yoon-hee Lee",2018,"March 8, 2018",TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",7.138
2480,TV Show,Tientsin Mystic,China,Unknown,"Li Xian, Zhang Ming En, Wang Zixuan, Chen Yumi, Tang Yinuo, Wei Qing, Yang Shuming, Chen Jian, Kang Enhe, Dong Xiangrong",2017,"February 9, 2018",TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.134
271,TV Show,L.A.’s Finest,United States,Unknown,"Jessica Alba, Gabrielle Union",2021,"June 9, 2021",TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Comedies",7.127
1658,TV Show,First Team: Juventus,United States,Unknown,Unknown,2018,"July 6, 2018",TV-PG,2 Seasons,"Docuseries, International TV Shows",7.125
1339,TV Show,White Gold,United Kingdom,Unknown,"Ed Westwick, James Buckley, Joe Thomas, Lauren O'Rourke, Linzey Cocker, Nigel Lindsay, Lloyd Hutchinson, Lee Ross",2019,"May 17, 2019",TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",7.124
1045,TV Show,The Degenerates,Unknown,Unknown,"Big Jay Oakerson, Brad Williams, Yamaneika Saunders, Liza  Treyger, Joey Diaz, Christina Pazsitzky",2019,"December 31, 2019",TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",7.121
1047,TV Show,The Disastrous Life of Saiki K.: Reawakened,Japan,Unknown,"Hiroshi Kamiya, Daisuke Ono, Nobunaga Shimazaki, Satoshi Hino, Natsuki Hanae, Ai Kayano, Yukari Tamura, Maaya Uchida, Yoshimasa Hosoya, Masaya Matsukaze, Tomoaki Maeno, Kenji Nojima, Mitsuo Iwata, Rikako Aikawa, Yuki Kaji, Eri Kitamura, M・A・O, Kensho Ono, Kohsuke Toriumi, Nao Toyama",2019,"December 30, 2019",TV-14,1 Season,"Anime Series, International TV Shows",7.121
2053,TV Show,Blood & Treasures,Thailand,Unknown,"Nawat Kulrattanarak, Woranuch Wongsawan, Jespipat Tilapornputt, Paramej Noiam, Phutharit Prombandal",2016,"July 14, 2018",TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",7.12
638,TV Show,H2O: Just Add Water,Australia,Unknown,"Cariba Heine, Phoebe Tonkin, Angus McLaren, Burgess Abernethy, Claire Holt, Alan David Lee, Cleo Massey, Jamie Timony",2009,"October 2, 2020",TV-PG,3 Seasons,"Kids' TV, TV Dramas",7.116
1756,TV Show,Cheuk Wan-Chi: Two Night Stand,Unknown,Unknown,Cheuk Wan Chi,2015,"December 15, 2017",TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",7.113
1300,TV Show,Magi: The Labyrinth of Magic,Japan,Unknown,"Kaori Ishihara, Yuki Kaji, Haruka Tomatsu, Daisuke Ono, Ryohei Kimura, Yoshimasa Hosoya, Takahiro Sakurai, Showtaro Morikubo, Yui Horie, Tomokazu Sugita",2013,"June 21, 2019",TV-MA,2 Seasons,"Anime Series, International TV Shows",7.113
1573,TV Show,Salt Fat Acid Heat,Unknown,Unknown,Samin Nosrat,2018,"October 11, 2018",TV-PG,1 Season,Docuseries,7.113
2008,TV Show,A Good Wife,Taiwan,Unknown,"Tien Hsin, Christopher Lee, Darren Chiu, Shara Lin, Blaire Chang, Xi Man-Ning, Chu De-Kang",2013,"January 1, 2017",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.104
1419,TV Show,Robozuna,United Kingdom,Unknown,"Taylor Clarke-Hill, Tom Clarke-Hill, Larissa Murray, Brianna Price, Michael Obiora, Morwenna Banks, Rufus Jones, Duncan Wisbey, Danny John-Jules, Ali A",2018,"March 15, 2019",TV-Y7,2 Seasons,"British TV Shows, Kids' TV",7.1
1432,TV Show,Cricket Fever: Mumbai Indians,India,Unknown,Unknown,2019,"March 1, 2019",TV-MA,1 Season,"Docuseries, International TV Shows",7.1
243,TV Show,Why Are You Like This,Australia,Unknown,"Naomi Higgins, Olivia Junkeer, Wil King",2021,"June 19, 2021",TV-MA,1 Season,"International TV Shows, TV Comedies",7.1
1672,TV Show,Dinosaur King,Japan,Unknown,"Megumi Matsumoto, Matsuri Mizuguchi, Tomoko Kobashi, Asuka Tanii, Seiko Tamura, Veronica Taylor, Sebastian Arcelus, Kether Donohue, Rachael Lillis, Madeleine Blaustein",2008,"June 2, 2018",TV-Y7,2 Seasons,"Anime Series, Kids' TV",7.1
2432,TV Show,The Furchester Hotel,"United Kingdom, United States",Unknown,"Sarah Burgess, Ryan Dillon, Louise Gold, David Rudman, Andrew Spooner, Mak Wilson",2015," February 1, 2017",TV-Y,2 Seasons,"British TV Shows, Kids' TV",7.1
2153,TV Show,Gargantia on the Verdurous Planet,Japan,Unknown,"Kaito Ishikawa, Hisako Kanemoto, Ai Kayano, Kana Asumi, Shizuka Ito, Sayaka Ohara, Katsuyuki Konishi, Yuka Terasaki, Yuki Ono, Tomokazu Sugita, Ayumi Fujimura, Alan Lee, Cassandra Morris, Natalie Hoover, Janice Kawaye, Laura Post, Julie Ann Taylor, Patrick Seitz, Michelle Ruff, Marc Diraison, Matthew Mercer, Karen Strassman",2013,"December 1, 2016",Unknown,1 Season,"Anime Series, International TV Shows",7.1
2152,TV Show,Galavant,United States,Unknown,"Joshua Sasse, Timothy Omundson, Vinnie Jones, Mallory Jansen, Karen David, Luke Youngblood",2016," September 7, 2016",TV-PG,2 Seasons,"TV Action & Adventure, TV Comedies",7.1
487,TV Show,Jenni Rivera: Mariposa de Barrio,United States,Unknown,"Angélica Celaya, Gabriel Porras, Rosalinda Rodríguez, Samadhi Zendejas, Tony Garza, Regina Orquín, Enrique Montaño, Adrián Carvajal, Emmanuel Morales, Adriano Zendejas, Xavier Ruvalcaba, Raúl Sandoval, Mauricio Novoa, Uriel del Toro, Ana Wolfermann, Stephanie Arcila, Vanessa Pose, Alma Matrecito",2017,"January 1, 2021",TV-MA,1 Season,"Spanish-Language TV Shows, TV Dramas",7.1
2178,TV Show,Helix,"United States, Canada",Unknown,"Billy Campbell, Hiroyuki Sanada, Kyra Zagorsky, Mark Ghanimé, Meegwun Fairbrother, Jordan Hayes, Neil Napier, Matt Long, Severn Thompson, Jeri Ryan, Catherine Lemieux",2015,"November 10, 2018",TV-MA,1 Season,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",7.1
1639,TV Show,The Could’ve-Gone-All-the-Way Committee,Japan,Unknown,"Jiro Sato, Mai Shiraishi, Takayuki Yamada, Shotaro Mamiya, Tamotsu Kanshuji, Yuka Ogura, Kenta Hamano, Yuka Kuramochi, Yuki Morinaga, Rena Takeda, Munenori Nagano, Shiori Enatsu, Toru Tezuka, Yosuke Sugino, Maika Yamamoto, Akiyoshi Nakao, Aoi Morikawa, Masato Yano, Mari Yamachi, Megumi, Mayuko Fukuda, Yuta Koseki",2018,"August 1, 2018",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.1
472,TV Show,The Magicians,"United States, Canada",Unknown,"Jason Ralph, Arjun Gupta, Hale Appleman, Stella Maeve, Summer Bishil, Olivia Taylor Dudley, Jade Tailor, Rick Worthy, Mackenzie Astin, Kacey Rohl, Charles Mesure, Keegan Connor Tracy, Trevor Einhorn",2020,"January 15, 2021",TV-MA,5 Seasons,"TV Dramas, TV Sci-Fi & Fantasy",7.1
2447,TV Show,The Making of Frozen Planet,"United Kingdom, United States, Spain, Germany, Greece, Canada",Unknown,David Attenborough,2012,"January 28, 2016",TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",7.1
1298,TV Show,Girls Incarcerated,United States,Unknown,Unknown,2019,"June 21, 2019",TV-MA,2 Seasons,"Docuseries, Reality TV",7.099
2105,TV Show,Deep Water,Australia,Unknown,"Noah Taylor, Yael Stone, Jeremy Lindsay Taylor, Danielle Cormack, Ben Oxenbould, Dan Spielman, Craig McLachlan, William McInnes, Olivia McNamara, John Brumpton, Simon Burke, Simon Elrahi, Victoria Haralabidou, Renee Lim, Julian Maroun, George Harrison Xanthis",2016,"July 1, 2017",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.093
660,TV Show,The Playbook,United States,Unknown,Unknown,2020,"September 22, 2020",TV-MA,1 Season,Docuseries,7.091
908,TV Show,How to Fix a Drug Scandal,United States,Unknown,Unknown,2020,"April 1, 2020",TV-MA,1 Season,"Crime TV Shows, Docuseries",7.09
911,TV Show,Saint Seiya,Japan,Unknown,"Toru Furuya, Hirotaka Suzuoki, Ryo Horikawa, Koichi Hashimoto, Hideyuki Hori, Keiko Han, Yuriko Yamamoto, Kohei Miyauchi, Mami Koyama",1986,"April 1, 2020",TV-14,6 Seasons,Anime Series,7.09
1375,TV Show,Street Food,United States,Unknown,Unknown,2019,"April 26, 2019",TV-PG,1 Season,Docuseries,7.089
1310,TV Show,Unit 42,Belgium,Unknown,"Patrick Ridremont, Constance Gay, Tom Audenaert, Roda Fawaz, Danitza Athanassiadis",2017,"June 15, 2019",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.083
1925,TV Show,Captive,United Kingdom,Unknown,Unknown,2016,"December 9, 2016",TV-MA,1 Season,"Crime TV Shows, Docuseries",7.078
1593,TV Show,DRAGON PILOT: Hisone & Masotan,Japan,Unknown,"Misaki Kuno, Tomoyo Kurosawa, Maki Kawase, Satomi Arai, Kaori Nazuka, Romi Park, Yuki Kaji, Yukitoshi Tokumoto, Rie Kugimiya, Junichi Suwabe, Jouji Nakata",2018,"September 21, 2018",TV-14,1 Season,"Anime Series, International TV Shows",7.071
1948,TV Show,Spotless,"United Kingdom, France",Unknown,"Marc-André Grondin, Denis Ménochet, Miranda Raison, Doug Allen, Liam Garrigan, Ciarán Owens, Kate Magowan, Tanya Fear, Naomi Radcliffe, Lucy Akhurst, Jemma Donovan, Niall Hayes, Brendan Coyle",2015,"October 15, 2016",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.069
