,Type,Title,Country,Director,Cast,Release Year,Date Added,Rating,Duration,Genres,Vote Average
2559,Movie,Tim Minchin: So F**king Rock,United Kingdom,Matt Askem,Tim Minchin,2008,"December 31, 2018",TV-MA,127 min,"Music & Musicals, Stand-Up Comedy",5.5
1977,Movie,The Irishman,United States,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel, Ray Romano, Bobby Cannavale, Anna Paquin, Stephen Graham, Stephanie Kurtzuba, Kathrine Narducci, Welker White, Jesse Plemons, Jack Huston, Domenick Lombardozzi, Louis Cancelmi, Paul Herman, Gary Basaraba, Marin Ireland, Sebastian Maniscalco, Steven Van Zandt",2019,"November 27, 2019",R,209 min,Dramas,5.5
5742,Movie,Used Goods,Egypt,Mohamed Hamdy,"Mohamed Ragab, Ayten Amer, Hassan Abdulfattah",2018,"September 1, 2019",TV-14,95 min,"Action & Adventure, Comedies, International Movies",5.5
2397,Movie,Jeff Dunham: Controlled Chaos,United States,"Michael Simon, Matthew McNeil",Jeff Dunham,2011,"March 15, 2019",TV-MA,97 min,Stand-Up Comedy,5.5
4323,Movie,French Dirty,United States,"Wade Allain-Marcus, Jesse Allain-Marcus","Wade Allain-Marcus, Arjun Gupta, Melina Lizette, Elsa Biedermann, Katie Blake, Santana Dempsey",2015,"February 4, 2016",TV-MA,72 min,"Dramas, Independent Movies",5.5
1727,Movie,Masameer - The Movie,Saudi Arabia,Malik Nejer,"Malik Nejer, Shahad Alahmari, Abdulaziz Almuzaini, Yousef Aldakheel",2020,"March 19, 2020",TV-14,100 min,"Comedies, International Movies",5.5
3166,Movie,The Journey Is the Destination,United States,Bronwen Hughes,"Ben Schnetzer, Kelly Macdonald, Sam Hazeldine, Ella Purnell, Maria Bello, Yusra Warsama",2016,"November 7, 2017",R,123 min,Dramas,5.5
1086,Movie,Nobody Sleeps in the Woods Tonight,Poland,Bartosz M. Kowalski,"Julia Wieniawa-Narkiewicz, Michał Lupa, Wiktoria Gąsiewska, Stanisław Cywka, Sebastian Dela, Gabriela Muskała, Michał Zbroja, Mirosław Zbrojewicz, Piotr Cyrwus, Olaf Lubaszenko, Wojciech Mecwaldowski",2020,"October 28, 2020",TV-MA,103 min,"Horror Movies, International Movies",5.5
4560,Movie,Jail,India,Madhur Bhandarkar,"Neil Nitin Mukesh, Manoj Bajpayee, Mugdha Godse, Arya Babbar, Chetan Pandit, Rahul Singh, Navni Parihar, Manish Mehta",2009,"December 31, 2019",TV-14,132 min,"Dramas, International Movies",5.5
5224,Movie,Shuddhi,"India, United States",Adarsh Eshwarappa,"Lauren Spartano, Niveditha, Amrutha Karagada, Shashank Purushotham, Sidhartha Maadhyamika, Ajay Raj, Sanchari Vijay, Veena Sundar",2017,"March 1, 2018",TV-14,115 min,"Dramas, International Movies, Thrillers",5.5
782,Movie,Brian Regan: On the Rocks,United States,Troy Miller,Brian Regan,2021,"February 23, 2021",TV-G,58 min,Stand-Up Comedy,5.496
2709,Movie,W/O Ram,India,Vijay Yelakanti,"Lakshmi Manchu, Aadarsh Balakrishna, Priyadarshi Pullikonda, Samrat Reddy, Shrikanth Iyyangar, Shrusti Dange",2018,"October 26, 2018",TV-MA,115 min,"Dramas, International Movies, Thrillers",5.495
2121,Movie,Birders,"United States, Mexico",Otilia Portillo Padua,Unknown,2019,"September 25, 2019",TV-G,38 min,"Documentaries, International Movies",5.493
5735,Movie,Under The Skin,"Switzerland, United Kingdom, United States",Jonathan Glazer,"Scarlett Johansson, Krystof Hádek, Jeremy McWilliams, Joe Szula, Lynsey Taylor Mackay, Dougie McConnell, Kevin McAlinden, Andrew Gorman, Roy Armstrong, Alison Chand, Paul Brannigan",2013,"July 15, 2018",R,108 min,"Dramas, Independent Movies, International Movies",5.493
3841,Movie,An Hour and a Half,Egypt,Wael Ehsan,"Eyad Nassar, Ahmed Bedir, Fathy Abdel Wahab, Sawsan Badr, Maged El Kedwany, Tarek Abdel Aziz, Karima Mokhtar, Yousra El Lozy, Somaya El Khashab, Mohamed Emam",2012,"April 26, 2019",TV-14,87 min,"Dramas, International Movies",5.49
5009,Movie,Patron Mutlu Son Istiyor,Turkey,Kıvanç Baruönü,"Tolga Çevik, Ezgi Mola, Murat Başoğlu, Erkan Can, Ersin Korkut, Mustafa Uzunyılmaz, Nusret Çetinel, Ayşenur Yazıcı",2014,"March 10, 2017",TV-MA,105 min,"Comedies, International Movies, Romantic Movies",5.49
3032,Movie,Layla M.,"Netherlands, Belgium, Germany, Jordan",Mijke de Jong,"Nora El Koussour, Ilias Addab, Mohammed Azaay, Esma Abouzahra, Bilal Wahib, Nezha Karim, Ayisha Siddiqi, Aziz Akazim, Hassan Akkouch, Husam Chadat",2016,"March 23, 2018",TV-MA,99 min,"Dramas, International Movies",5.488
1924,Movie,Luck by Chance,India,Zoya Akhtar,"Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia, Isha Sharvani, Sanjay Kapoor, Juhi Chawla, Hrithik Roshan, Alyy Khan, Sheeba Chaddha",2009,"December 15, 2019",TV-14,156 min,"Dramas, International Movies, Romantic Movies",5.487
2379,Movie,Oversize Cops,Thailand,"Chanon Yingyong, Phuwanit Pholdee","Sarun Cinsuvapala, Pramote Pathan, Suphachai Subprasert, Somyos Matures, Supavitch Nepremwattana, Nachjaree Horvejkul, Jatupone Chompoonich, Chertsak Pratumseesakhon",2017,"March 23, 2019",TV-MA,100 min,"Action & Adventure, Comedies, International Movies",5.484
3657,Movie,The Short Game,United States,Josh Greenbaum,"Sky Sudberry, Allan Kournikova, Jed Dy, Zamokuhle Nxasana, Alexa Pano, Amari Avery, Augustin Valery, Kuang Yang, Jack Nicklaus, Gary Player",2013,"December 12, 2013",PG,100 min,"Children & Family Movies, Documentaries, Sports Movies",5.48
2283,Movie,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,,"Mike Diva, Akiva Schaffer","Andy Samberg, Akiva Schaffer, Jorma Taccone, Hannah Simone, Jenny Slate, Sterling K. Brown, Jim O'Heir, Maya Rudolph, Stephanie Beatriz, Alana Haim, Este Haim, Danielle Haim",2019,"May 23, 2019",TV-MA,30 min,"Comedies, Music & Musicals, Sports Movies",5.477
1997,Movie,The Green Inferno,"United States, Chile",Eli Roth,"Ignacia Allamand, Daryl Sabara, Nicolás Martínez, Lorenza Izzo, Ariel Levy, Magda Apanowicz, Sky Ferreira, Kirby Bliss Blanton, Aaron Burns, Ramón Llao, Richard Burgi",2013,"November 16, 2019",R,101 min,"Horror Movies, Independent Movies",5.476
4473,Movie,Hostiles,United States,Scott Cooper,"Christian Bale, Rosamund Pike, Wes Studi, Jesse Plemons, Timothée Chalamet, Ben Foster, Adam Beach, Rory Cochrane, Peter Mullan, Scott Wilson, Paul Anderson, Jonathan Majors, John Benjamin Hickey, Q'orianka Kilcher, Ryan Bingham",2017,"August 15, 2018",R,134 min,Dramas,5.475
4794,Movie,Memory Games,"Germany, United States, Sweden","Janet Tobias, Claus Wehlisch",Unknown,2018,"June 19, 2019",TV-14,86 min,Documentaries,5.473
1000,Movie,Unexpectedly Yours,Philippines,Cathy Garcia-Molina,"Sharon Cuneta, Robin Padilla, Julia Barretto, Joshua Garcia, John Estrada, Pilar Pilapil, Marissa Delgado, Maritoni Fernandez",2017,"November 26, 2020",TV-14,121 min,"Comedies, International Movies, Romantic Movies",5.471
5456,Movie,The Flying Guillotine,Hong Kong,Meng Hua Ho,"Kuan Tai Chen, Feng Ku, Hung Wei, Wu Chi Liu, Yang Chiang",1975,"July 28, 2018",TV-MA,101 min,"Action & Adventure, Dramas, International Movies",5.471
3842,Movie,An Interview with God,United States,Perry Lang,"Brenton Thwaites, David Strathairn, Hill Harper, Charlbi Dean, Yael Grobglas",2018,"March 1, 2019",TV-PG,97 min,"Dramas, Faith & Spirituality",5.467
4958,Movie,Omar and Salma 3,Egypt,Mohamed Samy,"Tamer Hosny, Mai Ezzidine, Ezzat Abou Aouf, Lamitta Frangieh",2012,"April 25, 2019",TV-MA,97 min,"Comedies, International Movies, Romantic Movies",5.467
4642,Movie,Krish Trish and Baltiboy,,Unknown,"Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",2009,"September 8, 2017",TV-Y7,58 min,Children & Family Movies,5.463
5533,Movie,The Lord of the Rings: The Return of the King,"New Zealand, United States",Peter Jackson,"Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving",2003,"January 1, 2020",PG-13,201 min,"Action & Adventure, Sci-Fi & Fantasy",5.463
1729,Movie,Lu Over the Wall,Japan,Masaaki Yuasa,"Kanon Tani, Shota Shimoda, Shinichi Shinohara, Akira Emoto, Soma Saito, Minako Kotobuki, Daigo, Nobu",2017,"March 18, 2020",PG,113 min,"Anime Features, Music & Musicals, Sci-Fi & Fantasy",5.461
5330,Movie,Tahaan,India,Santosh Sivan,"Purav Bhandare, Anupam Kher, Rahul Bose, Victor Banerjee, Ankush Dubey, Rasika Dugal, Rahul Khanna, Sana Shaikh, Dheirya Sonecha, Fatima Sana Shaikh, Sarika",2008,"July 15, 2018",TV-14,95 min,"Dramas, International Movies",5.455
698,Movie,At Eternity's Gate,"Ireland, Switzerland, United Kingdom, France, United States",Julian Schnabel,"Willem Dafoe, Rupert Friend, Oscar Isaac, Mads Mikkelsen, Mathieu Amalric, Emmanuelle Seigner, Niels Arestrup, Anne Consigny, Amira Casar, Vincent Perez, Lolita Chammah, Stella Schnabel, Vladimir Consigny",2018,"March 31, 2021",PG-13,111 min,Dramas,5.453
4390,Movie,Gran Torino,"Germany, United States",Clint Eastwood,"Clint Eastwood, Bee Vang, Ahney Her, Christopher Carley, John Carroll Lynch, Brian Haley, Geraldine Hughes, Brian Howe, William Hill, Dreama Walker",2008,"October 1, 2020",R,117 min,Dramas,5.453
4601,Movie,Kate & Leopold,United States,James Mangold,"Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman",2001,"January 1, 2020",PG-13,118 min,"Comedies, Romantic Movies",5.452
4970,Movie,One Night Stand,India,Jasmine D'Souza,"Tanuj Virwani, Sunny Leone, Narendra Jetley, Aamir Ahmed, Kapil Punjabi, Madhurima Banerjee, Ninad Kamat, Geeta Bisht",2016,"October 15, 2017",TV-MA,93 min,"Dramas, International Movies, Music & Musicals",5.452
5078,Movie,Rajnigandha,India,Basu Chatterjee,"Vidya Sinha, Amol Palekar, Dinesh Thakur, Ranjita Thakur, Veena Gaud, Manju Maini",1974,"December 31, 2019",TV-PG,104 min,"Comedies, Dramas, Independent Movies",5.444
2832,Movie,​​Kuch Bheege Alfaaz,India,Onir,"Geetanjali Thapa, Zain Khan Durrani, Shray Rai Tiwari, Mona Ambegaonkar, Chandreyee Ghosh, Barun Chanda, Saheb Bhattacharjee, Shefali Chauhan",2018,"September 1, 2018",TV-14,110 min,"Dramas, Independent Movies, International Movies",5.441
1633,Movie,The Silence of the Marsh,Spain,Marc Vigil,"Pedro Alonso, Nacho Fresneda, Carmina Barrios, José Ángel Egido, Àlex Monner, Raúl Prieto, Maite Sandoval, Javier Godino, Luis Zahera, Miguel de Lira",2019,"April 22, 2020",TV-MA,93 min,"International Movies, Thrillers",5.441
5755,Movie,Vizontele Tuuba,Turkey,Yılmaz Erdoğan,"Yılmaz Erdoğan, Tarık Akan, Altan Erkekli, Cezmi Baskın, İclal Aydın, Demet Akbağ, Tuba Ünsal, Tolga Çevik",2004,"March 10, 2017",NR,106 min,"Comedies, Dramas, International Movies",5.44
4448,Movie,Hide and Seek,China,Liu Jie,"Wallace Huo, Qin Hailu, Regina Wan, Jessie Li, Dong Zijian, Li Yiqing, Fan Qianhui",2016,"August 19, 2017",TV-14,104 min,"International Movies, Thrillers",5.438
4464,Movie,Homeland,,Anindya Chatterjee,"Parambrata Chatterjee, Ani Hovhannisyan, Jonathan Dumontier, Varzu, Sylvie de Neef, Prakashchandra Roy, Nicolas Pierson, Anahit Simonyan",2019,"October 15, 2019",TV-PG,73 min,"Dramas, Independent Movies, International Movies",5.438
3977,Movie,Blinky Bill: The Movie,"Australia, United States",Deane Taylor,"Ryan Kwanten, Rufus Sewell, Toni Collette, Robin McLeavy, David Wenham, Barry Humphries, Richard Roxburgh, Deborah Mailman, Barry Otto",2015,"February 8, 2017",PG,91 min,Children & Family Movies,5.432
4912,Movie,No Estoy Loca,Chile,Nicolás López,"Paz Bascuñán, Marcial Tagle, Antonia Zegers, Carolina Paulsen, Gabriela Hernandez, Fernanda Urrejola, Luis Pablo Román, Loreto Aravena, Ariel Levy, Ignacia Allamand, Ramón Llao",2018,"May 4, 2018",TV-MA,116 min,"Comedies, Dramas, International Movies",5.431
5306,Movie,Sudani from Nigeria,India,Zakariya,"Soubin Shahir, Samuel Abiola Robinson, Savithri Sredharan, Aneesh Menon",2018,"August 1, 2018",TV-14,115 min,"Comedies, Dramas, International Movies",5.43
1607,Movie,Küçük Esnaf,Turkey,Bedran Güzel,"İbrahim Büyükak, Zeynep Koçak, Gupse Özay, Cengiz Bozkurt",2016,"April 28, 2020",TV-MA,100 min,"Comedies, International Movies",5.429
934,Movie,Braven,Canada,Lin Oeding,"Jason Momoa, Garret Dillahunt, Jill Wagner, Stephen Lang, Sasha Rosoff, Sala Baker, Fraser Aitcheson, Teach Grant, Glenn Ennis, Todd Scott, Zahn McClarnon, Brendan Fletcher",2018,"December 17, 2020",R,94 min,Action & Adventure,5.425
2749,Movie,Monty Python: Before the Flying Circus,United Kingdom,Will Yapp,"Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese",2000,"October 2, 2018",TV-MA,56 min,"Comedies, Documentaries",5.423
4761,Movie,Manolo: The Boy Who Made Shoes for Lizards,United Kingdom,Michael Roberts,"Manolo Blahnik, Anna Wintour, André Leon Talley, Paloma Picasso, Candace Bushnell, Iman, Rihanna, Naomi Campbell, Isaac Mizrahi, Rupert Everett, Sofia Coppola, John Galliano",2017,"January 15, 2018",TV-MA,89 min,"Documentaries, International Movies",5.42
3482,Movie,3 Türken & ein Baby,Germany,Sinan Akkuş,"Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar",2015,"December 15, 2016",TV-MA,93 min,"Comedies, International Movies",5.417
200,Movie,Catch Me If You Can,"United States, Canada",Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin",2002,"August 1, 2021",PG-13,142 min,Dramas,5.417
5642,Movie,The Trip to Spain,United Kingdom,Michael Winterbottom,"Steve Coogan, Rob Brydon, Marta Barrio, Claire Keelan, Margo Stilley",2016,"December 12, 2017",TV-MA,108 min,Comedies,5.415
3073,Movie,Mute,"United Kingdom, Germany",Duncan Jones,"Alexander Skarsgård, Paul Rudd, Justin Theroux",2018,"February 23, 2018",TV-MA,127 min,"Sci-Fi & Fantasy, Thrillers",5.412
3623,Movie,Anjelah Johnson: Not Fancy,United States,Jay Karas,Anjelah Johnson-Reyes,2015,"October 2, 2015",TV-14,64 min,Stand-Up Comedy,5.41
2339,Movie,Bollywood Calling,India,Nagesh Kukunoor,"Om Puri, Pat Cusick, Navin Nischol, Perizaad Zorabian",2001,"April 15, 2019",TV-MA,102 min,"Comedies, Dramas, International Movies",5.409
4204,Movie,Dr. Seuss' The Cat in the Hat,United States,Bo Welch,"Mike Myers, Alec Baldwin, Kelly Preston, Dakota Fanning, Spencer Breslin, Amy Hill, Sean Hayes, Dan Castellaneta",2003,"May 1, 2019",PG,82 min,"Children & Family Movies, Comedies",5.407
4877,Movie,"My Schoolmate, the Barbarian",Hong Kong,"Siu-hung Chung, Wong Jing","Nicholas Tse, Stephen Fung, Joey Yung, Samuel Pang, Serena Po, Ken Chung, Hyper BB, Ka Ho Yu, Frankie Chi-Hung Ng, Lai Hing Chan",2001,"August 16, 2018",TV-14,90 min,"Action & Adventure, Comedies, International Movies",5.405
3008,Movie,"Ram Dass, Going Home",United States,Derek Peck,Ram Dass,2018,"April 6, 2018",TV-14,32 min,"Documentaries, Faith & Spirituality",5.405
4205,Movie,Dr. Seuss' The Grinch,"France, China, Japan, United States","Scott Mosier, Yarrow Cheney","Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams, Kenan Thompson, Angela Lansbury",2018,"June 5, 2019",PG,86 min,"Children & Family Movies, Comedies",5.404
4525,Movie,Incredibles 2 (Spanish Version),United States,Brad Bird,"Víctor Trujillo, Consuelo Duval, Darío T. Pie, Leyla Rangel, Oliver Díaz Barba, Dulce Guerrero, Eli Fucile, Martin Hernandez",2018,"February 8, 2019",PG,118 min,"Children & Family Movies, Comedies",5.4
5455,Movie,The Flintstones in Viva Rock Vegas,United States,Brian Levant,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Joan Collins, Thomas Gibson, Alan Cumming",2000,"October 1, 2019",PG,91 min,"Children & Family Movies, Comedies, Romantic Movies",5.4
2380,Movie,Mirage,Spain,Oriol Paulo,"Adriana Ugarte, Chino Darín, Javier Gutiérrez, Álvaro Morte, Nora Navas, Miquel Fernández, Clara Segura, Mima Riera, Aina Clotet, Albert Pérez, Julio Bohigas-Couto, Belén Rueda",2018,"March 22, 2019",TV-MA,129 min,"Dramas, International Movies, Sci-Fi & Fantasy",5.4
1676,Movie,David Batra: Elefanten i rummet,Sweden,"David Batra, Jon Rudberg",David Batra,2020,"April 1, 2020",TV-MA,77 min,Stand-Up Comedy,5.4
5736,Movie,Undercover Grandpa,Canada,Erik Canuel,"James Caan, Jessica Walter, Louis Gossett Jr., Dylan Everett, Paul Sorvino, Kenneth Welsh, Lawrence Dane, Paul Braunstein, Greta Onieogou",2016,"November 1, 2017",PG-13,94 min,"Action & Adventure, Children & Family Movies, Comedies",5.4
5647,Movie,The Unborn Child,Thailand,Poj Arnon,"Somchai Kemglad, Pitchanart Sakakorn, Chinaradi Anupongphichart, Arisara Thongborisut, Peerawit Boonark, Chudapha Chanthakhet, Ganthida Chaang",2011,"July 30, 2018",TV-MA,93 min,"Horror Movies, International Movies",5.4
2685,Movie,Life in a ... Metro,India,Anurag Basu,"Dharmendra, Irrfan Khan, Konkona Sen Sharma, Kay Kay Menon, Shilpa Shetty, Shiney Ahuja, Sharman Joshi, Kangana Ranaut, Nafisa Ali, Manoj Pahwa",2007,"November 1, 2018",TV-14,126 min,"Dramas, International Movies, Music & Musicals",5.4
3948,Movie,Bhagam Bhag,India,Priyadarshan,"Akshay Kumar, Govinda, Lara Dutta, Paresh Rawal, Rajpal Yadav, Jackie Shroff, Arbaaz Khan, Tanushree Dutta, Asrani, Shakti Kapoor",2006,"December 31, 2019",TV-14,151 min,"Comedies, International Movies, Romantic Movies",5.4
4739,Movie,Macchli Jal Ki Rani Hai,India,Debaloy Dey,"Swara Bhaskar, Bhanu Uday, Murli Sharma, Deep Raj Rana, Reema Debnath, Hemant Pandey, Saurabh Dubey, Sakha Kalyani",2014,"October 15, 2017",TV-MA,118 min,"Horror Movies, International Movies",5.4
5001,Movie,Paranormal Activity,United States,Oren Peli,"Katie Featherston, Randy McDowell, Amber Armstrong, Mark Fredrichs, Micah Sloat, Ashley Palmer, James Piper",2007,"January 1, 2020",R,86 min,"Horror Movies, Thrillers",5.4
4011,Movie,Bring It On: Worldwide Showdown,United States,Robert Adetuyi,"Cristine Prosperi, Jordan Rodrigues, Gia Re, Sophie Vavasseur, Sven Ruygrok, Stephan Lee Benson, Natalie Walsh, Vivica A. Fox",2017,"August 29, 2017",PG-13,95 min,Comedies,5.4
5697,Movie,Train to Busan,South Korea,Sang-ho Yeon,"Gong Yoo, Yu-mi Jung, Dong-seok Ma, Soo-an Kim, Woo Shik Choi, Sohee, Eui-sung Kim",2016,"March 18, 2017",TV-MA,118 min,"Action & Adventure, Horror Movies, International Movies",5.4
4843,Movie,Monster-in-Law,"United States, Germany",Robert Luketic,"Jennifer Lopez, Jane Fonda, Michael Vartan, Wanda Sykes, Adam Scott, Monet Mazur, Annie Parisse, Will Arnett, Elaine Stritch, Stephen Dunham",2005,"January 1, 2020",PG-13,101 min,"Comedies, Romantic Movies",5.4
1902,Movie,Sweetheart,United States,J.D. Dillard,"Kiersey Clemons, Emory Cohen, Hanna Mangan Lawrence, Andrew Crawford, Benedict Samuel",2019,"December 25, 2019",PG-13,83 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",5.4
5644,Movie,The Truth About Alcohol,United Kingdom,David Briggs,Javid Abdelmoneim,2016,"August 1, 2017",TV-14,58 min,"Documentaries, International Movies",5.4
4506,Movie,I Am Wrath,United States,Chuck Russell,"John Travolta, Christopher Meloni, Amanda Schull, Sam Trammell, Patrick St. Esprit, Rebecca De Mornay, Asante Jones, Paul Sloan, Luis Da Silva Jr., Jordan Whalen",2016,"September 16, 2019",R,91 min,"Action & Adventure, Dramas",5.4
2619,Movie,Angela's Christmas,"Ireland, Canada",Damien O’Connor,"Lucy O'Connell, Ruth Negga, Brendan Mullins, Malachy McCourt, Vivian Drew, Anya O'Connor, Janet Moran, Brian Gleeson, Pat Kinevane",2018,"November 30, 2018",TV-Y,30 min,Children & Family Movies,5.4
1793,Movie,By the Sea,"France, Malta, United States",Angelina Jolie,"Angelina Jolie, Brad Pitt, Mélanie Laurent, Melvil Poupaud, Niels Arestrup, Richard Bohringer",2015,"February 16, 2020",R,122 min,"Dramas, Romantic Movies",5.4
5319,Movie,Surat Dari Praha,Indonesia,Angga Dwimas Sasongko,"Tio Pakusadewo, Julie Estelle, Widyawati, Rio Dewanto, Chicco Jerikho, Jajang C. Noer, Shafira Umm",2016,"October 9, 2018",TV-14,98 min,"Dramas, International Movies, Romantic Movies",5.4
4045,Movie,Casino Tycoon,Hong Kong,Wong Jing,Wong Jing,1992,"August 1, 2018",TV-MA,125 min,"Action & Adventure, Dramas, International Movies",5.4
5067,Movie,Quantum of Solace,"United Kingdom, United States",Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini, Gemma Arterton, Jeffrey Wright, David Harbour, Jesper Christensen, Anatole Taubman",2008,"August 31, 2020",PG-13,106 min,Action & Adventure,5.4
2130,Movie,Travel Mates 2,Turkey,Bedran Güzel,"Oğuzhan Koç, İbrahim Büyükak, Ezgi Eyüboğlu, Olgun Toker, Kadir Polatçi, Aycan Koptur, Bahar Şahin, Kıvanç Baran Arslan",2018,"September 20, 2019",TV-MA,111 min,"Comedies, International Movies",5.4
5810,Movie,Withdrawn,Canada,Adrian Murray,"Aaron Keogh, Molly Reisman, Dean Tardioli, Greg Wasylyszn, Adrian Murray, Kelly Paoli, Earl Oliveros, Hallie Burt",2017,"May 1, 2018",TV-MA,74 min,"Dramas, Independent Movies",5.4
5229,Movie,Silent Hill: Revelation,"Canada, France, United States",M.J. Bassett,"Deborah Kara Unger, Adelaide Clemens, Sean Bean, Malcolm McDowell, Carrie-Anne Moss, Radha Mitchell, Martin Donovan, Kit Harington",2012,"December 13, 2019",R,94 min,Horror Movies,5.4
1536,Movie,Escaping Tel Aviv,Egypt,Sherif Arafa,"Karim Abdel Aziz, Mona Zaki, Sherif Mounir, Entsar, Salem Klass, Sabri Abdulmonem, Kinda Alloush, Yasser Ali Maher, Kamal Suliman, Jerjes Jbara",2009,"May 19, 2020",TV-14,120 min,"Action & Adventure, International Movies",5.4
339,Movie,Dynasty Warriors,,Chow Hin Yeung Roy,"Wang Kai, Louis Koo, Han Geng, Tony Yang, Carina Lau, NaZha, Lam Suet, Justin Cheung, Ray Lui, Yuan Wenkang",2021,"July 1, 2021",TV-14,118 min,"Action & Adventure, International Movies",5.4
4659,Movie,Kurtulus Son Durak,Turkey,Yusuf Pirhasan,"Belçim Bilgin, Demet Akbağ, Asuman Dabak, Ayten Soykök, Damla Sönmez, Mete Horozoğlu, Ahmet Mümtaz Taylan, Yavuz Bingöl, Hüseyin Soysalan, Tolga Karaçelik, Nihal Yalçın",2012,"March 10, 2017",TV-MA,100 min,"Comedies, Dramas, International Movies",5.395
2896,Movie,El club de los buenos infieles,Spain,Unknown,"Raúl Fernández, Fele Martínez, Juanma Cifuentes, Hovik Keuchkerian, Albert Ribalta, Jordi Vilches, Adrián Lastra, Raquel Salvador, Marta Brucart, Betsy Turnez",2018,"July 19, 2018",TV-MA,85 min,"Comedies, International Movies",5.389
872,Movie,Gangaajal,India,Prakash Jha,"Ajay Devgn, Gracy Singh, Mohan Agashe, Mohan Joshi, Ayub Khan, Akhilendra Mishra, Mukesh Tiwari, Yashpal Sharma, Brij Gopal, Anita Kanwal",2003,"January 8, 2021",TV-MA,148 min,"Dramas, International Movies",5.389
3638,Movie,Chris D'Elia: Incorrigible,United States,Bill D'Elia,Chris D'Elia,2015,"April 17, 2015",TV-MA,84 min,Stand-Up Comedy,5.388
4619,Movie,Kill Bill: Vol. 2,United States,Quentin Tarantino,"Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah, Gordon Liu, Michael Parks, Perla Haney-Jardine, Helen Kim, Claire Smithies, Clark Middleton",2004,"January 1, 2020",R,137 min,Action & Adventure,5.387
494,Movie,Then Came You,United States,Peter Hutchings,"Asa Butterfield, Maisie Williams, Nina Dobrev, Ken Jeong, Tyler Hoechlin, David Koechner, Peyton List, Tituss Burgess",2019,"June 2, 2021",TV-MA,97 min,"Comedies, Dramas, Independent Movies",5.385
2798,Movie,Race 2,India,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Anil Kapoor, Saif Ali Khan, John Abraham, Deepika Padukone, Jacqueline Fernandez, Ameesha Patel, Rajesh Khattar, Chunky Pandey",2013,"October 1, 2018",TV-14,139 min,"Action & Adventure, International Movies, Music & Musicals",5.376
2149,Movie,American Factory: A Conversation with the Obamas,United States,Unknown,"President Barack Obama, Michelle Obama, Julia Reichert, Steven Bognar",2019,"September 5, 2019",TV-G,10 min,Documentaries,5.372
1739,Movie,Go Karts,Australia,Owen Trevor,"William Lodder, Anastasia Bampos, Darius Amarfio-Jefferson, Richard Roxburgh, Frances O'Connor, Dan Wyllie, Cooper van Grootel, Damian de Montemas, Adam T. Perkins",2020,"March 13, 2020",TV-PG,103 min,"Children & Family Movies, Dramas",5.372
2516,Movie,Pandigai,India,Feroz,"Kreshna, Anandhi, Saravanan, Madhusudhanan, Black Pandi, Nitin Sathyaa, Aruldass, Karunas, Shanmugha Rajan, Prinz Nithik",2017,"January 15, 2019",TV-MA,125 min,"Action & Adventure, Dramas, International Movies",5.37
1386,Movie,Madras Café,India,Shoojit Sircar,"John Abraham, Nargis Fakhri, Rashi Khanna, Avijit Dutt, Prakash Belawadi, Ajay Ratnam, Siddartha Basu, Agnello Dias, Dibang",2013,"July 5, 2020",TV-14,128 min,"Dramas, International Movies, Thrillers",5.37
4121,Movie,Cop Watchers,,Ben Steele,Unknown,2016,"August 1, 2017",TV-MA,45 min,"Documentaries, International Movies",5.369
3302,Movie,Zipi & Zape y la Isla del Capitan,Spain,Oskar Santos,"Teo Planell, Toni Gómez, Elena Anaya, Iria Castellano, Máximo Pastor, Ana Blanco de Córdova, Fermí Reixach, Jorge Bosch, Carolina Lapausa, Goizalde Núñez, Juan Codina",2016,"July 1, 2017",TV-PG,105 min,"Children & Family Movies, Comedies",5.368
